,Rating,Title,Pro,Con,Job Title,Status,Region,Date
10,4.0,Good place to work,"Learning quickly Great benefits Good comp/level Great office -food, gym, facilities made you want to stay and get work done",Management focused on technical background vs. actual output. “What kind of engineer are you?” Inconsistent promotion practices,Project Engineer,Former Employee,"Fremont, CA","Mar 15, 2023"
11,4.0,Take Care of Their People,Overall great place to work. They truly invest in their people. Had some of my best managers here. A lot of room to be an entrepreneur and feel a sense of ownership over your career.,"Before their layoffs, the company was also too fragmented in terms of roles and responsibilities. It made it difficult to find your place and feel like you offer value. Company also changed priorities a lot which became discouraging after awhile because it was difficult to feel like you could accomplish anything.",Comms Planning,Former Employee,"Menlo Park, CA","Feb 22, 2023"
12,5.0,Great job if you have a good team,"The culture at Meta is entirely team-dependent. The boot camp process is great because you pick your own team. I was lucky enough to join at a time when every team needed more people, so I was able to choose a team that I meshed really well with.",Not sure if people being hired in 2023 will have the same luxury of picking and choosing teams. Performance reviews can be tough if you can't prove definitely that you moved a metric or some kind of number.,Software Engineer,Current Employee,"Seattle, WA","Mar 2, 2023"
13,4.0,You get what you expect,"You get what you expect - Really great benefits like one of the best healthcare I've seen in the US corporate world, stipends, great 401k match, great in office amenities, supportive ERGs, pretty good work-life balance, the brand name on resume (that may no longer be so relevant in 2023). All the people you work with are incredibly talented and smart. Super inclusive and diversity minded - everyone is open minded and respectful. Career opportunities are abound (lateral transfers and team changes) but you will have to be very sharp, politically savvy, and patient for a promotion. 3+ years wait for a promotion is not uncommon. If you came from start up environment this would be very difficult. Most of very smart ICs with leadership aspiration leave because they don't see themselves climbing or losing their life to compete in the pool. Good thing is I've seen everyone move on to higher paying jobs at arguably more fun companies after 2 years or so if you are fine with job hopping then this should be good!","Same.. You get what you expect from a huge company with lots of 'scandals' ; always being in news for negative headlines and layoffs impact employee morale. Constant org changes and bureaucratic processes impact how fast you can get work done even though you are constantly told to move fast. Getting a tiny change out takes weeks, and because it's tiny even though it can lead to great improvement long-term, it gets deprioritized and every resource gets put in bigger, higher impact projects. So you are building sophisticated castle on shaky sandy foundation, until things break!",Project Manager,Current Employe,"Austin, TX","Feb 23, 2023"
14,4.0,Intelligent colleagues,"You get to work with very bright, very intelligent colleagues who push you on a daily basis.","Given the macro environment, current morale is a bit low and folks are stressed more about job security.",Software Engineer,Current Employe,"Boise, ID","Mar 17, 2023"
15,5.0,Great company,* Hack culture and move fast * Tons of things to learn at your free time * Talented coworkers,"Do not go to Rotational Engineer Program, a couple of the poor guys in my team didn't receive offer at the end even they were doing even much better than me! It's a scam. I feel sorry for them to join this program.",Software Engineer,Current Employee,"New York, NY","Mar 6, 2023"
16,4.0,Great,- Solid backend teams - Great learning experience - Room for growth and leadership,- Low company morale - Layoffs during bad times - Lack of faith in leadership,IC4,Current Employee,"Bellevue, WA","Mar 7, 2023"
17,4.0,Meta treats employees really well.,"Impact, Autonomy, Compensation, Benefits, Management, Flexible work option","Ambiguity. Although needed, the change from a growth company to mature company affecting employees and culture through layoffs.",Supply Planning Analyst,Current Employe,"Austin, TX","Mar 16, 2023"
18,5.0,Fantastic place to work!,- Care for people (despite all the negative news about layoffs) - Amazing technologies - Brighter/smarter people - Benefits - Pay,- Uncertain business outlook - Recent churn in focus/strategy,Technology Program Manager,Current Employee,"Seattle, WA","Mar 14, 2023"
19,5.0,Benefits galore,"They treat you so well, the work is hard and intense but I feel grateful.",Lay-off vibe- people are stressed and feel like they have to over work.,Product Design Manager,Current Employe,"New York, NY","Mar 15, 2023"
20,5.0,Has its challenges but overall a great place for strong performers,"-Highly depends on your team and manager, but overall culture is great helpful teammates, supportive leadership, focus on solving problems vs pointing fingers, recognizes hard work. -Also depends on the team but hybrid WFH/on-site is a huge pro, nobody checks when you're online or in office as long as you get your work done and stay responsive during business hours. -culture of direct feedback and transparency - you'll know where you stand and what areas you need to improve on to accomplish your career goals","-Lots of changes and constant shifts in strategy/org structure add a lot of operational work, but finance has a great centralized function to streamline reporting/data pulls -short staffed after layoffs, work-life balance isn't good during busy periods but that's true for most companies these days",Finance Manager,Current Employee,"Menlo Park, CA","Jan 26, 2023"
21,4.0,can’t move fast any more,benefits great coworkers fancy campus nice desserts,career development depends on your potin the team hard to get bigger scope,Software Engineer,Former Employe,"Menlo Park, CA","Mar 17, 2023"
22,5.0,Great place to propel your career,"work-life balance, talented teams, visibility, a friendly environment, diverse workforce, opportunity to learn","restructuring at the moment, job instablity",Product Manager,Former Employee,"New York, NY","Mar 15, 2023"
23,5.0,Changing company,Great benefits and comp and great people in the compay,Challenges with restructuring that are necessary,Senior Engineering Manager,Current Employee,"Seattle, WA","Mar 16, 2023"
24,5.0,On the digital pulse,"It's amazing to be in the middle of a company, so connected to much of what is being said and done in the world. It's a smart team and the Friday afternoon checking with leadership is a thoughtful and exceptional business practice.",Many people are moving very fast and focused on their own goals. Sometimes it's hard to find collaborators.,Business Development Manager,Former Employee,"Menlo Park, CA","Feb 23, 2023"
25,4.0,"Good company, difficult time",- Comp & perks -Autonomy - work on cool things,-Stress -PSC -current downturn & layoffs,Software Engineer,Current Employe,"Menlo Park, CA","Mar 16, 2023"
26,4.0,Lots of responsibilities and perks,Huge global foot print in social media,Poor HR and business practices. Lots of people working on the same technology with few best practices or processes shared across teams,Product Manager,Former Employee,"Seattle, WA","Mar 9, 2023"
27,4.0,"Great Perks, Lousy direction","Perks are great, food amazing, people are fun","Leadership is flailing, constantly re-orged, and you have no direction",Software Eng IV,Former Employe,"New York, NY","Mar 15, 2023"
28,4.0,"Good Perks, high pressure","Food, Work on apps used by 1 billion users/day",High Pressure. Strange way to handle current layoffs/reorgs,Software Engineer,Former Employee,"Menlo Park, CA","Mar 15, 2023"
29,3.0,Company is on the decline.,Benefits are great although they may go down now that they are tightening their belt. Great comp although with stock price decline may not be any more. Opportunity to work on large scale products.,"For senior folks it's hard to find projects with good scope. The company had layoffs, even for people left behind the morale is down and indications are more people will either be managed out or leave on their down. Meta is not growing but is shrinking. They still suffer significantly from being short term impact driven in PSC process, they've been trying to change this for years, even removed the Move Fast / Break Things and replaced with Long term. Problem is most of the folks in calibration and running the show still have short term impact in their DNA as they way they measure everything. Mark is very fixated on the meta-verse as a bet the company initiative. Problem is that he is spending soo much on it and the likely timeframe when it goes mainstream is still years out. Also the ads business is in trouble with the economy in decline and head winds from apples privacy changes, they basically need to rewrite the ads stack which will take a long time and revenue will suffer in the mean time.",Software Engineer,Current Employee,"Menlo Park, CA","Dec 14, 2022"
30,4.0,can’t move fast any more,benefits great coworkers fancy campus nice desserts,career development depends on your potin the team hard to get bigger scope,Software Engineer,Former Employe,"Menlo Park, CA","Mar 17, 2023"
31,5.0,Great place to propel your career,"work-life balance, talented teams, visibility, a friendly environment, diverse workforce, opportunity to learn","restructuring at the moment, job instablity",Product Manager,Former Employee,"New York, NY","Mar 15, 2023"
32,3.0,Poor leadership,Generous benefit and Good pay,"Poor leadership, lack of communication of vision. Poor execution",Finance Manager,Current Employee,"Menlo Park, CA","Mar 11, 2023"
33,3.0,It's Okay,"Co-workers are amazing, good benefits and compensation, opportunities to grow in your career.",Company culture not well defined.,Technical Recruiting Manager,Current Employe,"Washington, DC","Mar 17, 2023"
34,5.0,Changing company,Great benefits and comp and great people in the compay,Challenges with restructuring that are necessary,Senior Engineering Manager,Current Employee,"Seattle, WA","Mar 16, 2023"
35,3.0,Felt like the Design Big Leagues - but also quite a grind,"Pay, bonus, resources, working on huge industry challenges, the company REALLY does care about people (as much as a company in a capitalist run society can)","As a manager, spent the vast majority of my time moving people around through re-orgs, hiring, or dealing with enterprise level issues. Rarely worked on significant product releases or even got much time doing creative work",Design Manager,Former Employee,"Austin, TX","Feb 16, 2023"
36,5.0,On the digital pulse,"It's amazing to be in the middle of a company, so connected to much of what is being said and done in the world. It's a smart team and the Friday afternoon checking with leadership is a thoughtful and exceptional business practice.",Many people are moving very fast and focused on their own goals. Sometimes it's hard to find collaborators.,Business Development Manager,Former Employee,"Menlo Park, CA","Feb 23, 2023"
37,4.0,"Good company, difficult time",- Comp & perks -Autonomy - work on cool things,-Stress -PSC -current downturn & layoffs,Software Engineer,Current Employe,"Menlo Park, CA","Mar 16, 2023"
38,4.0,Lots of responsibilities and perks,Huge global foot print in social media,Poor HR and business practices. Lots of people working on the same technology with few best practices or processes shared across teams,Product Manager,Former Employee,"Seattle, WA","Mar 9, 2023"
39,4.0,"Great Perks, Lousy direction","Perks are great, food amazing, people are fun","Leadership is flailing, constantly re-orged, and you have no direction",Software Eng IV,Former Employe,"New York, NY","Mar 15, 2023"
40,4.0,"Good Perks, high pressure","Food, Work on apps used by 1 billion users/day",High Pressure. Strange way to handle current layoffs/reorgs,Software Engineer,Former Employee,"Menlo Park, CA","Mar 15, 2023"
41,3.0,Mixed bag,"- Established culture and clearly defined vision and set of expectations across the company - Excellent benefits and compensation package; remote flexible - The business and leadership are engaged and highly value talent attraction and acquisition. Well-defined processes, nimble systems, budget for tools/social, etc.","Way too many layers in the organization. Senior leaders (Directors and above) are far removed from the day-to-day. Too many silos, a lack of organization communications within my org (outside of Mark and execs), and a lack of efficiency across the org.",Senior Recruiting Manager,Former Employee,"Menlo Park, CA","Feb 15, 2023"
42,5.0,"First job in tech, challenging but rewarding",Remote work Impact Opportunities Great people Compensation,No shortage of work Long hours Disjointed leadership/strategy,Support Design Specialist,Current Employee,"Austin, TX","Mar 14, 2023"
43,4.0,PE Comp,"Culture, Benefits, PTO Policy and Engineering Excellence","Performance, Management Quality and Job Rish",Production Engineer,Former Employee,"Menlo Park, CA","Mar 16, 2023"
44,4.0,"Good paying job, and excellent benefits","Good paying job, and excellent benefits",Limited growth because work was very niche,Client Success Specialist,Former Employe,"New York, NY","Mar 15, 2023"
45,3.0,"Great Benefits, Chaotic Environment","Benefits + Compensation, People, Technology","WLB, Performance Reviews are Gamed",Data Scientist,Current Employee,"Los Angeles, CA","Mar 13, 2023"
46,4.0,Great experience,Engaging projects and experience in building product,Reporting structure is very vertical,Product Manager,Current Employee,"New York, NY","Mar 16, 2023"
47,4.0,Recruiting at Meta,Culture and people are great,Political and terrible communication on layoffs,Technical Sourcer,Former Employe,"San Francisco, CA","Mar 16, 2023"
48,3.0,Worst leadership,"Great team, benefits, and community","leadership has no idea what they are doing, employee morale is down",Security Analyst,Current Employe,"Jersey City, NJ","Mar 15, 2023"
49,4.0,Competitive place,- Work life balance - Great perks,- Too many layoffs - Constant fear and instability,Software Engineer,Former Employee,"Fremont, CA","Mar 15, 2023"
50,4.0,Good,Good work environment and clever people.,Stressful sometimes. Not easy to move into management.,Software Engineer,Current Employee,"San Francisco, CA","Mar 14, 2023"
51,4.0,good job,"opportunities for growth, good benefits, compensation good",bottoms up culture can create confusion,Senior Program Manager,Current Employe,"Austin, TX","Mar 14, 2023"
52,4.0,Not for everyone but in general really good company with a high risk-reward future,"- Surprisingly good WLB as an SDE 1 in an internal tools team - Benefits and wellness reimbursement - Delicious free food (breakfast, lunch, and dinner) - Some brilliant people and really cool engineering like the source control interface, devserver reservations, etc - Very friendly colleagues - Compensation if join at the right time","- A lot of times ""impacc"" culture just kills good engineering in my opinion: short term impact is so prioritized over everything else that it tends to blind people into what actually matters and therefore make poor product decisions. Also, frequently it's more important to improve the visibility of your work and sell its impact than the quality and purpose of the work itself - PSC: dreadful performance review process - BS performance axis to fulfill: engineers need to have (mostly non-sense) non-engineering contributions in order for them to meet expectations - Compensation if joined at the wrong time (stock crash) - SDE 1 and 2 levels are not terminal so there is pressure to get promoted within a certain timeline, otherwise pip",Software Engineer,Former Employee,"Seattle, WA","Dec 1, 2022"
53,5.0,Great Company,Work with some of the best in the industry Great benefits Leadership cares about your well-being Opportunity for growth and a lot of autonomy offered,A lot of ongoing comparison with peers in terms of impact and performance can lead to burnout.,Security Engineer,Current Employee,"Menlo Park, CA","Mar 4, 2023"
54,5.0,Great Company,Smart Employees and great benefits,Clarity for requirements needed for promotions on team,Project Manager,Current Employee,"Orlando, FL","Mar 13, 2023"
55,4.0,great comp,nice coworkers good food competitive pay,lots of hours backstabbing lost in vr,Front End Developer,Current Employe,"Seattle, WA","Mar 13, 2023"
56,4.0,Software,"good benefits like dental, vision",wlb is not that good,Software Engineer,Former Employee,"Menlo Park, CA","Mar 14, 2023"
57,5.0,Great place to work,Fabulous perks!! The food is phenomenal and so are the buildings.,I do not have any cons right now - I love everything!,Project Manager,Current Employee,"New York, NY","Mar 9, 2023"
58,4.0,"Amazing benefits, terrifically smart coworkers",- Great benefits - Amazing coworkers - Opportunities to learn and develop,- Feels like a cog in the wheel - Lots of getting things done was organizational management,Product Specialist,Former Employee,"San Francisco, CA","Mar 7, 2023"
59,5.0,Good environment,Great package for every one,Everyone is scrolling facebook at work,Janitor/Cleaner,Former Employe,"San Jose, CA","Mar 14, 2023"
60,4.0,Great place to work overall,Meta has great direction from leadership overall. Makes solid investments when there is a strategy decided on e.g. Reality Labs efforts. Great compensation and perks. Depending on org great career opportunities. People are valued at a leadership level. Really open and inclusive culture that existed back before DE&I.,"Too many managers and all that comes with a middle heavy org structure. Things feel pear shaped. Imbalanced and uncertain especially with the layoffs and recent indicators from MZ. Kingdoms, alliances, noticeable use of political capital, pet projects, red tape, administrative minutiae.",Technical Producer,Current Employee,"Menlo Park, CA","Feb 4, 2023"
61,4.0,Ok,Exp depends on team and manager,"Work is heavy. As a new grad, I went in and rewrote our entire backend without much help. You figure things out yourself; manager is not helpful but demands a lot. Pulling a couple all nighters to get things done. Have got my annual performance review yet; if I don’t get “redefined expectations” will consider team change or leaving.",Enterprise Engineer,Current Employee,"Austin, TX","Feb 25, 2023"
62,5.0,Great place to work,Fast-paced. So many projects ongoing.,Just be careful not to come in a grade lower.,Policy Manager,Current Employe,"New York, NY","Mar 13, 2023"
63,5.0,Great place to work,Transperency at work. Measurable impact.,The work culture is very competitive,Senior Software Engineer,Former Employee,"New York, NY","Mar 14, 2023"
64,5.0,Great company to work,Working with so many talented people,Nothing in my mind now.,Senior Animator,Current Employee,"Chino Hills, CA","Mar 14, 2023"
65,5.0,"Great company culture, amazing benefits, but you will be replaceable","- The recruiting process is very smooth - Company culture is amazing. People is willing to share, and collaboration is abundant - Benefits are amazing too. From various health plans to other onsite benefits (at least in Menlo Park). - MPK office is incredible and unique, since it's very open and long instead of tall, sometimes you take a bike to get to a meeting instead of an elevator. - Technical knowledge is impressive within the teams. It is a very rare ocurrence when someone doesn't know what they are talking about - Compensation is really highed compared to other companies in the Bay Area - Career path is very well defined. You can grow a lot within the company","- Remember that Meta is a huge company, and you are replaceable at any time - Technical skills may not be transferrable to other companies. This is huge - Work is fast paced. Expect to develop things fast and not become proficient in any technology at least for the first year",Data Engineer,Former Employee,"Menlo Park, CA","Dec 7, 2022"
66,3.0,Meta (formerly Facebook),"People (some), impact, benefits, flexibility","Management and Leadership, growth, autonomy",Analytics Manager,Former Employee,"New York, NY","Mar 14, 2023"
67,4.0,Good,Good work environment and clever people.,Stressful sometimes. Not easy to move into management.,Software Engineer,Current Employee,"San Francisco, CA","Mar 14, 2023"
68,4.0,good job,"opportunities for growth, good benefits, compensation good",bottoms up culture can create confusion,Senior Program Manager,Current Employe,"Austin, TX","Mar 14, 2023"
69,4.0,Not for everyone but in general really good company with a high risk-reward future,"- Surprisingly good WLB as an SDE 1 in an internal tools team - Benefits and wellness reimbursement - Delicious free food (breakfast, lunch, and dinner) - Some brilliant people and really cool engineering like the source control interface, devserver reservations, etc - Very friendly colleagues - Compensation if join at the right time","- A lot of times ""impacc"" culture just kills good engineering in my opinion: short term impact is so prioritized over everything else that it tends to blind people into what actually matters and therefore make poor product decisions. Also, frequently it's more important to improve the visibility of your work and sell its impact than the quality and purpose of the work itself - PSC: dreadful performance review process - BS performance axis to fulfill: engineers need to have (mostly non-sense) non-engineering contributions in order for them to meet expectations - Compensation if joined at the wrong time (stock crash) - SDE 1 and 2 levels are not terminal so there is pressure to get promoted within a certain timeline, otherwise pip",Software Engineer,Former Employee,"Seattle, WA","Dec 1, 2022"
