,pros,cons,rating_number
10,"Wide range of products to work on, good food, good benefits, good co-workers and great offices that are mostly empty.","The CEO Sundar Pichai is far out of his depth and his hand picked cloud leadership is incompetent. Yet still executives are being hired at an incredible rate. These executives are unfortunately not skilled enough to set direction at the company, or they are unable to set a sane user focused direction (See Meet, Meet and Meet Legacy). To gain past level 5 you have to find unfunded work out side of your org and hope that it gets you promoted instead of laid off. Work events and team building events inside and outside of Google have been shutdown for almost 3 years now with no sight of them coming back. Over half of the people in the company have been hired during this time, meaning that the industry leading company culture is long dead with no sign of return. From a technical side Google avoids new technology and holds onto outdated technology. This means to be competitive externally you have to spend your free time to learn all of the new technology that Google doesn't use.",2.0
11,"Great company culture and work life balance. Compensation is off the charts good. The people treat you like a human being and expect you to contribute to growth and company goals through your mind. Not what you can or cannot produce. It's not for everyone, but the company is wildly progressive.","In my experience, managers are ""hands off."" Doesn't mean they won't help or develop you but they are not in your face. This is a pro to me but some people need that to thrive. This leads to people feeling like they're not contributing or left not knowing where they stand. Layoffs. Maybe this is just part of the tech industry, but it's the worst thing that can happen, and it did to me. This can leave you feeling like a number, like you don't matter. But, I knew this going in, so it does hurt and it is scary, but I now have it on my resume and I would go back in a heartbeat.",5.0
12,"Pros: -Healthy work environment - Great, supportive colleagues and managers - Work life balance - Challenging but exciting work - Perks - Mission driven organization","Cons: - Your experience can vary based on your team - Given the size and structure of the org, it can be hard to track down the people and information needed to get your job done - Job insecurity given current Big Tech layoffs",5.0
13,* No boundaries for the scope of work. * Opportunity to work with the like minded people. * Work environment is friendly. * People are passionate about the work.,No safety for the job. Poor leadership that leads to project closure/shutdown. Switching to other projects (in other bets) is challenging.,5.0
14,"Incredible company culture that emphasizes collaboration, innovation, and inclusivity Unmatched benefits, including free gourmet meals, onsite gyms, and generous vacation time Ample opportunities for growth and development, with a strong emphasis on career advancement Supportive management and colleagues who encourage creativity and personal growth A fast-paced and dynamic environment that keeps you engaged and challenged","The workload can be intense at times, especially during peak periods The company is highly competitive, which can create a stressful and sometimes cutthroat atmosphere The high expectations and pressure to perform can be challenging for some employees",5.0
15,Loved the role in Ann Arbor and how useful all the training was for learning the ins and outs of Google Ads through SMB account management Aside from that: - Great benefits - Great pay - Lot's of room for growth - Great people,"Only con is that the culture at Google is a bit judgmental and sensitive if you're not like 95% of the people who work there .. they say you should bring your full self to work. But... that really only applies if you're political views lean heavily towards the left (democrat/liberal). While I'm actually very liberal, fiscally I lean more republican. However, if you talk about your views on current events and mention anything related to Republican, many people automatically assume you're a bigot and this can really influence how you move up in the company (relationships matter most). Beyond that, the culture if just a bit too politically correct and in a bubble.",5.0
16,"All good, very happy to be here",Nothing wrong with this company,5.0
17,"Amazing experience, talented and fun people.",Nothing really bad to say,5.0
18,cool company that cares for you,so big you feel small,5.0
19,Excellent benefits and lots of learning opportunities Respect work-life balance,"Fast pace, organization keeps changing and so as your tasks. Difficult to build deep relationship with team ( as members keep changing)",5.0
20,"Great work life balance, smart coworkers, excellent compensation.","They brag about how innovative they are and the need to ""operate in ambiguity"", it turns out that this is just a euphemism for there is zero structure, no one knows what they are doing, and everyone is going in different directions. Oh, and they will lay you off with an email in the night even if you've worked there 20 years, are a high performer, recently promoted, etc. Say they care about employees but that is clearly just a line for publicity.",3.0
21,Google is like a CrossFit gym. You come in from whatever walk of life you come from and you come out skilled in areas you didn’t expect. It’s a cool please to work but it is not an easy to place to work. Work is involved from the time you apply until you move onto another company. Working here is cool because you are surrounded by really smart people that can be incredibly helpful. There are Endless opportunities to learn as much as you want about a large variety of topics across multiple fields The in-office experience is like a college campus experience. Studious. Fun. Relaxing. Aesthetically pleasing flexible work options that can benefit all types of employees,Being in a space where everyone is smart and use to working tirelessly puts a lot of pressure on people. Think of it like an advanced college course right before the final test before graduation. If you don’t have specific career goals it can be easy to get caught up in a heavier workload than you anticipated. Burnout is real and it’s something that needs to be brought into conversation.,4.0
22,You have incredible autonomy to make your own schedule and your own day,"Culture. This may come as a shock but Googles internal culture to me was, odd. It was an agency dressed in a costume of “Googliness, empathy, caring etc”. The culture was a culture of walking on egg shells. If you said something wrong in the eyes of todays cancel culture, you would be ostracized. If you didn’t fit the mold, you’d be ostracized. Overall the development of talent was non existent. The training structures were outdated, and the middle management had too many team members to give any help to upskilling new hires. To the point that most would just slip through the cracks. It is a company that I believe changed, and got too political too quickly in the last few years. I can’t tell you how often I was told “this isn’t the Google that it used to be”.",2.0
23,"Pros: -Healthy work environment - Great, supportive colleagues and managers - Work life balance - Challenging but exciting work - Perks - Mission driven organization","Cons: - Your experience can vary based on your team - Given the size and structure of the org, it can be hard to track down the people and information needed to get your job done - Job insecurity given current Big Tech layoffs",5.0
24,* No boundaries for the scope of work. * Opportunity to work with the like minded people. * Work environment is friendly. * People are passionate about the work.,No safety for the job. Poor leadership that leads to project closure/shutdown. Switching to other projects (in other bets) is challenging.,5.0
25,"Really amazing coworkers who are experts in everything you can imagine, and generally really kind and helpful. Great total compensation.","I was shocked by Google's inability to get stuff done, and how toxic the culture is around performance reviews; the GRAD system is unbelievably half-baked and the rollout was beyond inept. People were also constantly stressed about basically everything, and one coworker told me when I started that everyone was in a state of organizational misery, all the time, and that it was just part of the Google experience. Yikes.",2.0
26,"People were impressed when I said I worked at Google - my mom told me she was proud me (LOL - I'm in my 50s). Office benefits were great at the time (before the 'rona) . Our office was a smaller office but breakfast and lunch were provided as were drinks and snacks. We also had 'mental health days' and some groups and 'no meeting weeks'. The no meeting weeks were stupid to be honest. Some office has a masseuse that you could schedule. Getting meetings with senior exec was easy, people are interested in what Google has to say or is doing. I never has such and easy time getting to senior staff. Google Cloud is impressive and is just a secure & robust (if not more so) as any other cloud. Google is also a cash printing machine so while I was there it there wasn't any cost cutting or anything like that. I really came to appreciate Google tools & productivity suite - they really work well. Salary & Benefits are very good, stock options were phenomenal.",The cons are a few but notable. First I would say that there was a big cultural transformation when I joined. Google was hiring a lot of enterprise sales & business leaders and many of the existing Googlers were vocally uncomfortable with it. Their bubble was being burst. Also Google had what I describe as a naive arrogance to itself. The attitude was 'our cloud is so good you'd be foolish not to use it and consume resources the way we think you should'. This lead to being several years behind AWS & Azure in the public sector market. I could go into great detail but suffice to say that Google is not the center of the cloud universe. This lead to being years behind AWS and sales were almost non-existant while I was there. Most of the people that joined when I did have moved on. At the time the comp plan only paid us on committed spend contracts which was an extra step in adoption and difficult to negotiate. Google tries to insert itself into national political discussion but comes off as hypocritical - probably best to avoid.,4.0
27,"Incredible company culture that emphasizes collaboration, innovation, and inclusivity Unmatched benefits, including free gourmet meals, onsite gyms, and generous vacation time Ample opportunities for growth and development, with a strong emphasis on career advancement Supportive management and colleagues who encourage creativity and personal growth A fast-paced and dynamic environment that keeps you engaged and challenged","The workload can be intense at times, especially during peak periods The company is highly competitive, which can create a stressful and sometimes cutthroat atmosphere The high expectations and pressure to perform can be challenging for some employees",5.0
28,Loved the role in Ann Arbor and how useful all the training was for learning the ins and outs of Google Ads through SMB account management Aside from that: - Great benefits - Great pay - Lot's of room for growth - Great people,"Only con is that the culture at Google is a bit judgmental and sensitive if you're not like 95% of the people who work there .. they say you should bring your full self to work. But... that really only applies if you're political views lean heavily towards the left (democrat/liberal). While I'm actually very liberal, fiscally I lean more republican. However, if you talk about your views on current events and mention anything related to Republican, many people automatically assume you're a bigot and this can really influence how you move up in the company (relationships matter most). Beyond that, the culture if just a bit too politically correct and in a bubble.",5.0
29,* Great benefits * Capable employees * Global impact * Environmental impact * Technology,* Not the company it used to be * Perks unraveling and fun dissolving * Lay-offs were executed in inhumane manner,3.0
30,"Lots of benefits, massage, free food, monitors, macbooks, etc","Seems like we are taking a lot of cost-cutting measures as of late, job security not as good as before",5.0
31,"Colleagues on the legal team are very collaborative and genuinely care for each other. The work is super interesting, and giving the structure of the company, there is ample opportunity to work on different projects and teams.",Change is not always managed effectively.,5.0
32,"The people are incredibly smart, you'll learn a lot. This is a great place to be early in your career to learn from the best, and the company is so big there's potential to move around teams. They pay well.",Can be bureaucratic and hard to move fast. The culture is changing for the worse.,5.0
33,1. Good environment 2. respectful people,1. Building too big 2. Careless people,5.0
34,No commute since 2020 in Bay Area,No management in bay Area,5.0
35,Good working environment and peers.,A lot of meetings and not very effective.,5.0
36,Collaborative team mentality with great company culture,Ever changing company priorities make it difficult to contribute,5.0
37,"What can I say, it's Google",Arrogant and selfish coworkers. They created a terrible work environment.,5.0
38,"I honestly loved my time at Google although it came to an abrupt end when they laid off 12,000 people including me. They mainly fired sourcers and recruiters and a few other teams mixed in. My team culture was great. However, you can find a lot of people at the higher levels who are on narcissistic power trips. They'll pay you great while you're here. But if you're not a L5+ person in Recruiting, then you're about as expendable as they come.","It's a huge company and there is a LOT of bureaucracy. You have to do more work than is necessary to get people hired. There are about 10 steps it takes and around 2 - 3 months to get anyone hired. They say this is to 'mitigate bias' but at the end of the day, the hiring committee just ends up making a biased hiring decision anyway. Also, if you don't fall into the woke mindset then don't work here unless you're comfortable keeping your mouth shut and your opinions to yourself",4.0
39,You get to work on problems at a huge scale. The company is so big and moving around is so easy that you can practically do anything you want.,"Google used to be a place of innovation and experimentation. People were encouraged to hack on things, create side projects, propose projects. Now, upper management wants everyone in, ""alignment"". If you create a side project that benefits thousands of people internally or saves the company money or fixes longstanding bugs you get a gentle pat on the back and zero credit at performance review time. I was laid off without warning. People still at the company will join me for lunch, but are so afraid of being fired that they won't even sign me in to let me pick my things up from my desk. About, ""diversity & inclusion"", when you have career events for people based on the way they look, that's called, ""exclusion"".",2.0
40,- Good for career start - Good benefits and perks - A lot opportunities to explore,- Hard to find a really big scope and make impact - Things moves slow - Threaten by ChatGPT,5.0
41,Enjoyed working with great minds,lack of direction at times,5.0
42,- Protecting the ad business.,"- Everyone is focused on pleasing their manager to get a promo, little focus on users - PMs don't know how to run a simple SQL query, and have no idea what the metrics for their product are. - Outside of Ads, nobody runs experiments due to the complexity, a launch which takes 2wks outside google will take 6-months due to the tech debt, compliance requirements, and too many cooks in the kitchen fighting over ownership and credit.",1.0
43,"Awesome team to worth with, loved all my coworkers!",Sometimes could be a lot of work,5.0
44,it's the best working environment,there's none at the moment,5.0
45,Ownership of your work and fair amount of decision making power delegated to IC. Everything is done at large scale. Work life balance Flexible working schedule,"Some people you will have to deal with are just cruising and don't care, the company is too laid back to do anything about them. Low and middle management grown too much. There will be people in your reporting chain you won't hear about unless they send a goodbye email before leaving. There are IC managers with < 3 reports who do no functional work. People care a lot more about having more headcount reporting to them than about they do about duplication of work.",4.0
46,"Great work life balance, smart coworkers, excellent compensation.","They brag about how innovative they are and the need to ""operate in ambiguity"", it turns out that this is just a euphemism for there is zero structure, no one knows what they are doing, and everyone is going in different directions. Oh, and they will lay you off with an email in the night even if you've worked there 20 years, are a high performer, recently promoted, etc. Say they care about employees but that is clearly just a line for publicity.",3.0
47,Google is like a CrossFit gym. You come in from whatever walk of life you come from and you come out skilled in areas you didn’t expect. It’s a cool please to work but it is not an easy to place to work. Work is involved from the time you apply until you move onto another company. Working here is cool because you are surrounded by really smart people that can be incredibly helpful. There are Endless opportunities to learn as much as you want about a large variety of topics across multiple fields The in-office experience is like a college campus experience. Studious. Fun. Relaxing. Aesthetically pleasing flexible work options that can benefit all types of employees,Being in a space where everyone is smart and use to working tirelessly puts a lot of pressure on people. Think of it like an advanced college course right before the final test before graduation. If you don’t have specific career goals it can be easy to get caught up in a heavier workload than you anticipated. Burnout is real and it’s something that needs to be brought into conversation.,4.0
48,great experience learning and good environment,googler culture could be taxing,5.0
49,You have incredible autonomy to make your own schedule and your own day,"Culture. This may come as a shock but Googles internal culture to me was, odd. It was an agency dressed in a costume of “Googliness, empathy, caring etc”. The culture was a culture of walking on egg shells. If you said something wrong in the eyes of todays cancel culture, you would be ostracized. If you didn’t fit the mold, you’d be ostracized. Overall the development of talent was non existent. The training structures were outdated, and the middle management had too many team members to give any help to upskilling new hires. To the point that most would just slip through the cracks. It is a company that I believe changed, and got too political too quickly in the last few years. I can’t tell you how often I was told “this isn’t the Google that it used to be”.",2.0
50,"Really amazing coworkers who are experts in everything you can imagine, and generally really kind and helpful. Great total compensation.","I was shocked by Google's inability to get stuff done, and how toxic the culture is around performance reviews; the GRAD system is unbelievably half-baked and the rollout was beyond inept. People were also constantly stressed about basically everything, and one coworker told me when I started that everyone was in a state of organizational misery, all the time, and that it was just part of the Google experience. Yikes.",2.0
51,Company is amazing and truly a great office space!,"I don't feel comfortable discussing my cons due to it being with a manager who dealt with childhood trauma. I pray for her as she continues to cultivate environments daily that are not rooted safe spaces for all. My advice is for anyone at any company should always make sure that your manager is a person who upholds the companies Code of Conduct daily for all humans within the company. Please pay attention to the signs that can ultimately affect the companies bottom line and the next generation or employees, who will one day be your future executive leaders.",5.0
52,Tons of resources to learn at your fingertips. Incredibly bright (and generally humble) coworkers. Fantastic pay and benefits. Inclusive culture.,"Coming from a startup-culture, it took me a very long time to be accustomed to Google's massive company, which includes red tape. Development was incredibly slow at times because of needing to get answers across orgs.",5.0
53,"People were impressed when I said I worked at Google - my mom told me she was proud me (LOL - I'm in my 50s). Office benefits were great at the time (before the 'rona) . Our office was a smaller office but breakfast and lunch were provided as were drinks and snacks. We also had 'mental health days' and some groups and 'no meeting weeks'. The no meeting weeks were stupid to be honest. Some office has a masseuse that you could schedule. Getting meetings with senior exec was easy, people are interested in what Google has to say or is doing. I never has such and easy time getting to senior staff. Google Cloud is impressive and is just a secure & robust (if not more so) as any other cloud. Google is also a cash printing machine so while I was there it there wasn't any cost cutting or anything like that. I really came to appreciate Google tools & productivity suite - they really work well. Salary & Benefits are very good, stock options were phenomenal.",The cons are a few but notable. First I would say that there was a big cultural transformation when I joined. Google was hiring a lot of enterprise sales & business leaders and many of the existing Googlers were vocally uncomfortable with it. Their bubble was being burst. Also Google had what I describe as a naive arrogance to itself. The attitude was 'our cloud is so good you'd be foolish not to use it and consume resources the way we think you should'. This lead to being several years behind AWS & Azure in the public sector market. I could go into great detail but suffice to say that Google is not the center of the cloud universe. This lead to being years behind AWS and sales were almost non-existant while I was there. Most of the people that joined when I did have moved on. At the time the comp plan only paid us on committed spend contracts which was an extra step in adoption and difficult to negotiate. Google tries to insert itself into national political discussion but comes off as hypocritical - probably best to avoid.,4.0
54,Great work life balance for the majority of the teams.,Relatively on the slow side for promotion.,5.0
55,Best perks and benefits and coworkers,high chance of having imposter syndrome,5.0
56,It is definitely a fantastic company,There is room for improvement,5.0
57,Great company with beautiful people,Much work to do and stress,5.0
58,Very good company! I love it!,Not many but great company!,5.0
59,Cuz it's google right duhh,No downside google is goated,5.0
60,Nice place to work lot to learn,"Nice and challenging, salaries need to be more",5.0
61,High impact and Smart people,High pressure and large company challenges,5.0
62,Extraordinary talent and work culture.,Excessive risk aversion has stifled progress.,5.0
63,Nice place to work an good compensate,No rest stressful and no break,5.0
64,Respect employees fantastic culture and bright colleagues,"Sometimes the workload is a lot, also the promo process is not that transparent",5.0
65,"Great WLB, lots of really smart people, opportunity for huge impact",Everything is different depending on the team. Some teams may be really great in literally every sense and some teams may be terrible. You just have to find the right team.,5.0
66,* Great benefits * Capable employees * Global impact * Environmental impact * Technology,* Not the company it used to be * Perks unraveling and fun dissolving * Lay-offs were executed in inhumane manner,3.0
67,"Great bonus, stock and perks. Lots of smart colleagues to work with.","Excessive documentation and approvals needed, extremely slowing down the release.",5.0
68,Good food benefits and perks,Programmers do stuff on the floor.,5.0
69,- Good work life balance,"- Tech island, everything is internal",5.0
70,Good working environment and peers.,A lot of meetings and not very effective.,5.0
71,Collaborative team mentality with great company culture,Ever changing company priorities make it difficult to contribute,5.0
72,"What can I say, it's Google",Arrogant and selfish coworkers. They created a terrible work environment.,5.0
73,Stepping stone to other jobs,Company is too big to create impact,4.0
74,- Good for career start - Good benefits and perks - A lot opportunities to explore,- Hard to find a really big scope and make impact - Things moves slow - Threaten by ChatGPT,5.0
75,Enjoyed working with great minds,lack of direction at times,5.0
