,Rating,Title,Pro,Con,Job Title,Status,Region,Date
41,1.0,Run Away As Fast As You Can.,"Nothing much comes to mind, the 401(k) matching is pretty decent.","Everything else, from useless management to an HR department that spends all its time protecting the ridiculous decisions and incredibly poor judgement of management. 

If you have an ounce of ambition in your run away from this company as fast as you can. You won't get anywhere. All decisions have to come from Germany, all inventions have to come from Germany. The approach is that if you're not German/Austrian you have nothing constructive to contribute. 

The fact that the Americas CEO is a marketing guy who probably has never set foot in a fab tells you everything you need to know about how the parent company regards the US. 

IT management is weak, borderline criminally negligent. They are stuck in a 20th century world view. You're not every going to be allowed to work remotely here. 

Incompetent know-nothing managers who were promoted based on who they knew rather than what they knew have to micro-manage you to within an inch of your life to try to justify their existence. They can't do that if you're remote!",Engineer,Former Employee,"Los Angeles, CA","Apr 4, 2022"
42,4.0,Good work life balance,"Not too much workload, well-known company","Not everyone gets stocks, compensation is below average",Staff Analog Design Engineer,Current Employee,,"Oct 24, 2022"
43,2.0,Like it,It’s such a good job.,Sometimes it can be irritating working with clients.,Life Coach,Current Employe,,"Oct 28, 2022"
44,2.0,Ok,Good work life balance and hybrid work,Not much stock award and espp is not present,Staff Software Engineer,Current Employee,"San Jose, CA","Oct 25, 2022"
45,5.0,Nice,"Given good hours, with availability to work over time",The pay is not worth the amount of stuff you do,Wafer Specialist,Current Employee,"Austin, TX","Oct 15, 2022"
46,4.0,Good company,"Benefits, bonus, work life balance.",The wage/salaries could be a bit higher for some roles.,Material Handler,Former Employe,"Temecula, CA","Oct 18, 2022"
47,4.0,Great place to work,"Competitive pay, excellent benefits, and excellent products.",Limited advancement opportunities. Very slow to make decisions.,Senior Director,Current Employee,"Livonia, MI","Oct 15, 2022"
48,2.0,Former Cypress Semiconductor,"hybrid, work and life very balanced",long time employees from former Cypress Semiconductor put workloads on new comers and take credit from the accomplished works by new comers,Senior Staff Product Engineer,Current Employee,"Lynnwood, WA","Sep 5, 2022"
49,5.0,Great company to work for,Great company culture and compensation.,My only issue was some people werent managed out that should have been.,Production Planner,Former Employe,"San Jose, CA","Oct 3, 2022"
50,4.0,Good company,"Good company, good people, room for growth",Pay isn’t the strongest out there.,Manfucaturing Engineer,Former Employee,"Temecula, CA","Oct 12, 2022"
51,4.0,Gives good opportunity to learn,Company gives good opportunities to learn and is ready to put responsibilities on you.,Pay comparatively less as compared to market price and there will be bit of a work pressure.,Senior Test Engineer,Former Employee,"Lynnwood, WA","Sep 15, 2022"
52,5.0,Perfect culture,"Culture is incredible, great management in sales and a team oriented group",German management can slow down some of the processes.,Senior Key Account Manager,Current Employee,"Charlotte, NC","Sep 27, 2022"
53,4.0,Hectic schedule. Amazing growth,"The schedule/work life balance is really hectic. But if we show our talent, the path for growth is really well defined.","No stock options for first 2 levels of employment
Bad work schedules",Anonymous Employee,Former Employee,,"Sep 12, 2022"
54,3.0,Good place to work at,they have great business processes,"things move slowly, as compared to Cypress",Staff Specialist Operations,Former Employee,"San Jose, CA","Sep 27, 2022"
55,5.0,Terrific Work Environment,"I am just beginning my journey here at Infineon; however, I am already feeling like part of the team. There are so many resources here and communication is the best I have ever encountered. I am proud to be part of this company and truly excited to be working for this professional and smart company. It's been a dream doing the onboarding, First Class. They not only keep business ethics at the forefront, but they are thinking of the future with environmental concerns and balancing it with just plain no-nonsense good business. I look forward to the future here!",None! You should apply and see for your self. Highly recommended!,Tradeshow and Event Specialist,Current Employee,"San Jose, CA","Apr 21, 2022"
56,5.0,Excellent Company,Great culture and great people with a robust Product line.,Nothing to complain about as Infineon is super stable and will continue to grow.,Sales,Current Employee,"Milpitas, CA","Aug 15, 2022"
57,5.0,Great working environment for a company that cares for the well being of its employees.,"My team and I have excellent communication and enjoy the work we get done. The content I have to work with is very interesting (new technology, space missions, etc.) and I feel I am constantly learning new exciting things that help me grow in my career of digital marketing. Additionally, the company is very diverse and it is really nice working around people from all different types of backgrounds,",I can't really think of any. I work remotely from the comfort of my own home so I don't have much negative feedback.,Digital Marketing Specialist,Current Employee,"El Segundo, CA","Feb 11, 2022"
58,4.0,"Good company, good benefits",Enjoyed my time here. Emphasis on job accomplishment and keeping current. Helpful coworkers.,"Metrics driven culture can lead to missing ""the big picture"" when the metrics are flawed.",Global Planning Analyst,Former Employe,,"Aug 10, 2022"
59,3.0,Pros & Cons of the Temecula site,"-Cafeteria food at the Temecula site was inexpensive, and lab was well-equipped","-Lack of oversight from managers 
-Lack of proper training, so tools were not used to their full potential 
-Too much work with too little amount of people
-Some unethical behavior observed",Anonymous Employee,Former Employee,"Temecula, CA","May 21, 2022"
60,5.0,I loved working here,I loved working here!! I was able to learn so much.,I can't say there were any cons.,Accounts Receivable Specialist,Former Employe,,"Aug 14, 2022"
61,4.0,Gives good opportunity to learn,Company gives good opportunities to learn and is ready to put responsibilities on you.,Pay comparatively less as compared to market price and there will be bit of a work pressure.,Senior Test Engineer,Former Employee,"Lynnwood, WA","Sep 15, 2022"
62,4.0,Hectic schedule. Amazing growth,"The schedule/work life balance is really hectic. But if we show our talent, the path for growth is really well defined.","No stock options for first 2 levels of employment
Bad work schedules",Anonymous Employee,Former Employee,,"Sep 12, 2022"
63,3.0,Good place to work at,they have great business processes,"things move slowly, as compared to Cypress",Staff Specialist Operations,Former Employee,"San Jose, CA","Sep 27, 2022"
64,5.0,Great people demanding technical  work,The people are awesome! As long as the engineers are good amiable people the work is rewarding.,Very challenging technical work. Requires heavy attention to detail and accuracy.,FA Specialist,Former Employee,"Temecula, CA","May 17, 2022"
65,5.0,very fair and employee oriented company,"company has a true culture of supporting its employee, workload is balanced",need to move quicker and recruit managers with high technical expertise,Anonymous Employee,Current Employee,,"Jun 4, 2022"
66,5.0,Fantastic place to work,Infineon is a great place to work - people are very open and collaborative.,Problems that most large company,Sales Operations Manager,Current Employee,"Raleigh, NC","Jun 10, 2022"
67,4.0,"Good company, good benefits",Enjoyed my time here. Emphasis on job accomplishment and keeping current. Helpful coworkers.,"Metrics driven culture can lead to missing ""the big picture"" when the metrics are flawed.",Global Planning Analyst,Former Employe,,"Aug 10, 2022"
68,5.0,Awesome company,Great benefit and professional training,Low compensation and too much report,Anonymous Employee,Current Employe,,"Jun 13, 2022"
69,3.0,Pros & Cons of the Temecula site,"-Cafeteria food at the Temecula site was inexpensive, and lab was well-equipped","-Lack of oversight from managers 
-Lack of proper training, so tools were not used to their full potential 
-Too much work with too little amount of people
-Some unethical behavior observed",Anonymous Employee,Former Employee,"Temecula, CA","May 21, 2022"
70,4.0,Great place,"benefits, hours, time off, bonuses, the team I work with",honestly I cannot think of any at this time.,Anonymous Employee,Current Employee,,"Aug 5, 2022"
71,4.0,Good company to work,"No pressure 
Easy milestones 
Good growth",Old technology compared to the competitors,Staff Engineer,Current Employee,,"Aug 1, 2022"
72,3.0,NA,Good spectacular engaging diverse dynamic,"Detailed, long hours, people, culture, time",Account Manager,Current Employe,,"Aug 5, 2022"
73,4.0,"Great people, growth can be challenging.",High quality people. Many are very smart. Respect and integrity are the norms. You can have work life balance.,"Can be a lack of growth opportunities, and compensation can be low.",Technical Marketing,Current Employee,,"Jun 30, 2022"
74,3.0,Analog design,"-> Smart people
-> Helpful and friendly
-> Good Work life balance
-> End-End knowledge.
-> Learn about system perspective
-> Good Collaboration with other groups.","-> Bad Pay.
-> No RSUs 
-> No ESPP
-> Benefits are really bad",Staff Design Engineer,Current Employee,"Lynnwood, WA","May 26, 2022"
75,4.0,Short Review - Senior Test Engineer,"Good work - life balance
Interesting work subjects for those in line with electrical engineering, data science, and computer programming as pertains to semiconductor technology.","Lack of personal one to one trainings, mostly self - training program policy",Senior Test Engineer,Current Employe,"San Jose, CA","Jun 12, 2022"
76,5.0,Great people demanding technical  work,The people are awesome! As long as the engineers are good amiable people the work is rewarding.,Very challenging technical work. Requires heavy attention to detail and accuracy.,FA Specialist,Former Employee,"Temecula, CA","May 17, 2022"
77,3.0,Application Engineer,company has good product lines,too much political and management issue,Engineering,Current Employe,,"Jul 14, 2022"
78,4.0,Great company,"The values employees, great benefits",can improve on giving regions autonomy,Staff Specialist,Current Employee,,"Jul 14, 2022"
79,1.0,Horrible Management,The workload fluctuates so there might be a few months with no active work,"Extremely Low Pay and No room for growth

Management is quick to anger over the smallest things.

Management does not provide the adequate resources to correctly learn the processes required for the role.

The culture is dated, everyone is always quick to point the finger rather then attempt to solve the problem.",Test Engineer,Current Employee,"Austin, TX","Jun 3, 2022"
80,1.0,"Bad experience, wouldn’t recommend.","Benefits are ok, worse than other semi companies. Good 401k.",No stock options unless you are a valued employee by upper management. Management always has an ulterior motive. HR dept only works to protect the company and can’t be trusted. Tries to be hip but falls way short of the mark. Very cliquey and old timers make it hard for new employees to get “in”. High levels of bureaucracy.  They claim to be transparent though you will never get the real reason for things. Everyone only cares about their own metrics and you are left to fend for yourself at the end of the year. Extremely difficult for newcomers to get up to speed with cumbersome systems and poor team integration.,Anonymous Employee,Former Employee,,"Jan 28, 2022"
81,4.0,a,-flexible working hours - diverse projects,-working from home is kinda hard,Physical Design Engineer,Current Employee,,"Oct 4, 2022"
82,5.0,Na,Career growth and learning curve is great.,Less social activities held by company among colleagues.,Engineer,Current Employee,Kulim,"Sep 28, 2022"
83,5.0,Microelectronics corporation with growing potential,"- Highly skilled people, mixed teams with young employees which are passionate about electronics supported by colleagues with a lot of experience
- good management in most of the cases
- nice and relaxed working environment
- interesting projecta with local and global impact - good growth opportunities
- competent management board, good vision, profitable investments and acquisitions
- decent salary packages, bonuses and benefits","- as in most corporations, the process of decision taking is cumbersome and slow, there is a lot of inertia
- limited remote work flexibility",Senior Engineer,Current Employee,"Bucharest, Bucuresti","Jul 3, 2022"
84,4.0,Good company and great chances to explore new things,"1. No problem to explore new technologies
2. Good visibility (smaller the team better)
3. Work culture",1. HR policies sometimes are very strict,Senior Systems Engineer,Current Employee,Bangalore,"Sep 12, 2022"
85,3.0,Working Student,Salary hike every 6 months,Less to learn as its an established company,Working Student,Current Employee,"Munich, Bavaria","Sep 30, 2022"
86,3.0,Feel of infineon,Job security is good and name value is famous.,There are too hard work and too much conference call.,Sales Manager,Current Employee,Seoul,"Sep 20, 2022"
87,4.0,It’s good organization,Work life balance is good and manageable,Salary is less as compared to other semiconductor companies,Staff Software Engineer,Current Employee,Bangalore Rural,"Sep 13, 2022"
88,4.0,Work life balance,"Work life balance, open culture",Salary not competitive in this area,Anonymous Employee,Former Employee,,"Sep 27, 2022"
89,5.0,Great company to work for,Great working environment and top management,Nothing to flag about Cons,Quality Manager,Current Employee,"Munich, Bavaria","Sep 23, 2022"
90,4.0,Good work life balance,* Good work life balance,* Less pay compared to industry,Senior Specialist Software Engineer,Current Employee,,"Sep 25, 2022"
91,5.0,Salary,"Flexible, high bonus, good learning place, friendly environment","Boring, complexity of management, low increasement",Senior Engineer,Current Employe,,"Aug 19, 2022"
92,5.0,Good experience for treating candidate,profit is getting higher in every season,there is no RSU and ESPP,Software Engineer,Current Employe,,"Aug 15, 2022"
93,5.0,Good,A company to growth strong.,I have no comment on this,Receptionist,Former Employee,"Old Kallang Airport Estate, ","Aug 20, 2022"
94,4.0,Great company with good environment,Great company with good environment,Sustainability More fair pay between job roles,Finance Master Data Administrator,Current Employe,,"Oct 20, 2022"
95,4.0,work life balance company,work life balance company to work,less salary and hard to promotion,Global Supply Planner,Current Employe,Hsinchu,"Oct 21, 2022"
96,5.0,Great place to learn and work,Directly put into projects and on the go learning.,"In the process of on the go learning, fundamentals could be overlooked",Test Engineer,Former Employee,Bangalore,"Aug 1, 2022"
97,3.0,Steady and slow to change,Good work-life balance. Steady and stable for someone who likes predictability and process-oriented work environment.,"High resistance to change, and hierarchical. May not be suitable for people who value autonomy and has a different voice. Depending on the role, the room for career progression can be very limited.",Senior Specialist,Former Employee,Singapore,"Sep 12, 2022"
98,4.0,Stable company,It’s a stable company that seems to be growing. Most employees have been with the company since the beginning (pro and con). Work life balance.,"Benefits are very basic. Most people are unwilling to innovate, antiquated. No remote working possible.",Digital Marketing Specialist,Current Employee,"Munich, Bavaria","Sep 21, 2022"
99,5.0,engineer,"Nice working environment
Work life balance
nice pay","too many meetings
sometimes meeting extend",Engineer,Current Employee,"Cavite, Cavite City","Aug 15, 2022"
100,5.0,Good,"Flexible work
Good pay 
Good campus","Political
Poor middle management in terms of leadership
Favoritism",Senior Staff Engineer,Current Employe,,"Aug 7, 2022"
101,4.0,A good company for a graduated student to join and learn,Supportive and friendly manager and staff,"Not enough of staffs, high working hour and it cause high turnover rate.",Junior Accountant,Current Employee,Bayan Lepas,"Aug 15, 2022"
102,5.0,Top,The feeling that they really Care of their people,Nothing really bothered me so far,Anonymous Employee,Current Employe,,"Sep 17, 2022"
103,4.0,Work Life Balance,"A work life balance company, good for senior / managerial post if you want to work till retirement.","Opportunity for internal working level are lesser as company tend to hire new candidate from outside to take on higher post rather than promote internal staffs.
Low increment and low starting pay.",Senior Systems Analyst,Current Employe,,"May 22, 2022"
104,3.0,Salary,Encourage technical competency and giod career path,Salary increment is very minimal,Senior Staff Engineer,Current Employee,"Bedok New Town, ","Sep 22, 2022"
105,4.0,Salary,"Great place to work, high degree of freedom","Too many employ, space is too small",Engineer,Former Employee,Taipei,"Sep 15, 2022"
106,5.0,Electronics Engineer in Infineon,Flexible working time. Fair salary.,Need meeting at any time.,Electronics Engineer,Current Employee,Hong Kong,"Sep 17, 2022"
107,3.0,"Good company, salary is high compare to others","Salary, medical, career growth, bonuses","Tiring, many tools and many works, most of the staff are indians some goods and some so so..",Engineering Technician,Former Employee,Kulim,"Aug 31, 2022"
108,5.0,Great Place to Work,Work Life balance and great technology company w,The annual salary increment is slightly increase year by year,Anonymous Employee,Former Employe,,"Sep 6, 2022"
109,5.0,Great place to work,Great learning environment and chill work life balance.,"Benefits and perks could be more, but this is nitpicking.",Anonymous Employee,Current Employee,,"Sep 6, 2022"
110,5.0,Q,"Good company, good people, good environment to grow up","A lot of work, conservationism",Test Engineer,Current Employe,"Bucharest, Bucuresti","Sep 14, 2022"
111,4.0,Good company,take cares of employees very nice work life balance,salary level not up to the mark,Staff Engineer,Current Employee,Regensburg,"Oct 5, 2022"
112,5.0,Great Place to Work,people caring and down-to-earth working style. Great leadership team.,So far no cons found.,Anonymous Employee,Former Employe,,"Jul 28, 2022"
113,5.0,Infineon,"The company has genuine interest in the employees development and well-being
Technology leader in many fields",Sometimes Infineon is slow in decision making,Analog/Mixed Signal Design Engineer,Current Employe,,"Jul 21, 2022"
114,5.0,Great place to work,Great opportunities to grow and to change for different roles.,"No budget for more activities, Christmas gifts, ..",Financial Analyst,Current Employe,,"Jul 21, 2022"
115,4.0,Amazing company,"Very friendly people.
You can learn a lot in different domains",They use their own microcontrollers which are pretty different from the market,Applications Engineer,Former Employee,,"Sep 27, 2022"
116,5.0,Challenging and fun,Nice workplace and really flexible,Average salary for new grad compare to other semicon companies,Maintenance Engineer,Current Employee,Melaka,"Jul 25, 2022"
117,5.0,Great place to work.,"Great work culture
Great food
Great stress free environment
Work life balance","Nothing, everything is great for employees.",Software Engineer,Current Employee,,"Jul 23, 2022"
118,5.0,Good,Good company with work life balance,No. So far everything good,Anonymous Employee,Former Employee,,"Aug 1, 2022"
119,5.0,Good working environment and healthy work culture,Able to achieve work-life balance,The company is too big to offer ample opportunities to each and every employees. You need to compete between each other.,Senior Resource Planning Specialist,Current Employee,,"Jun 8, 2022"
120,5.0,Okay,okay you can ggain experience with this company,Must be on time and punctual,Project Engineer,Former Employee,,"Jul 24, 2022"
121,3.0,Overall good company with some flaws,Exciting projects and top technology/tools.,slow career progression and bad home office policy,Anonymous Employee,Current Employe,,"Oct 1, 2022"
122,5.0,Reasonable salary,"International exposure, possible for remote working, etc.",Need to be more bilingual (currently everything is still in Portuguese),Senior Specialist,Current Employee,,"Jul 18, 2022"
123,4.0,Nice working environment,Possibility to work hybrid (minimum 2 days in the office),The office space could be renewed,Anonymous Employee,Current Employee,,"Sep 28, 2022"
124,4.0,Engineer,Work life balance. respect employee.,"Too many people inside, competitive .",Engineer,Current Employe,Kuala Lumpur,"Oct 5, 2022"
125,4.0,a,-flexible working hours - diverse projects,-working from home is kinda hard,Physical Design Engineer,Current Employee,,"Oct 4, 2022"
126,5.0,Good experience,Great company that treats its employees well,"Corporate culture, hard to get a raise",Communications Specialist,Former Employe,,"Jul 21, 2022"
127,5.0,Great culture!,"Great salaries!
Good environment!
Great team spirit!
Work life balance!",Lot of processes to catch up.,Talent Attraction Manager,Current Employe,,"Jul 22, 2022"
128,4.0,Good company and great chances to explore new things,"1. No problem to explore new technologies
2. Good visibility (smaller the team better)
3. Work culture",1. HR policies sometimes are very strict,Senior Systems Engineer,Current Employee,Bangalore,"Sep 12, 2022"
129,3.0,Working Student,Salary hike every 6 months,Less to learn as its an established company,Working Student,Current Employee,"Munich, Bavaria","Sep 30, 2022"
130,5.0,Goo place to work,"Work life balance, great people",Not so much work to do,Anonymous Employee,Current Employe,,"Jul 18, 2022"
131,5.0,Excellent Company,Employee safety and better working environment,There are no cons for this company,Trainee Patent Attorney,Former Employee,"Munich, Bavaria","Jul 18, 2022"
132,3.0,Feel of infineon,Job security is good and name value is famous.,There are too hard work and too much conference call.,Sales Manager,Current Employee,Seoul,"Sep 20, 2022"
133,4.0,It’s good organization,Work life balance is good and manageable,Salary is less as compared to other semiconductor companies,Staff Software Engineer,Current Employee,Bangalore Rural,"Sep 13, 2022"
134,4.0,Work life balance,"Work life balance, open culture",Salary not competitive in this area,Anonymous Employee,Former Employee,,"Sep 27, 2022"
135,5.0,nice company,nice work place to work,basic salary for fresh is lower,Process Engineer,Current Employe,,"Jul 19, 2022"
136,4.0,Good work life balance,* Good work life balance,* Less pay compared to industry,Senior Specialist Software Engineer,Current Employee,,"Sep 25, 2022"
137,4.0,IT,"*Good Culture 
*Great environment
*Good benefit","*Balance and life balance is not a priority
*Don't pay extra time
*Some times performance is not well valued",IT Support Specialist II,Current Employee,"Tijuana, Baja California","Aug 22, 2022"
138,4.0,Company culure,Promote Work and life balance,- too many alignment in decision making process,Senior Manager,Current Employee,,"Sep 24, 2022"
139,1.0,Low increments,Stay forever - retirement job !,Less future. Less salary. Less increments,Senior IT Engineer,Current Employee,,"Oct 24, 2022"
140,3.0,Established company,Company is big and continuously growing,Massive and tedious processes in place,Anonymous Employee,Current Employee,,"Sep 26, 2022"
141,5.0,Great place to work,"Work life balance and good pay which defines the amount of work you do. Good free food. A lot of parties, pubs, outings. Less work load. One of the best place to work","None found, one of the ideal work place",Specialist,Current Employe,,"Jun 4, 2022"
142,5.0,definitely a great place to work,"Good work-life balance
great opportunities for development",parking is forever an issue,,Current Employee,Melaka,"Jul 3, 2022"
143,3.0,Average company,"Yearly bonus, savings fund, mostly.",Too much office politics going on. Working in silos.,Quality Manager,Current Employee,"Tijuana, Baja California","Sep 21, 2022"
144,5.0,Data Master Expriences,I can learn a lot from working here.,The career oportunities is not good,Data Master I,Current Employee,"Bedok New Town, ","Jul 1, 2022"
145,4.0,A good company for a graduated student to join and learn,Supportive and friendly manager and staff,"Not enough of staffs, high working hour and it cause high turnover rate.",Junior Accountant,Current Employee,Bayan Lepas,"Aug 15, 2022"
146,5.0,Wonderful team and opportunities to learn.,"Learning, Good salary, growth, free lunch",Just a bit work life compromises with personal life,Embedded Software Engineer,Former Employee,Bangalore,"Jun 30, 2022"
147,5.0,Review,work and work culture is very good,I am happy working with infineon,Anonymous Employee,Current Employe,,"Jul 10, 2022"
148,5.0,average,flexible working style. project based.,the working environment can be quite political.,Systems Engineer,Former Employee,Singapore,"Jul 11, 2022"
149,5.0,good,Technology and smart solution related to that,IoT solution for make life safer and greener,Assistant SYSTEM ENGINEER,Current Employe,,"Jul 7, 2022"
150,4.0,Work Life Balance,"A work life balance company, good for senior / managerial post if you want to work till retirement.","Opportunity for internal working level are lesser as company tend to hire new candidate from outside to take on higher post rather than promote internal staffs.
Low increment and low starting pay.",Senior Systems Analyst,Current Employe,,"May 22, 2022"
151,3.0,Inovation Think Tank,Many good this for company improvement.,Lack of management support to achieve target.,Operational Excellence Manager,Current Employe,,"Aug 19, 2022"
