,pros,cons,rating_number
26,Good pay (top in the market) Unlimited time off (when you can) Free food Freedom to use several tools and systems (when you have alignment) Authonomy - you won't have your manager micromanaging you,"You work A LOT Not inclusive for underrepresented groups. You barely take advantage of unlimited time off as you always have tons of work to do You need to navigate office politics, and it takes forever to proceed with projects unless you are part of the Managers are more interested in how well you will fit with the company culture instead of your deliverables. You might get a low compensation compared to other privileged colleagues with the same role. Leadership doesn't communicate business changes. We heard about layoffs from the media instead of corporate comms, which created a huge amount of stress across the board.",3.0
27,i get a lot of money,I have to clean up a lot of poop,5.0
28,nice people and great work environment,the bathrooms are sometimes out of toiletpaper,5.0
29,good to this point in time,none so far that I can think of,5.0
30,Great work environment and people,Not being able to be remote,5.0
31,"Netflix has been a wild and wonderful ride. The people are top notch, the culture is uniquely candid and yet very human, and they are deeply committed to being the most diverse, inclusive and all-around excellent team of humans on the planet. I have been consistently impressed, challenged, and inspired every day of my time with Netflx. It has been the most impactful role I have ever taken, and I’ll be leaning on the learnings from my time at Netflix for the rest of my career.","It is not for everyone. If you need stability, clear processes and rules, or structure - Netflix can be a very stressful place. If you are uncomfortable being challenged by a wide diversity of views and having your ideas tested by debate and dissent, this is not for you. The fluidity and pace of change can be really hard for folks who thrive in more orderly and predictable environments.",5.0
32,Great work environment. Loved staff,"Low pay, high hours, long days.",5.0
33,Good Salary Microservice Architecture Ownership,Culture Management Leadership Reviews People,3.0
34,friendship and good environment with members,"bad salary, less than I expected",4.0
35,The pay when all engineers were senior engineers was higher than most other companies. Most co-workers in the earlier Cloud days were great engineers and extremely helpful.,"There is a great deal of politics between Engineering orgs and even within engineering teams. Even with obviously outstanding performance, failing to play politics well will leave you unrewarded, while others with more political savvy will be rewarded for no work at all. Ultimately, the manager is free to be biased for/against employees for any reason at all.

Engineering managers in some orgs tend to be non-technical--only doing project management. Although some non-technical managers might still be good managers, there are some that are horrible, with poor project management skills, and that don't even know what is happening in their own team. Those managers tend to be employed at Netflix for many years.

There is no career development support here. It's unlikely that the current management will do any more as new (lower) engineering levels are added.

As for the 360 review, it's best to avoid giving significant negative feedback as it makes co-workers defensive. Everyone is afraid of anything negative that can lead to them being fired. HR and management advice on 360 reviews is unrealistic and self-serving. It only helps management since some managers don't know what's happening on their own teams.

Ultimately, Netflix is a large company where experiences will differ, depending on which team and organization you work in. If you change teams or managers a few times, though, you'll encounter highly toxic situations.

For new mid-level prospective employees, avoid Netflix since the lower pay is likely not worth the extreme politics and toxicity.",2.0
36,Good pay (top in the market) Unlimited time off (when you can) Free food Freedom to use several tools and systems (when you have alignment) Authonomy - you won't have your manager micromanaging you,"You work A LOT Not inclusive for underrepresented groups. You barely take advantage of unlimited time off as you always have tons of work to do You need to navigate office politics, and it takes forever to proceed with projects unless you are part of the Managers are more interested in how well you will fit with the company culture instead of your deliverables. You might get a low compensation compared to other privileged colleagues with the same role. Leadership doesn't communicate business changes. We heard about layoffs from the media instead of corporate comms, which created a huge amount of stress across the board.",3.0
37,Great culture and great pay,"Very demanding, and can feel overworked sometimes",5.0
38,Great team to work with.,None for me to list.,5.0
39,Learned a lot from industry professionals and had some great experiences on set.,"A few people in the crew were not used to working on a team, but we worked through it!",5.0
40,Great place to work at,Really like the place to work,5.0
41,great workplace and staff management,too big of a company,5.0
42,"It was a short-term gig for a Henry Selick movie. I was there for only a year, and it was a great gig. We did not have all the usual benefits as most Netflix employees, but they treated us well, and I do not have many complaints.","They need to fix their email system. You are inundated with emails all day, and it is difficult to figure out and navigate what is important. Similar to their platform, you cannot find anything you want to read or watch. Other than that, I do not have that many cons. They treated me well.",5.0
43,Money was good for if,People were bad for if,1.0
44,"Good teams, informational seminars, reliable tech/HR teams","Unstable projects, current office set up is a bit removed from other teams, makes it hard to know who's working on what.",5.0
45,"Lots of benefits, really fun and rewarding company to work for.",My job was outsourced to a different company.,5.0
46,Supportive environment full of creative people.,Low pay. Bad job security.,3.0
47,"Great health benefits, the company has money and it shows. The team I was working with was great.",Sometimes pulled very long hours.,5.0
48,"Good company culture, freedom and responsibilty",We had some company-wide layoffs,4.0
49,The people I worked with knew how to balance productivity and fun. I learned a lot and had a work family I haven't had elsewhere.,Nothing aside from the show not getting renewed.,5.0
50,very friendly and a good working environment,there were no cons i loved it,5.0
51,Working with the smartest people in the industry is the best thing.,"No complaints really, other than lack of structure. But it is not Amazon after all, so this is expected.",5.0
52,"Great medical, 401k, perks, friendly, inclusive",Can be very corporate at times.,5.0
53,"Great people, great culture, great product.","It's now a competitive landscape in streaming, we're not the only game in town anymore. Not exactly a con, but it's something to understand.",5.0
54,"With justification, you generally can work on anything you want to that's interesting. Generally everyone is super nice and willing to jump into problem solving, or help find someone who can with problem solving. Great feeling of responsibility, if you're looking for that.","There is not much of a standard to management or success measurement, so the art of defining someone's success can be stressful There aren't many moments of positive acknowledgment of someone's good work.",4.0
55,cosy environment high pay and experienced team,strict return offer to get,5.0
56,Great company to work for with some amazing benefits,Tough culture and cut throat envrionment,4.0
57,"variety of work, and great colleagues to learn and work with","continuous changing environment, so you need to be flexible and adapt",5.0
58,Good place to work for the most part,Nothing major I can think of,4.0
59,"Great team, considerate management, realistic work expectations",The project came to an end,5.0
60,"Easy to acquire job. If you need a job it is easier to get in.

Flexible schedules. Starting off you will be a Special Events Officer, and you choose as much or as little time and days you want to work.

Fast progress to higher positions. If you work honest and competently it will be acknowledged, and more full-time or supervisory opportunities will open.

Great for gaining security experience. If you are starting in the security field it is a good place to build time as a security officer if you want to further pursue other security opportunities.

Positions are simple and straight forward. Thank goodness the job is easy, otherwise unless you got full training you’d be SOL.","It’s easy to acquire the job. There isn’t drug testing or much of an assessment on who gets the job so just about anyone can.

No organization. When you are new you may or may not get the full 3 DAY training (I didn’t, mine was 2 hours) and good luck finding your way at any of the downtown venues on your first day. Also, working new accounts that hire City Shield are confusing even for the supervisors and takes a month or so before most not even all aspects are solid. 

Turn over rate. Since basically anyone can get in, everyone gets in and don’t have good work ethic. With that being said.

Sometimes way too strict. There needs to be rules for any establishment to work, but some rules conflict with the state of the company. When there is so much disorganization coupled with the type of employees that are hired it seems that certain rules are used to purge then rehire the same type of employee again.

No benefits/ Vacation. There’s a lot of taxes taken out of checks but not towards any benefits. Also, there is an app that handles all of your affairs, but no where does it keep vacation time nor was it mentioned by HR. Essentially you can only take time off without pay.",4.0
61,Working with the smartest people in the industry is the best thing.,"No complaints really, other than lack of structure. But it is not Amazon after all, so this is expected.",5.0
62,"Great medical, 401k, perks, friendly, inclusive",Can be very corporate at times.,5.0
63,Good work in mech is appreciated,Non good work is important,4.0
64,"As expected, Netflix pays well, strong benefits and perks. Netflix is fast paced and always changing, for me this was a pro but to others, could be a con.","While a large established company, it's does value people over process so lots of grey areas on how things should get done.",4.0
65,We get free Netflix from working there,Customers are really annoying overall,4.0
66,"Good compensation and great benefits.
Great company for networking and learning to work independently.","Very reactive company to work at. If you are looking for any sort of stability, this is not the place for you.
Netflix claims to have great severance packages but currently offers less benefits than it’s competitors.
Nobody is guaranteed. Not even pregnant employees or the ones on maternity leave. The company focuses on results only.",3.0
67,"Great people, great culture, great product.","It's now a competitive landscape in streaming, we're not the only game in town anymore. Not exactly a con, but it's something to understand.",5.0
68,cosy environment high pay and experienced team,strict return offer to get,5.0
69,"variety of work, and great colleagues to learn and work with","continuous changing environment, so you need to be flexible and adapt",5.0
70,An agile company focused on living its culture intentionally.,Tremendous potential to shape its environment but a low-key approach in certain areas.,3.0
71,"Great team, considerate management, realistic work expectations",The project came to an end,5.0
72,"- Good work environment if teams subscribes to the culture
- Company transparency for mostly all production materials
- Good pay
- Free food","- Loss of autonomy as company grew
- Endless amount of process concealed as ""workflow""
- Nearly impossible to grow on a number of teams",4.0
73,great salary smart coworkers Lot of interesting technical challenges,questionable direction for the long term,5.0
74,Work from home great satisfaction,"Work from home, good salary.",5.0
75,Good benefits. Free meals. Open information.,A lot of politics. Not much growth.,3.0
76,"They pay well, and that is much appreciated.","The culture is compelling, but not practiced at the highest levels of the company; which essentially nullifies it.",2.0
77,"Big name
All cash comp (for now)","Cost cutting environment
Management lacks vision
No longer high talent density",3.0
78,"Benefits, top of market pay, company transparency",Job security - but you know that going in!,5.0
79,A lot of pros here,Very few (if any) cons here,5.0
80,"pay and benefits, learning, brand, visibilty","High stress, performance review, feedback, competitive",4.0
81,Great perks and top-of-market pay,Company in constant state of flux,5.0
82,"Depending on department, still an excellent place to work
Very smart colleagues, good benefits, interesting challenges","Trying to become more corporate, and really struggling to do it well;
e.g. badly executed layoffs, poor rollout of engineering levels",4.0
83,"Lots of freedom and autonomy to do my best work. We are empowered to contribute our ideas, opinions and also when we want to work.",Nothing stays constant for long. Frequent changes to teams and work processes.,5.0
84,Always had contests to make the work environment a great place to work.,I do not know if the stressful calls without much help for management is worth sticking around for the contests. Seems like there is always a shift bid going on and the available shifts change dramatically within each 3 month period. This makes it hard for people with kids. You may get a 6am to 2pm shift one time and then company will get rid of that shift all together and depending on where you are in seniority or stats you could end up with a 4pm to midnight shift. You just never know.,2.0
85,"Engaging work, great people, incredible benefits",The culture that made this company great is decaying due to financial issues. The company that used to pride itself on only keeping the best talent around is now accepting mediocrity to save money. The latest round of layoffs was a sign of how bad things have gotten. Competitive pay is now also seeming like a distant memory with the company outsourcing talent from lower cost regions.,3.0
86,"intelligent coworkers, amazing base pay - top of market",lot of work but that comes with great pay,5.0
87,Very good place to work at,No cons for this company,5.0
88,I loved the team and show I was working on at the time. We were hard workers who also really cared about each other in and out of work hours. The pay and benefits were fantastic as well.,"The downside I have is when my show was about to end, Art Management told me they didn't have much else going on so I didn't really have anything else to apply to within the company. So just like that I was back to being unemployed and having to find my next gig.",5.0
89,"Great Name 
Great Pay 
Free Food 

Get to see your work Directly influence outcome on product or specific initiatives

ALL CASH COMP!","Over indulge on the D&I portion of things...but not in a good way. It feels very performative and you as a minority end up taking on correcting colleagues that don't otherwise have the best understanding how to talk to or work with people from diverse backgrounds. 

Also, the work is generally project based, and often once your project is complete you're left at the mercy of your director or manager as to whether or not you get to keep your job. 

The culture is very...ambiguous...similar to the bible people apply their own interpretation and there's no real system of accountability in place. Your manager can say keeping your camera off during a meeting is an example of ""poor judgment"" and use it to fire you. 

TLDR...it can be cut throat...if you get in take it all in cash and trust no one.",3.0
90,"I travel around the world in first class, take extra days off at desired locations.","I don't seem to find to many at the moment. When I do, I sure will respond appropriately.",5.0
91,- good - balance -creative -fun -challenging,- bad balance - hard - strenuous -stressful -confusing,4.0
92,"Overall a great environment with really smart and capable people. Very little ego and a genuine desire to do great work. Lots of freedom in the work, fast moving without lots of layers of approvals, super collaborative workforce.",As a flat organization there's very little room for advancement. Also lots of issues with workload and lack of support. Burnout culture was real.,4.0
93,Everything was super great here,Nothing was bad here at all,5.0
94,Benefits are great and culture is unbeatable,Company is willing to layoff employees rather than find other ways to cut costs,5.0
95,Amazing benefits and great pay,Extremely long work days but paid overtime,5.0
96,-Compensation (although its changing) -Talented colleagues,-Lots of meetings -Extremely political -Tough to get cross-functional alignment,4.0
97,"good pay, working independently, wfh, remote/hybrid options, great benefits, time off for the Holidays","overspending, then hiring those to reduce costs so then cutting others out so people loose their jobs, not thorough in hiring strong leadership roles in upper management, inefficient upper management in some areas of the company (tv post)",4.0
98,"Culture, Growth, striving for member joy, innovative",Nothing should come as a surprise. You have to put in the hard work and long hours if needed. Do whats best for the business; which can seem impersonal at times.,4.0
99,"Netflix gives full freedom to employees to do work, which feels good","but sometimes this means lack of help from team members, and lack of growth opportunities",5.0
100,Pays better than the Union minimum.,"Short seasons, which means you'll only be employed for 6 months to a year.",5.0
101,Great Culture - Freedom & Responsibility,"There is a lot of favoritism that takes place. If you are a hard worker, it almost means nothing if you aren’t a favorite in your org.",5.0
102,Great to their employees. Good work to life balance.,You have to negotiate foe your pay,5.0
103,"Movies playing great sounds good 
People live streaming fun place to have a job if I’m watching all the time thanks be blessed",No I love Netflix I just would love a job streaming movies,5.0
104,An incredible employer that anchors itself in its culture and holds employees accountable to be the best they can.,A volatile working environment that has had challenges to scaling its ways of working and culture at pace.,5.0
105,"- Performance culture, so you don't see many people coasting or rest&vesting.
- Every IC is the same title so you can be in a room with folks who have been at the company for 10-15 years, or are giants in the industry, and your voice is heard at the same pitch as theirs.
- Fantastic engineering culture so, along with outputting good work, you also get to learn the right and wrong way to solve a problem.
- Data drives features and everything is A/B tested, so you know why your feature made it out or didn't.
- One of the best compensation in the Valley with an unheard of compensation strategy (personal top of market is the most rational way to pay people for their work).
- Expense whatever you need to help you do your job better, as long as you're practicing responsibility.
- Brand recognition","- Ecosystem is massive so it's hard to know how to do everything.
- Little documentation so it's hard to know how something works adhoc (you have to go to the team and ask questions).
- Because everyone is at the same title, growth is horizontal (you will build skills but not climb the ladder). You need to work with your manager to draw a goal plan.
- Outside perspective of Netflix culture is that it's ""cutthroat""; which is not the right word. It's ""lean"" - meaning there isn't room for folks to coast. Folks do get let go, but I have yet to see/hear an invalid reasons for them to be let go.",5.0
106,Great insurance. That's about it.,Don't care about making a good show--only care about the algorithm,1.0
107,"Fantastic people - smart, creative, motivated and fun. Really interesting questions and problems to work on. Great pay. Fun swag.","Even more than most tech companies, they seem to invest and disinvest in ways that can feel very ""whiplashy."" They scale up a team, then lay them off when they change their minds. They have been scaling in general and it is rare to find people who have been there for more than a few years.",4.0
108,Brilliant minds working to solve collective pain points company wide,"Like any work place serving many masters, the work (its results) and cultural ideology can bump up against each other resulting in a disjointed experience.",5.0
109,Remote work is favorable for me.,Promises are just that...promises and should be kept.,5.0
110,Always had contests to make the work environment a great place to work.,I do not know if the stressful calls without much help for management is worth sticking around for the contests. Seems like there is always a shift bid going on and the available shifts change dramatically within each 3 month period. This makes it hard for people with kids. You may get a 6am to 2pm shift one time and then company will get rid of that shift all together and depending on where you are in seniority or stats you could end up with a 4pm to midnight shift. You just never know.,2.0
111,"Engaging work, great people, incredible benefits",The culture that made this company great is decaying due to financial issues. The company that used to pride itself on only keeping the best talent around is now accepting mediocrity to save money. The latest round of layoffs was a sign of how bad things have gotten. Competitive pay is now also seeming like a distant memory with the company outsourcing talent from lower cost regions.,3.0
112,"* Top of market pay
* Everything is first class - expenses, resourcing",* political/cut throat - relationships and trust suffer,5.0
113,"lots of mentorship opportunities
room for growth 
transparency","hard to balance personal life with work
long hours at times",5.0
114,"Great Name 
Great Pay 
Free Food 

Get to see your work Directly influence outcome on product or specific initiatives

ALL CASH COMP!","Over indulge on the D&I portion of things...but not in a good way. It feels very performative and you as a minority end up taking on correcting colleagues that don't otherwise have the best understanding how to talk to or work with people from diverse backgrounds. 

Also, the work is generally project based, and often once your project is complete you're left at the mercy of your director or manager as to whether or not you get to keep your job. 

The culture is very...ambiguous...similar to the bible people apply their own interpretation and there's no real system of accountability in place. Your manager can say keeping your camera off during a meeting is an example of ""poor judgment"" and use it to fire you. 

TLDR...it can be cut throat...if you get in take it all in cash and trust no one.",3.0
115,- good - balance -creative -fun -challenging,- bad balance - hard - strenuous -stressful -confusing,4.0
116,Take care of their employees,Tough market nowadays with competing free sites,5.0
117,"Overall a great environment with really smart and capable people. Very little ego and a genuine desire to do great work. Lots of freedom in the work, fast moving without lots of layers of approvals, super collaborative workforce.",As a flat organization there's very little room for advancement. Also lots of issues with workload and lack of support. Burnout culture was real.,4.0
118,Great work environment! Love the benefits!,Not really anything to mention!,5.0
119,The culture is captivating and incredible.,Absolutely no cons as of now.,5.0
120,"Super smart people to work with
Challenging work","Change is constant and upper management has no idea what they are doing. 
Some VPs don’t deserve the title",3.0
121,Great enviorment of the work.,Health insurance is alright B.,4.0
122,"The people Netflix hires are the best of the best. Everyone wants to do amazing things and has great ideas. The feedback culture is awesome to always have a pulse on how you are doing. Paycheck is great but pay is all in salary, no bonus, no equity.","Leadership struggles to make decisions hiding behind the guise of ""context not control"" so you feel on your own in decision making. This causes work to be a day to day grind and not creative or innovative with support around risk taking.",3.0
123,"Netflix has so many shows, the culture really depends on which you're working on. I had a good experience and felt pretty supported by corporate. Great benefits, time off, sick policy, etc.","None, but we were a satellite production, not in the main Netflix fold.",4.0
124,"Great company
Amazing culture
stunning coworkers",pretty tough to move teams,5.0
125,This is a great company to work for and they have great benefits.,Fast paced company that keeps you on your toes.,5.0
126,Actual work is not too challenging,Very political. Culture of fear.,1.0
127,Really tries to listen to employee's needs.,"Lots of growing pains on the animation side. Animation & rest of Netflix not treated equally (paternity/maternity leave, etc).",5.0
128,fun tech flexible innovativ new,long hours stressful constant change,5.0
129,You will constantly be challenged in this environment. You will have a lot of autonomy - just be sure to use good judgement. It's fast-paced (if you like that) and an environment that is not afraid of risk which makes it an exciting place to work.,"The long-tenured talent has a very limited view of what companies go through. As a result, there are blind-spots in decision making with some leaders that grew up at Netflix. Additionally, moving fast isn't always the right answer or thoughtful, but it's all they know to do ..... go-go-go and fix it later.",4.0
130,"Top of the market salary, great benefits, tons of perks for the employees, cool office","No work-life balance (even though they offer unlimited vacation hours, there is no time to take advantage of it), people are always afraid of getting fired, people are always trying to one-up each other, hostile environment in the name of practicing ""candid feedback"", too many meetings and one-on-ones",3.0
131,"* Top of market pay
* Everything is first class - expenses, resourcing",* political/cut throat - relationships and trust suffer,5.0
132,"lots of mentorship opportunities
room for growth 
transparency","hard to balance personal life with work
long hours at times",5.0
133,They treat you very well and take care of you,A lot down time I'm waiting around,3.0
134,Culture is great and pay top of market for the most part,People managers could have more experience,4.0
135,Take care of their employees,Tough market nowadays with competing free sites,5.0
136,Great work environment! Love the benefits!,Not really anything to mention!,5.0
137,The culture is captivating and incredible.,Absolutely no cons as of now.,5.0
138,"Benefits, salary, co-workers, flexibility, creativity","Unpredictable, confusing, occasionally hostile upper management",4.0
139,"Great potential
Great total compensation
Good work life balance","Recently hired top management is bad
Super bad spontaneous decisions made recently
Some teams have toxic culture",5.0
140,"Everything was awesome , super cool",The coffee in the break room sucked,5.0
141,"Pay is good, lots of creative support and staffing support to creative teams making original content. Supportive HR staff.",Could offer some of the same perks to its freelancers as staffers get,4.0
142,"High Compensation
Good Name Recognition","Firing Culture
Culture of Fear",2.0
143,The benefits are great indeed.,There are not many cons actually.,5.0
144,"Super smart people to work with
Challenging work","Change is constant and upper management has no idea what they are doing. 
Some VPs don’t deserve the title",3.0
145,Great enviorment of the work.,Health insurance is alright B.,4.0
146,"The people Netflix hires are the best of the best. Everyone wants to do amazing things and has great ideas. The feedback culture is awesome to always have a pulse on how you are doing. Paycheck is great but pay is all in salary, no bonus, no equity.","Leadership struggles to make decisions hiding behind the guise of ""context not control"" so you feel on your own in decision making. This causes work to be a day to day grind and not creative or innovative with support around risk taking.",3.0
147,"Netflix has so many shows, the culture really depends on which you're working on. I had a good experience and felt pretty supported by corporate. Great benefits, time off, sick policy, etc.","None, but we were a satellite production, not in the main Netflix fold.",4.0
148,"Had a life work-balance 
There is diversity",Good salary but could definitely be better!,5.0
149,Actual work is not too challenging,Very political. Culture of fear.,1.0
150,Very good work environment with focus on employees,Traffic can be hard to deal with,5.0
151,"Netflix is a tech company, therefore you're going to be getting tech perks. I love the benefits, salary, and company culture here and I never want to work anywhere else.","Not sure what Netflix's business model is at the moment, but it looks like they might be outsourcing outside of the US soon. I'm afraid that this will just put Netflix in the same cheapo category as other studios who do this",5.0
