,Rating,Title,Pro,Con,Job Title,Status,Region,Date
71,5.0,Amazon is a world-class employer!,"Great benefits, great compensation program, company stock program (RSUs), great sense of community and great work/life balance. 

Amazon has worked hard to become, and stay, one of the best employers in the world. I've worked many places during my 20+ year IT career and I'm hoping Amazon will be where I finish my career.",Nothing comes to mind at the present time. Amazon is working hard to provide great compensation packages and better work/life balance.,Senior Cloud Technical Account Manager,Current Employee,"Austin, TX","Jul 12, 2022"
72,4.0,Opportunity for growth,"Lot of independence
Mentorship program
Fast-paced and rapid career growth if approached with the right mindset","Because there is a lot of independence, someone may feel there is not enough direction if you don't have experience in your field",Marketing PM,Current Employee,,"Sep 6, 2022"
73,5.0,Great Company that cares about work life balance,"pay, work life balance, leadership opportunities",really there are no downsides or complaints,"Registered Nurse, BSN",Current Employee,"Austin, TX","Sep 26, 2022"
74,3.0,"Good temporary job, not too great for long term career growth","Flexible Fair pay Get a lot of exercise Work isn’t difficult, just repetitive","Too many middle managers who aren’t good at their job Training doesn’t prepare you for the reality of the job. They teach you the “right way” to do things, but doing stuff the way they train you to leads to poor performance metrics.",Warehouse Associate,Current Employee,"Charlotte, NC","Oct 13, 2022"
75,3.0,"Decent, Hard work",Some managers are cool but I havent worked long enough to fully get the experience working for them,Not long enough breaks Their HR is not so intelligent when it comes to fixing something simple,Amazon Associate Tier I,Current Employe,,"Nov 5, 2022"
76,3.0,Doesnt live up to its hype and image.,Environment. For me location close to home.,12 hour shifts. Low shift allowance. To metric driven and irrelevant online learning.,RME Technician,Current Employee,,"Nov 20, 2022"
77,4.0,Great Opportunities,"Amazon offers employees the ability to move up and around different businesses. Having been there more than 10 years, the culture is based on the customer and quickly adapting to changing environments. Its fast paced and challenging, but work life balance is normal when compared to multiple other companies with which I have worked.",Amazon is now a large company with the negatives that come along with this. More and more red tape and complexities that make it difficult to do your job efficiently. Its also becoming less personable as the groups get bigger and the days of company picnics are gone.,Sr Finance Manager,Current Employe,,"Jun 18, 2022"
78,5.0,Yes yes yes!,"-Supportive and encouraging teams that push you to do better
-Surrounded by intelligent people
-Good benefits and resources
-Ability to move around the company","-Onboarding virtually can be tough, so it is important to be self motivated",Legal Assistant,Current Employe,,"Sep 7, 2022"
79,3.0,Love/Hate relationship,"Consistently required to challenge yourself to improve skill and efficacy.

Many opportunities to take ownership of special projects positively impacting the org.

For the most part, working amongst very sharp and high functioning individuals (with some exceptions of course).","Exhaustively process oriented, often resulting in urgent escalation requirements to be incredibly slow to reach resolutions. Lengthy Multi-step SOP’s with human response dependencies on almost any critical escalation path.

Cultural can be challenging - KPIs can be aggressive in conjunction with high visibility around a multitude of activity metrics reviewed constantly. Even when exceeding all metric and KPI expectations it doesn’t ever feel like you’re able to get ahead of the workload.

Yearly compensation adjustment reviews dependent on RSU performance - with share price performance through 2020 I found my base cash component decrease to “compensate for future RSU value which exceeded total comp commitment In the offer letter”",Account Executive,Current Employee,"Seattle, WA","Jul 13, 2022"
80,4.0,Great Opportunities,"Opportunities, Full Time, Benefits, Education, Advancement","Work life balance, Work weekends, Paid time off",Tier III Process Assistant,Current Employee,"Las Vegas, NV","Oct 12, 2022"
81,5.0,AWS is the future,-good potential for growth -lot of opportunities to learn -truly obssess over customers,Been here for 4 months and i don't find any cons.,Hardware Development Engineer,Current Employee,,"Oct 12, 2022"
82,4.0,Pays the bills but you start out at night,The pay is above $20 an hour and they offer insurance on day one. They pay weekly.,You can only work at night initially. It's hard work for the pay and breaks are pretty limited.,Warehouse Associate,Former Employee,"Denver, CO","Sep 26, 2022"
83,3.0,Great place to work,Friendly management and great learning experience. A lot of responsibility very quickly,Extremely poor work-life balance. Might end up having to work weekends and nights,Area Manager Intern,Current Employee,"Avenel, NJ","Oct 13, 2022"
84,4.0,Working at Amazon,Opportunities to learn and grow Managers and senior members are accessible and helpful,"Joined couple of months back , have not experienced anything negative yet",Anonymous Employee,Current Employee,,"Oct 13, 2022"
85,3.0,not bad for what it is. An Income,Benefits from day one. very liberal PTO,The store that I work at is very unorganized. hoping they get it together.,Anonymous Employee,Current Employe,,"Oct 13, 2022"
86,5.0,Campus Sourcing Recruiter,Amazing work life balance and relationship with manager,not applicable to me at all,Campus Sourcing Recruiter,Current Employee,,"Oct 13, 2022"
87,1.0,Area Manager,Ability to manage and develop a team.,"Workload, no flexibility with schedule preference, pay, little no availability for internal promotion.",Area Manager,Current Employe,,"Nov 21, 2022"
88,3.0,Do take a tier 3 role if you want to stress,Advancement in learning skills and working with everyone,Easily laid off the higher you move up,Learning Trainer,Former Employe,,"Oct 15, 2022"
89,1.0,You like mental breakdowns?,Benefits automatically and cool people,If you take a sick leave and the doctors and therapists ask u to go remote for Amazon 9 out of 10 you lost your job,Package Handler,Former Employee,,"Nov 2, 2022"
90,3.0,Amazon,Decent pay and good management,No advancements and strenuous activities,AFM,Current Employe,,"Oct 31, 2022"
91,2.0,Depressing,The pay was good at Amazon and I was able to play music aloud.,The environment was draining but if you could come across people you like you can make the best of it. It will drain you mentally and physically until accustomed.,Stocker,Former Employe,,"Sep 28, 2022"
92,4.0,Amazon Games,Amazon Games operates more like a Game company than an Amazon company.,Still have some of the Amazon bureaucracy.,Senior Manager,Current Employe,,"Oct 20, 2022"
93,5.0,Unexpected work life harmony balance!,"Prior to going into Amazon, I had not anticipated to be able to balance my work and personal life as well as I am currently. I also love the morale and energy within my org and the fact that it isn't difficult to be recognized for the work you've contributed/accomplished.",High level of ownership and self-learning (plus a little invent and simplify) is expected of everyone therefore if that's not a strong suit it may be difficult to ramp up. Turnover rate is pretty high therefore constant re-training new hires/new teammates is a part of daily tasks.,Anonymous Employee,Current Employee,"Seattle, WA","Jul 18, 2022"
94,2.0,Terrible,Name on resume Pay Benefits,Terrible work life balance. You will find yourself working 7am-8/9pm and it's supported by the culture.,Recruiter,Current Employee,,"Oct 21, 2022"
95,5.0,Good job,Great work life balance and love working from home.,The compensation is very low for the area.,Program Manager,Current Employee,"Los Angeles, CA","Oct 21, 2022"
96,4.0,Good part-time job,The job was very easy and the people were nice.,It could be incredibly boring at times.,Grocery Associate,Former Employee,"Encino, CA","Oct 21, 2022"
97,5.0,Great Opportunities,Great entry level job to move up,"Pay, breaks are short, no stocks for tier 1 associates",Customer Return,Current Employee,Jurupa Valley,"Oct 21, 2022"
98,2.0,Would not recommend,Sign on bonus Remote work,No work life balance Few PTO days,Compliance Specialist,Former Employee,"Seattle, WA","Oct 28, 2022"
99,3.0,Good,Pay was good And good peopl,No overtime Fast pace Lots of work,Warehouse Worker,Current Employe,,"Oct 28, 2022"
100,5.0,The #1 place if you want to challenge yourself and soar to new heights.,"Unparalleled opportunities to learn cutting edge technologies, great support and guidance from peers and anyone you could reach out(yes, Slack is your best friend!), and most importantly if you follow the amazon leadership principles, this is the #1 place challenge yourself and soar to new heights!","Expect you need to drink from the firehose (yes!) - a lot of trainings to be completed in the first 90 days, and if you are not planning well it can be real nightmare, so mindful how you plan your schedule, and if you don't want to challenge yourself and learn new things at internet speed, this is not the place you want to be.",Senior Partner Solutions Architect,Current Employee,"San Francisco, CA","Apr 22, 2022"
101,5.0,Best career decision I've ever made...,"-The people are extremely helpful and genuine.
-There are resources upon resources. 
-You are encouraged to grow and lead.
-Great benefits across the board.
-AMAZING ONBOARDING!","-Expect imposter syndrome. The company is different and you are now a part of a world-class organization. You may feel like ""WOW they picked me"" and guess what they DID! Because YOU are amazing!
-Get ready to read (about as much as you did in school)! It's not a bad thing but be ready to learn about their company, their why and why they do what they do.",Sales Leader,Current Employee,"Dallas, TX","Jun 27, 2022"
102,5.0,An exciting and inspring professional environment,"Based on my experience, Amazon Leadership and Team Members embrace and apply the 16 Amazon Leadership Principles in each dimension of what we do. The firm is truly Customer Obsessed (including internal customers, external stakeholders, and third-parties). This leads to an environment where I start each day thinking about how I can raise the bar.",None identified since joining the company.,Principal Program Manager Security,Current Employee,,"Jul 14, 2022"
103,5.0,Great environment,Collaborative and amazing team I have been working with.,Too much work to be handled,Software Development Engineer (SDE),Current Employe,"Seattle, WA","Sep 30, 2022"
104,5.0,Great experience,Great experience for people out of college,Long days for the 4 days you work,Area Manager,Current Employe,"Hartford, CT","Sep 30, 2022"
105,5.0,What an Opportunity!,"Friendly and welcoming team and leadership.
Onboarding process is the best I have experienced in over 30 years.
Career advancement opportunities are unlimited.
Amazon provides everything needed to be successful, too much to list.
The training provided is directly related to the kinds of work one is hired to perform.
Amazon lives the ""One Team"" mindset, everyone chips in to help regardless of task.","Unique in some of their ""ways"" that are not practiced elsewhere.
They have their own language (Call-Outs) and practices that would create a hostile working environment elsewhere.
In some cases, the employees seem to feel they run the show and have the last say. Leadership hands are tied to some degree.",Site WHS Manager,Current Employee,,"Feb 24, 2022"
106,4.0,Better Empoyer than reviews online,"Awesome Benefits
Peculiar Culture
High Growth Opportunities
Cooperative team members","High Intensity Job
Too many people to work with
May feel siloed",Data Moderation,Current Employee,,"Sep 10, 2022"
107,5.0,Deliver driver,"Very open for more hours and days to work.
By yourself majority of the route
U have to make it fun for yourself.
Good pay","Long days
Hot vans
Must be ready to be on your feet allday",Delivery Driver,Current Employe,,"Sep 10, 2022"
108,5.0,Fresh Grocery associate,"Easy and brainless work
Decent hours",Can get very boring working center store,Fresh Associate,Current Employee,,"Oct 2, 2022"
109,5.0,Love The Culture Love The People Love Amazon,"The Amazon Leadership principles were not only part of the interview process, they are lived in my role, with the people I work with, and my manager.",For me the Ramp has been harder than I expected.,Senior Customer Success Manager,Current Employee,,"Aug 20, 2022"
110,3.0,Good Work and Pay,Welcoming environment with meaningful work and pay.,Overwork employees at times during peak hours.,Warehouse Fullfilment Associate,Former Employee,"Northborough, MA","Oct 24, 2022"
111,3.0,working here is okay,flexibility is great some. good benefits,be prepared to work like a horse here,In Store Shopper,Current Employe,,"Oct 24, 2022"
112,4.0,Great for the money,Paid time off Vacay Unpaid time,Long shifts and horrible management,Warehouse Associate,Former Employee,"Fresno, CA","Oct 24, 2022"
113,5.0,Great,It is a great company to work for.,There are a lot of people.,Human Resources,Current Employe,,"Oct 25, 2022"
114,2.0,No guardrails for managers,Good Roles within varied teams,"Stressful and toxic, No work life balance",Product Manager,Current Employe,,"Oct 25, 2022"
115,5.0,A Great Place to Work at for a Self Starter,Amazon is a great place to work for a self starter. There is a lot of opportunities to work on many different technologies. It is day 1 everyday. Employees are encouraged to innovate and use the opportunities/challenges in different light in order to come up with a better solution.,"Must be self starter, must have can do attitude, and quick learner.",Technical Program Manager,Current Employee,"Herndon, VA","Aug 25, 2022"
116,2.0,Not great,Benefits are okay but really expensive. Some staff is great if you're working at the right location.,HR really needs to pay attention to their workers. There are a lot of people that are getting hurt and not saying anything because the process that the supposed “health center” does is so wrong that ER doctors cringe.,Overnight Stocker,Former Employee,"Mesa, AZ","Sep 1, 2022"
117,5.0,"Well-defined culture, top tier opportunities","- Customer focus
- Unifying culture 
- Select opportunities to work on cutting edge tech/product","- Experiences vary greatly by team, some are very poorly managed/led and career dead ends
- Big and only getting bigger, making it easier to get lost in the shuffle
- Generally poor work life balance",Senior Product Manager,Former Employee,"Seattle, WA","Sep 1, 2022"
118,4.0,Repetitive,"Easy Job, raise every few months, can walk out if you have Paid time off, Paid time, or can request vacation.","repetitive, same motion, standing on one area for 10 hours, boring",Picker/Packer,Current Employee,"San Marcos, TX","Sep 30, 2022"
119,4.0,"Not bad, a lot of politics",4 day work week is nice.,"Long hours, hit goals without the tools to do so.",Area Manager,Current Employee,"Columbus, OH","Oct 1, 2022"
120,5.0,Amazon is great,Great place with bonuses but you’re on ur feet non stop,No cons  for working at Amazon just hard labor,Amazon Associate Tier I,Current Employe,,"Sep 22, 2022"
121,5.0,Customer fulfillment,The Benifits they have everything you can think of,Th e long hours 3 12 s back to back is hard,Customer Fulfillment Associate,Current Employee,"Saint Louis, MO","Sep 22, 2022"
122,4.0,Good pay hard work,"Good pay
flexible schedule
easy to take time off","hard labor
flex up's extend shifts normally by an hour
management is a hit or miss",Associate,Current Employee,"San Bernardino, CA","Sep 22, 2022"
123,1.0,Hard work physically and emotionally,Great benefits at the start of employment. Up to 95% tuition reimbursement for one year of service for an associate's degree. There's always work. Great opportunities for advancement. Free water. Will always get your steps in.,Really makes you question the life decisions you made that would cause you to have to make the decision to work there. The tuition reimbursement is for a Associate's degree. The work will grind your soul down to a paste. Opportunities for advancement are based on whether your have an MBA or not. The steps are about 40k for most jobs. Boring work. Tedious work that causes your brain to sleep and you miss the little details and you make mistakes and your manager writes you up. Learn how to poop and pee fast because if you get stage fright you could lose your job. Don't take longer than 6 minutes to use the bathroom. Also find a way to be a camel because when you work a 12 hour shift and you walk 50000 steps a day you need to stay hydrated but drinking the 100 oz of recommended water will obviously make you pee a lot and often. No parking spaces in the parking lot most times. Get to work an hour earlier than your shift start.,Tote Runner,Former Employee,"Lexington-Fayette, KY","Apr 9, 2022"
124,2.0,Okay,Decent job if your site is not busy,Your site will most likely be busy,Transportation Area Manager,Current Employe,,"Dec 1, 2022"
125,4.0,Cool,Good job if you need one,Bad pay simple work tho,Package Handler,Former Employee,"Chicago, IL","Oct 6, 2022"
126,4.0,Manager,It was good place to work,It was better than expected,Manager,Former Employe,"Los Angeles, CA","Oct 6, 2022"
127,5.0,Packer,Good pay good insurance benefits,Long hours and short breaks,Warehouse Packer,Current Employe,,"Oct 6, 2022"
128,5.0,Good,Good atmosphere amazing employees !,They might over work you,Anonymous Employee,Current Employe,,"Oct 7, 2022"
129,5.0,Great,Great place to work at,No cons a great company,Amazon Associate Tier I,Current Employe,,"Oct 7, 2022"
130,4.0,Amazon,Good base pay and benefits,Onboarding process for returning employees,Working Student,Current Employe,,"Oct 7, 2022"
131,4.0,Idk,It’s okay pay and bonuses,Promotions are earned by favoritism,Associate,Current Employe,,"Oct 7, 2022"
132,5.0,New Hire Review,The pay for developers is good. There are a lot of materials to help you onboard. The offices are nice.,High expectations. Return to office is a bit chaotic.,Software Developer,Current Employee,,"Sep 13, 2022"
133,3.0,Everyday is the first day.,Easy Job and very straight forward. Decent pay for work. Good benefits.,Management Work load if your a decent worker Bad hours Gets repetitive after a while.,Warehouse Associate,Current Employee,"Sarasota, FL","Nov 10, 2022"
