,Rating,Title,Pro,Con,Job Title,Status,Region,Date
10,4.0,"Great place to learn, churn n burn culture in finance","- super smart people, the best of the best from schools
- if you get hired here, you will be hirable anywhere, recruiting process is tough
- the pay is above average, probably 1.5 times elsewhere (but the expected results are 150% of elsewhere too)
- lots of opportunities to work on new, innovative projects
- cool SLU campus, lots of options for food and drinks after work","- frugality is taken to the extreme, only 2 weeks vacation, parking takes a year or more to get, zero perks (not even free Prime), no fitness allowance, poor 401k
- your peers will stab you in the back, your manager will blame you for their errors, you can't trust anyone
- people who throw others under the bus and take credit for other people's work get promoted
- expectations 60 -70 hours a week, some teams expect Sunday to be an ""in the office day"", headcount never gets filled, teams are always short a few people but the work keeps piling on.",Finance Manager,Current Employee,"Seattle, WA","Mar 29, 2017"
11,4.0,Warehouse associate,Tough Work but good pay,"management improve Amazon's overall rating: Address employee concerns: Actively listening to and addressing employee concerns is crucial for improving morale and reducing turnover. Consider creating channels for employees to provide feedback and addressing their concerns promptly. Invest in employee training and development: Investing in employee training and development can help improve job satisfaction and retention rates. Providing opportunities for employees to acquire new skills and advance their careers can also help attract and retain top talent. Improve workplace safety: While Amazon has implemented various safety protocols, continuing to prioritize safety and implementing additional measures to prevent accidents and injuries can help improve employee morale and reduce turnover. Foster a positive company culture: Creating a positive company culture can improve employee morale and engagement, leading to better performance and lower turnover rates. This could involve encouraging teamwork, recognizing and rewarding employee achievements, and promoting a healthy work-life balance. Offer competitive compensation and benefits: Offering competitive compensation and benefits packages can help attract and retain top talent, while also improving employee morale and job satisfaction. Emphasize ethical business practices: Ethical business practices, such as treating employees and customers with respect, can help build trust and loyalty with both employees and customers. This can lead to improved overall company ratings and customer satisfaction. Embrace innovation and sustainability: Embracing innovation and sustainability can help improve the company's reputation and attract environmentally-conscious customers and employees. Consider implementing sustainable practices and technologies, such as renewable energy and waste reduction initiatives. By addressing these areas, Amazon senior management can improve the company's overall rating and position the company as an employer of choice in the highly competitive job market.",Warehouse Associate,Former Employee,"Saint Charles, IL","Mar 16, 2023"
12,4.0,Pretty Good Workplace,"-You can use Personal Time anytime as long as you have enough hours -Vacation and Unpaid Time are included -Super easy to put in the time off -Super easy job depending on what type of facility you are stationed at. -As long as you log your hours and finish your PMs, you've got lots of free-time to work on the computer -There's a program to get a free Bachelor's degree or Associate's degree","-If your management isn't that good, your experience might not be as nice -Operations tends to watch your every move when conveyance is down and will constantly ask when everything will be back online -Joining during a start up might be difficult if you work with a group of people who are new to Amazon conveyance -There's lots of protocols and hoops you need to jump through to get some things done",Maintenance Technician,Current Employe,,"Mar 20, 2023"
13,5.0,Good company,"Real-world impact: As an Applied Scientist, you'll be working on solving real-world problems and developing solutions that have practical applications, which can be rewarding and fulfilling. Interdisciplinary work: Applied Scientists often work across different fields, such as engineering, computer science, biology, or chemistry, allowing you to learn new skills and broaden your knowledge. Varied tasks: Applied Scientists may have diverse tasks, ranging from designing and conducting experiments to analyzing data, writing code, or presenting research findings, which can keep the work interesting and challenging. Collaboration: Applied Scientists often collaborate with other scientists, engineers, product managers, or stakeholders in the industry, which can foster teamwork and communication skills. Career growth: Applied Scientists are in high demand in many industries, and the job outlook for this field is promising, providing opportunities for career growth and advancement.","Pressure to deliver results: Applied Scientists are often tasked with delivering results under tight deadlines and high expectations, which can be stressful and demanding. Ambiguity: Applied Scientists may encounter ambiguity in the problem definition or data interpretation, requiring them to make assumptions and trade-offs that can affect the results. Technical skills required: Applied Scientists need to have a strong foundation in technical skills, such as statistics, programming, or experimental design, which may require significant time and effort to acquire. Limited creativity: Applied Scientists may face constraints in the problem-solving process, such as budget or time limitations, which may limit their creativity and innovative ideas. Competitive market: Applied Scientists are in high demand, but the competition for jobs in this field can be intense, requiring a high level of qualifications and experience.",Applied Scientist,Current Employe,"New York, NY","Mar 6, 2023"
14,1.0,Death by a thousand paper cuts,Amazon offers competitive salaries to employees.,"Amazon has a well-deserved reputation for terrible work-life balance and poor career prospects for software engineers. While the prevailing understanding of 2022-2023 layoffs blames over-hiring, engineers during this time were still working incredibly demanding shifts, often 50-60 hours per week, suggesting the problem of overburdened engineers is likely caused by something other than not having enough talent or labor. While leaders enjoy and promote the culture of “ownership,” that very culture coupled with expectations of high turnover and meager documentation means that actual development is usually hindered by years of inscrutable tech debt for any given product along with key gaps in institutional knowledge left by former employees. Management exacerbates this problem by encouraging talent to flee the company through opaque performance review cycles with turnover quotas.",Software Development Engineer (SDE),Former Employee,,"Mar 24, 2023"
15,4.0,The most challenged I've been in my career,"Ability to work on amazing projects, flexibility, immense trust from my manager, cool colleagues, amazing workspace, opportunity for growth in skills and fun culture.","Hard to understand upper level goals and how I make an impact, personal biases with upper management which can cause people to lose faith in staying with the company. If you aren't with the ""right"" crowd you might not get any opportunities. The pay rate when getting a promotion is extremely small. It seems that the only way to get a pay bump is through boomerang. And there are plenty of us that do not want to leave but its the only way to move up or get more money.",LXD,Current Employee,"Arlington, VA","Mar 24, 2023"
16,1.0,What are you doing Andy?,"- Good managers, not great CEO - I can work autonomously - Health Benefits - Commuter Benefits - Work life balance - Clear promotion paths - Lots of free training programs to learn on own time - You don't have to stick to one career, you can transition out with the right skill set. - Great vacation time, perks. - Working with great intelligent folks - No dresscode",- Mandatory 3 days in the office (we didn't have this before) #remote-advocacy -People don't trust the current CEO with his decision making. Poor decisions on Layoffs. They have not been thoughtful regarding this. It is definitely not the greatest employer. There are many factors why people WFH. -Pay isn't as competitive compared to other tech giants. Amazon falls behind on this. -Company can be pretty stingy - You are pitted against a bell curve for performance and if you are at the bottom you may be asked to be in a development program and worse...a pip.,Executive Assistant,Current Employee,"San Francisco, CA","Mar 20, 2023"
17,2.0,The company is forcing employees out with the new RTO policy,"Creative (dwindling), opportunities to career switch and try a different industry inside the same company, learning opportunities","I was hired for a Seattle-based role and they told me it would be remote, but now the CEO decided (against what internal surveys showed) that we are needed back to the office 3 days a week, mandatory (speculations of whether they check badging data). My team is all in different time zones, but I have to waste two hours of my time and money on the commute to Seattle. It also seems like they cannot reallocate me to an office closer to my home. All of this shows that the company doesn’t care about their employees and the claims they make about becoming the Earth’s best employer and carbon neutral",Senior Product Manager,Current Employee,,"Mar 25, 2023"
18,3.0,"DO NOT talk to the managers because once they like you, you will be their slave!","There are a handful amount of employees who are very respectful, however they might stare at you and make you feel uncomfortable sometimes. But those that do generally mind their business and only ask for help if they absolutely need it, unlike the managers or process assistants who like to micromanage or outsource whenever they feel like they are too overwhelmed.","If you are a good genuine person, try to not talk to the managers because they will try to get to know you and use you as your slave especially if you do your job very good. The other people who live in the area who are usually new will try to be social and get to know you only to talk about you behind their back, do not talk too much. These employees lives are miserable and it makes sense because everyone works the graveyard shifts 1:20 am-11:50 am 4 days a week, there will not be any kind of fun in your life because when you are working the rest of the world is sleep and you are going to get the bottom half of the stick with everything(pay, pto, bonuses etc.). Amazon sucks! I seen managers leave and never come back because the environment is so draining and the pay is never enough for the amount of work you do. Silence is your best friend at this job. Which sucks because who tf wants to go to work for 10 hours and sweat in silence.",Sales Associate,Former Employee,"Champaign, IL","Mar 15, 2023"
19,3.0,Fun internship but lack of direction,"My team was amazing, extremely friendly, diverse, and professional. It had a huge number of differing opinions yet everyone respected each other. The job was challenging but provided me with a great opportunity to learn a variety of different things.","I felt that the intern program, especially for IT was very uncoordinated. The intern's program is created and managed by an offsite team that doesn't do a fantastic job explaining why the IT interns are there or what they should do. When I arrived, management was extremely confused about my level of expertise in IT and they weren't sure what the internship's end goal was. Also, the IT interns are placed in a class with other management interns which means a significant portion of their time is spent learning things that aren't necessarily relevant to them (how to pick, pack, etc.). Also, depending on the size of your site and the quality of your team you might have a significantly different experience. I knew some interns that were assigned to sites that only had one other engineer. Also, inter-departmental communication is a huge issue with all departments I interacted with at Amazon.",IT Support Engineer Intern,Former Employee,,"Mar 16, 2023"
20,1.0,Just a number,"Overpaid, flexible, voluntary time off and unpaid time up to 80 hrs and its HARD to get fired. Theft of time or product is the easy way.","You are just another person to them regardless of how hard you work, time you put in, voluntary extra time you take to help them, how green your calendar is, how much training you've done (permissions on scanner), how safe you keep it etc. If someone has been there a day longer and is one of the just show up people they will keep them over you. Amazon has a anyone amd everyone policy which is great but where is the keep anyone and everyone? Obvious racism and prejudice in the building. They deny it though. And obvious favoritism. Ifa manager thinks you are cute you will have it easy and vice versa. Its not a good place for job security. Start up job at most. Lazy stays lazy amd is allowed to stay lazy. Pay is the same for everyone no matter what your skill if on the same tier. No wondet turn around is so high. This is what ive observed in under a year.",FC Associate Tier I,Current Employee,,"Mar 14, 2023"
21,4.0,Decent job,"You can get immediate benefits and start accruing hours for time off right away. Everything is consistent and predictable so you know what to expect every day. The work is much easier in real life than what everyone complains about on TV and YouTube. The main break/lunch room is actually impressive and great to have, food and snack wise. The shifts are four - ten hour days. MTTF 7-5:30 was pretty sweet.","It is absolutely repetitive and can be mind numbingly boring. Although there are many other employees working there, socializing is difficult and only a little bit possible during your short and busy lunch and breaks.",Order Filler,Former Employe,"Tulsa, OK","Mar 25, 2023"
22,4.0,Great pay and benefits,"The pay is great, and every six months you get a raise. Even if they are small, it still is better than no raise at all. You can access benefits from day one, and they are VERY good benefits. The same kind of benefits you would see for military or government employees. You can also get access for funded schooling, up to $5,250 per academic year. I paid $176 for 4 classes. Amazon is a great steppingstone to further your education and career. Lastly, there is no interview process for working at Amazon. Lowkey you submit an application and get the job lol. You just have to take a drug test.","It is horrendously boring. Do not expect to have fun doing your job, but it is worth it in the end because you make great money. Be wary of cross training because once you do, they will force you to do it when they need help in that area. If you like what you were hired on for, I would stick with that. It is also very hard to get promoted from within. For some reason Amazon likes to hire managers that have never worked at Amazon and don't know how to do things they are supposed to be trained for.",Warehouse Fullfilment Associate,Former Employe,,"Feb 10, 2023"
23,4.0,Resume Builder,"Managers are great and will help you develop and grow professionally. Ability to acquire leadership skills including, but not limited to, people management, task management, prioritizing tasks, analyzing data to make decisions, problem solving with equipment and with associates, and identifying work hazards and changes in path processes. Variety of shift types for hourly workers; Great health care benefits, tuition assistance, and tons of other perks and programs to help their employees.","Shifts are 10-12 hours and it is a very physical job. People with feet or leg injuries or who have chronic pain may struggle. It is a result-driven business, so staying on task and moving for the entire shift is monitored closely with very little downtime.",Process Associate,Current Employe,,"Mar 23, 2023"
24,4.0,Flexibility,"The time flexibility is the best part. Personal time, VTO, and UPT policies are awesome. They are the #1 reason I like my job by far. Also it’s good exercise.","Package scan-count metrics destroys peoples caring about the job. They don’t do the hard or important things and just try to get scan counts. They leave big packages on the belt, they don’t take time to stack packages properly or wrap pallets and it creates a lot of extra work, and damages packages. I once got in trouble during peak for helping another slide catch up (above and beyond teamwork) because someone noticed my scan count went down. When people were drowning in packages. And it’s something that we should do. The metrics are not valid. That gets to you after a while even with the awesome flex-time. It’s like they expect bad workers, and if you are not, it’s set up to make you not care and not think and not be a team. So that part is bad. No health insurance, people dropping pallets damages hearing.",Warehouse Associate,Current Employe,,"Mar 10, 2023"
25,5.0,Everyone is very nice. Amazon Web Service Team is best out of all. Good work culture. One of the highly paying job.,"vibrant, fast paced culture
- smart, fun, aggressive colleagues
- management is focused on latest tech trends and staying or becoming a leader for many of them
- by and large, customers and partners are very positive about the technology
- good benefits and perqs","Worse still is the politics. When you hire a bunch of smart, aggressive people, and put them in an environment of outsized expectations, throw in a bunch of re-orgs and changing management, and sprinkle with uncertainty and constantly changing priorities, you inevitably get people back stabbing each other and throwing others under the bus to appear smarter and more worthy of promotion.",,Current Employe,,"Apr 6, 2015"
26,3.0,Would've given it a two but I actually did enjoy my job,You honestly can't beat there pros They provide tuition after 90 Days PTO and VTO can be acquired after your first week. There dress codes is to dress comfortably. They have an easy to use A to Z app which is great. It still has issues and one is a major con from my experience.,"Cons For one you must stay working at all times and minimize bathroom trips. Best way to maintain your production and achieve the fastest time is by waiting till break and never stop stowing The biggest Con for me was during my time of employment I was dealing with depression and mental health problems due to losing one of the greatest friends/mentor, my sister who left behind a beautiful daughter. Sense this was the most traumatic thing that's could possibly happen I took a medical leave for a mental health program at Bradford. Well after completing the course I uploaded my documents to return to work. And the ERC Kept requesting more info and my doctor wouldn't allow it says that's all the information they need so after 4 months of being off the schedule I finally got erc to accept it but then my a to z app never put me back on the schedule. Which obviously has nothing to do with me but they insisted that I missed over 30 days of work and said I must either resign or get fired",Material Handler,Current Employee,"Mount Juliet, TN","Feb 23, 2023"
27,4.0,Working for Amazon,"Great benefits and opportunities. If you are a recent high school graduate, Amazon will pay for your education 100% with a large and diverse selection to choose from (certifications, Associates & bachelors) in any field you may think of. If you are a recent College graduate (bachelors +) you may apply for a Manager position through a specific program that prepares you for success! Additionally the Company is very involved with providing resources for minority groups. Good pay, no interview required for entry level positions. However if working in a warehouse is hard fisical labor. Make sure you are prepared for it!","Hard fisical labor, make sure you are in shape if you plan to work in a warehouse position.",,Current Employee,"Tampa, FL","Mar 20, 2023"
28,2.0,If you’re not a psychic don’t work here,"Benefits , Remote work , Pay","The company has no structure for training or assisting new hires in succeeding. They put you through a grueling interview process which they use to determine your ability to figure things out from day one with no help. Your first month you will watch tons of videos about that company, videos that are irrelevant to your role. Yet, you won’t get and real knowledge about the role you are assigned. Lots of wasted money and time if you ask me. I don’t need to know what Jeff Bezos favorite food is, I need to know how to do my job. As a very intelligent person this role made me feel stupid!",Litigation Paralegal,Former Employee,"Los Angeles, CA","Mar 19, 2023"
29,5.0,Easy/ but repetative,"Easy work, but repetitive movements, you get breaks every 3 hrs. Your need to get used to the repetitive movements and stretch often, otherwise you will get muscle fatigued. you can move up easily with the company if you show initiative.","They managers are mostly young and honestly not welled trained but they try. Lots of write up ( which I am not used too, I always been a high performer, which I am here aswell, however, one mishaps, and you can easily get written up and walked out the door. Safety is first and foremost here.",Amazon Associate Tier I,Current Employe,,"Jan 15, 2023"
30,3.0,"Great company, but","I was lucky enough to have a great team, my manager is super supportive and helpful and I am able to apply my innovative and technical abilities to create new initiatives and deliverables. Steep learning curve and I was encouraged to try out a lot of new things","It looks like management does not provide enough care to the employee, such as the recent Return to Office policy mandates. Just 6 months ago the CEO publicly announced that no RTO will be enforced and RTO there is no one-size-fit-all approach. Then we went through a series of lay-offs, and suddenly the RTO policy. A lot of our colleagues moved and settled to places far from an Amazon location, and people may be forced to relocate or separate from their loved ones. Looks like VPs above are making fast decision about this but L10 and below have no idea how to enforce it, many details are yet to be released after weeks of disclosure of the RTO.",Business Intelligence Engineer,Current Employee,"New York, NY","Mar 20, 2023"
31,4.0,Great place to start but clearly not the place to stay,"- tons of smart people and knowledge to be shared with you - once you are in the flow of things, it's a relatively low stress easy to manage job most days - great internal tooling - fully remote and very clear lines in work-life balance (assuming Jassy doesn't take this away) - (maybe team/domain specific) very transparent leadership communication and operational goals - career growth has pretty tangible and transparent requirements to get to the next promotion, but only within the org and short term","- metrics are the only real way you are measured for performance despite not being always accurate representations of how much work you're doing, and this is by far my biggest gripe with this role. Ex. you could spend days on a case or resolve a case, but because the customer reopens a chat, and then you lose all credit for the time and effort you put in. - The pay is ok but obviously uncompetitive compared to other tech roles in AWS. This leads to everyone looking for other opportunities and a general loss of knowledge/skill as a team due to attrition",Cloud Support Associate,Current Employee,,"Feb 27, 2023"
32,3.0,Was good until managers step in.....,Was a stable job and had some liberty to solve many problems with the maintenance and safety guys. Free snacks once and a while. No need to have to talk much to anybody during shift and could focus on what's best task priority for the good of the employees/company safety and performance. The big Pro at Amazon was that after having a work sprint from a few minutes to hours depending the situation I was able to have a few minutes to recover. Simple thing make a huge difference in working conditions....unlike other Amazon workers working non-stop.,The communication between managers and our team was 3 to 5 days delayed and lead to aggravation and big foot decision interfering with our work even if safety could be at risk. That tells a lot about the station manager and his lieutenant background about their competences to manage their team and truck drivers safely and fairly. Doing a speech at the begining of a shift but taking wrong decision to terminate an employee don't make a manager competent or help the company at all !,Janitorial,Former Employee,"Sarasota, FL","Mar 7, 2023"
33,4.0,"It paid the bills, and the people were nice","It paid the bills, and the people were nice. Good benefits. Stock purchase option.","It can be hard to feel valued if you're not on a management track. It's not uncommon to get a ""metrics"" based termination once you've been there for a couple years. We got a bonus the first year. A smaller bonus the next. Nothing last year. New hires are making the same as people are making who've been there the last couple years who've hit every possible merit raise.",Warehouse Associate,Former Employee,"Gardner, KS","Mar 23, 2023"
34,4.0,Just Be FIT!,"Excellent Training! Awesome Environment! Highly Competitive Pay! Daily and Weekly Pay are Available! Tons of Self-Help Tools in Employee Portal! Good Hours! I was an Amazon Distribution Center Warehouse Associate who worked in Fulfillment where we scanned, sorted, lifted, and bagged orders to be picked up by trucks!","Some packages are WAY too heavy to lift! It is not always easy that you will find someone to help you lift heavy items! Also, the performance metrics per second/hour is a bit unreal or superhuman! Sometimes it is VERY hard to get help at all, the labor you put out is FiERCE and VERY Intense! It is easy to get injuries, labor-induced tendonitis, and back pain! I WOULD NOT recommend LONG TERM although I LOVED my Job!",Amazon- Warehouse Associate,Former Employee,"Maple Grove, MN","Mar 20, 2023"
