Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
5.0,Good,Great place to work at there were so many great people to work with as well and the management was really great. The training was a bit rough but overall I really liked it.,,,Quality Technician,Former Employee,"Cedar Creek, TX","February 1, 2023"
2.0,If you just need a job,Great hours compressed shifts (12 hours) if you work the days you will be fine you will have some support and not have to do much. If you work nights you will not have support or get promoted like day shift. The good people that come and get trained see that they can get paid better elsewhere and usually leave.,,,Operator,Former Employee,"Austin, TX","January 10, 2023"
5.0,Good company,If you need a place to work and are good with repetitive work this a good job company is working on way to fix training problem over all if you have thick skin and can show up to work on this is good job.,,,Wafer Fab Operator,Former Employee,"Austin, TX","January 7, 2023"
5.0,A lot of benefits,"Intern also can get similar benefits with employees like medical and parking.
Very good management, know how to solve issues quickly.
Talented operators and technicians, very well conducted trainings.",,,Intern,Former Employee,Melaka,"December 30, 2022"
5.0,Good for improvement,It is a good company for work...lot of medical benefit...easy to parking motor or car...good enviroment working place...and this company a very strong company,,,Senior Technician,Current Employee,Melaka,"December 19, 2022"
3.0,Easy work depends on dprt but management fail.,"Workplace good
Company benefits
Bonus always low even though company make good money
Short break
Biased internal Superior
No respect for ground floor employee",,,Technician,Current Employee,Singapore,"December 18, 2022"
4.0,Solid employer but not exciting,Infineon provides lots of job security. Management is rather conservative and does not implement rapid changes; quite slow to take decisions. Daily job in a technical role is quite relaxed but is not terribly exciting because it is rather narrow in scope.,,,Senior staff Engineer,Current Employee,Germany,"December 9, 2022"
3.0,Decent job stability and benefits,Working here is decent and the people are alright. The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,"March 11, 2022"
4.0,Good work environment,"Good work environment. A little bit too soft sometimes, but overall very good work life balance even if it depends on which department you are. Also good benefit",,,Project Manager,Current Employee,Villach,"December 6, 2022"
4.0,Good culture,"Overall good collaboration and company culture, depends on which department you are in and your superior. Some managers can have toxic working style but still stay on.
Benefits is improved every year which is good.
However working hours is longer start from 8am to 5.30pm.",,,Senior Manager,Current Employee,Singapore,"November 28, 2022"
2.0,Ok place to work except for the woke HR and mandates,"The Mesa facility was a nice place to work with a small company feel, but the Human Resource Manager and Plant General ruined the facility so I quit to work for a much better company. The mask and vaccination requirements further make this company unacceptable to me.",,,Equipment Engineer,Former Employee,"Mesa, AZ","November 28, 2022"
3.0,Job stability but can be hectic,"The people are great. Truly a global culture. They take care of their employees and provide job stability.

The Americas arm could improve by modernizing their tool and processes. Pretty outdated for a global tech company.",,,Anonymous,Former Employee,United States,"November 22, 2022"
5.0,Working at fab production 99 % clean environment,It’s a nice place to work with but the company decided to closed and move to different states.and I decided to stay here in San Diego with my family’s.,,,Senior Machine Operator,Former Employee,"Temecula, CA","November 22, 2022"
4.0,Solid and Multinational,"Good team, very skilled engineers. Sometimes work can get stressful, deadlines can be unreasonable, but managers are open to discussion and support.
A good policy for diversity and inclusion.",,,Test Engineer,Current Employee,"Italy, TX","November 9, 2022"
4.0,Productive and fun workplace,"My workplace are very clean, beautiful and comfortable. Always have meeting of the year about company review, have bonus for 2 month of the year. Environment of workplace very safety. For overtime paid very satisfied. If not healthy the company have provide a clinic inside workplace. Have give a continuous training every 2 years for make sure always certified only to work follw your position.",,,Technician,Current Employee,Melacca,"November 7, 2022"
5.0,Nice place to work,"There is work life balance. colleagues are friendly and ever willing to help and cooperate.
Great place to work. Good managers and opportunity for growth.",,,Engineer,Current Employee,"Singapur, PR","October 29, 2022"
2.0,Management and Engineers are a problem,Management was quite a joke when he/she does not know what to do nor how the tools we use work. Engineers just like to laze around and creating more problems for the operators. This is based on what I have observed working there for a long time and I would not work with this company again. They also play the favoritism game when hiring people.,,,Machine Operator/Production,Former Employee,"Temecula, CA","October 24, 2022"
5.0,Fantastic place to work,"Working here will keep you busy and moving. It's a shame this location is closing down soon. Management varies by shift, but overall have been very supportive",,,Wafer Fab Operator,Current Employee,"Temecula, CA","October 8, 2022"
3.0,"Good place, lousy management","Many managers have been there for ages without any development plan for themselves so they bring down an otherwise good culture.
Many growth for the site in upcoming years.",,,Quality Engineer,Current Employee,"Tijuana, Mexico","September 28, 2022"
4.0,Productive and fast pace,A good company for fresh graduates to start their career. Learn a lot from helpful colleagues and can widen job scope and experience. Good benefits for all employees,,,Electrical Testing Engineer,Former Employee,Melacca,"September 22, 2022"
4.0,Competitive but good working environmet,"Must be ready to face the competitive culture. But overall the work culture is okay and the colleagues are nice, they have regular department activities, snacks corner and birthday celebrations.",,,System Engineer,Former Employee,Singapore,"September 21, 2022"
5.0,Nice colleagues and bosses,Supportive bosses and friendly colleagues. Plenty of benefits. There is in house cafeteria and clinic. Plenty of trainings to upgrade yourself in every area.,,,Specialist,Former Employee,Melaka,"September 14, 2022"
5.0,Extraordinary company,"Incredible growth opportunities lie here, build a future and feel free to stay. You're more than welcome to stay with a vast and diverse team. Infineon technologies are nothing like any company I've worked for, and I won't be leaving anytime soon.",,,Wafer Fab Operator,Current Employee,"Austin, TX","September 9, 2022"
4.0,Good Management with Good salary,"Everything is good, the tasks is easy to do, the colleagues are all friendly and nice. Senior will guide and teach you if you are new hire. The salary and benefits are also very good and interesting. However, even though the working hours is flexible the staff tend to work extra time due to meet the KPI etc. less work life balance",,,Finance,Current Employee,Melaka City,"September 9, 2022"
5.0,A little bit stress but interesting,The job not really much but was difficult and expected to learn things on your own. Overall experience was good for development of new skills. Good benefit even for intern,,,Intern,Former Employee,Malaysia,"September 6, 2022"
3.0,focus only on Germany and less on other sites including US,"it's good if you are in Germany HQ. Otherwise, you will be treated as secondary and less important. Work life balance is good with decent pay. But almost no stocks for US.",,,Finance accounting,Current Employee,"San Francisco Bay Area, CA","August 25, 2022"
5.0,A Company That Cares,"I truly feel like Infineon cares about me, my development, my mental health and my family. My manager is a great role model and always willing to help me learn and grow.",,,HR Specialist,Current Employee,"San Jose, CA","August 24, 2022"
5.0,fun environment free parking,Depend on your boss in department.If fun will motivate you If not..you will still can adapt.annual bonuses.Annual dinner .yearly increment..Cold workplace.,,,Technician,Former Employee,Die bond,"August 24, 2022"
3.0,Decent job stability and benefits,Working here is decent and the people are alright. The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,"March 11, 2022"
4.0,Stable company,"Good work place environment and company culture. Management cares about employees. A bit process-oriented, sometimes too many meetings and internal conference calls",,,Application Engineer,Current Employee,"San Jose, CA","August 19, 2022"
5.0,"Great place to work, low increment","Very nice to work, slow-paced, you can work at your own pace, flexible and 40% work from home available for IT/supporting function. Good and supportive manager, however promotion quite hard to come by, due to all the 'dinosaur' in the company.",,,IT Engineer,Current Employee,Melaka,"August 17, 2022"
3.0,No experiences needed,"just an ok company to work for if you dont have experience. I worked in production line. Management said one thing and did another. The culture and the work are tedious. Depend on your personality, this company did not work for me",,,film department,Former Employee,"San Jose, CA","August 17, 2022"
4.0,Productive and organized,"As soon as you start you begin safety classes and working on tool sets you will be working on. There is required testing to work on the different machines. There not hard , as long as you pay attention it's pretty easy. They are safety and goal oriented. The shifts are long but the days off are worth it..",,,Production Floor Lead,Former Employee,"Temecula, CA","August 8, 2022"
4.0,Great company with low ball salaries,The company culture is great but the compensation isn't as great as other semiconductor companies. Also the work life balance is great at Infineon ...,,,Application Engineer,Current Employee,California,"July 31, 2022"
4.0,Good work life balance but career progression is very slow,"The company promotes good work life balance and a lot of alignment meetings needed before making any changes.

It offers free linkedin trainings so you can learn anything you are interested in.

On the other hand, the pace is quite slow, therefore career progression is also very slow as compared to competitors.

The salary is below industry average, so if you want fast career progress or high salary, better consider other companies.",,,Project Manager,Current Employee,Singapore,"July 7, 2022"
5.0,"Productive and Great workplace, work life balance is great","Management is not that supportive.
Workplace culture is awesome.
Self organized teams.
great learning at work everyday.
Internal processes and trainings are very good",,,Project Manager,Current Employee,"Bangalore, India","July 7, 2022"
5.0,Cool place to work,"One of the fine companies and best infrastructure to work for .
Good learning and responsible managers .
Great for beginners and experienced

Need to improve on perks and benefits .",,,Senior Staff Engineer,Current Employee,"Bangalore, Karnataka","June 17, 2022"
1.0,Employees are just a number.,"Most of the jobs are based on routine tasks.
It's not really challenging.

Still, the work environment is good and the company assures you have a good personal/worklife balance.",,,Analyst,Former Employee,Porto,"June 13, 2022"
3.0,probably good if you work at Campeon,Being in the Americas at Infineon puts you at a distinct disadvantage. You are bound by different rules and don't have the perks and benefits that they enjoy at HQ.,,,Process Engineer,Current Employee,"San Jose, CA","June 6, 2022"
4.0,Good opportunity,Upper management is great will support at high level. Middle management not so supportive. Lack experience to lead staff pretty much messengers of the company. Still good company.,,,Machine Operator,Current Employee,"Leominster, MA","June 6, 2022"
4.0,great place to worked .,great place to work here..this is my first company and really unbelievable i can stay here for 9 years. until now..i missed the working environment here.,,,Administration Assistant/Functional Assistant,Former Employee,Kulim,"May 14, 2022"
4.0,Stable work schedule and hours.,"Great first job. Hours are consistent and offers overtime when needs help moving products through the line. Benefits were great as well, however if you're not interested in semiconductor or willing to move up from an entry level operator position, the job becomes lackluster.",,,Clean Room Operator,Former Employee,"Temecula, CA","May 12, 2022"
5.0,They treat they people well. I really think they care about their employees.,Good company and recommended applying if an opportunity comes up. There are good benefits and good people. Management often gives all hands meetings to keep everyone informed. They are very open to advancing within the company.,,,Senior Specialist,Current Employee,"Temecula, CA","May 8, 2022"
4.0,Secure and work/life balance,I was able to grow within the company but after a while not being located at the headquarters it felt dificult to find new chalenges that really impacted the company,,,Specialist,Current Employee,Portugal,"May 2, 2022"
4.0,Good colleagues and management,"Good management
Reasonable pay and benefits
Comfortable place to work
Fun and exciting events and team parties
The best directors and managers you'll ever met
Leaving them only because for a career change",,,Assistant Technician,Former Employee,Cavite,"April 28, 2022"
4.0,Decent culture and pay; learning is encouraged,Decent culture with supportive colleagues. Benefits and compensation are good as company is doing well recently. Programmes in place to encourage employees to learn.,,,Planner,Current Employee,Singapore,"April 20, 2022"
5.0,productive and fun friendly and respecfully to others,"respicted others
focus on site
friendly and one team
cooperate to others slow to operate must be carefully no need to fast
working time must on time to time",,,Machine Operator,Former Employee,POEA - Malaysia,"March 27, 2022"
4.0,A nice place to work,Learned a lot of things here. Seniors are also willing to teach. But work life is not really balance as we need to complete reports even on weekend to rush cycle time.,,,FA engineer,Current Employee,Melaka,"March 19, 2022"
5.0,Productive and fun,Amazing work life balance. The schedule I had was 3 days working and every other week we worked 4 days. Not to mention everyone was very friendly and welcoming.,,,Wafer Fab Operator,Former Employee,"Temecula, CA","March 18, 2022"
3.0,Decent job stability and benefits,Working here is decent and the people are alright. The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,"March 11, 2022"
5.0,Great place to work,Very nice environment which maintain the green vibes and clean. Systematic management whicl allows workers to communicate easily. Fun activities to create good relationship and cooperation among workers.,,,Quality control and inspections,Former Employee,Malacca,"March 2, 2022"
5.0,Very nice depending on which position you work at.,"8,5 hour shift with two enforced breaks
morning, afternoon or night shift
management can be very nice or not depending on the team
depends on team
meeting nice people and learning many new thinks","pay is fair even for entry level jobs and if you are in shift work you do not work more than 8, 5 hours",could be stressfull to coordinate breaks in certain teams,Clean Room Operator,Former Employee,Austria,"March 2, 2022"
1.0,"very unprofessional work environment, supervisors choose favorites among operators which are more catered to.","unprofessional work environment , unethical work treatment, supervisors micromanage operators, they expect you to also sit down and do nothing instead of training you on new tools.",,,Wafer Fab Operator,Former Employee,"Temecula, CA","February 28, 2022"
4.0,Great place to gain knowledges and experiences,"1. Supportive team
2. Collaborative management
3. Great working culture
4. Good benefits provided to employees
5. Incentives and bonuses are well paid",,,Senior EHS Engineer,Current Employee,Kulim,"February 16, 2022"
3.0,Not a bad place to intern,"Internship here is okay, there are projects to do from time to time but depending on how fast you complete your work but you might run out of work fast.",,,Process Engineering Intern,Current Employee,"Leominster, MA","February 2, 2022"
4.0,nice,"It is a decent enough workplace. process oriented which can sometimes be an issue in fast decision making. Leaders in their domain, decent work life balance",,,Senior Staff Engineer,Current Employee,"Bangalore, Karnataka","January 24, 2022"
5.0,Great place to work,Good reviews. Enjoyed working there. People expected good work and attitude. Was treated with respect and valued your opinions. Wages were well compensated.,,,Technician V,Former Employee,"Temecula, CA","January 20, 2022"
4.0,Great place to work,"Great place to work. No complaints. Pleasure working with coworkers. Productive place to work. If you get the right people, it makes the days go by quick and easy.",,,Facilities Technician,Current Employee,"Temecula, CA","January 12, 2022"
1.0,Stubborn and people stays in one place over 25 years,99% people works in this site more than 25 years and most people used to the way since 25 years ago and insist the way they are doing without problem. Not open mind to learn what's going on outside and trying to get better and better because they think they are the best...,,,Materials Manager,Current Employee,"Austin, TX","December 14, 2021"
4.0,Fun workplace,"Vary career path: managerial, technical, specialist, and project management, but due to big organization, sometimes it takes too long to make decisions.
Management is transparent regarding KPI targets and results as well as the company's failures and successes every quarter, so that employees know the condition of the company.",,,Automation Manager,Former Employee,Singapore and Batam,"December 8, 2021"
5.0,Productive and Fun place,I learned a lot at the company. I was assigned small tasks since I was just an intern.Overall it was a great experience for a student like me to work in a big company like this one.,,,Test Engineer Intern,Former Employee,"Munich , Germany","December 5, 2021"
4.0,Productive and Fun,Was a nice experience overall. Supportive management and colleagues. Accessible location with many eateries around. Lots of training provided. Fair management.,,,Senior Systems Engineer,Current Employee,Central Singapore,"December 2, 2021"
5.0,Learning new things and happy to work at workplace,"Focus on the company and your individual experience while employed there
Provide reasons for why you liked or disliked working at the company
Ensure any facts you include in your review are true and accurate",,,Operator visual inspection,Former Employee,"Batu Berendam , Melaka","December 1, 2021"
2.0,Good temp job but no job security,"It's a great temp job but there is no job security. First shift supervisor is a hot mess. I was to train for two weeks on first shift before going to third shift, which I was hired for. That turned into two months. Then they fired half of the third shift and lied about the reason why.",,,Tester/finisher,Former Employee,"Leominster, MA","November 30, 2021"
4.0,Work life balanced,"People oriented company.
Good in promoting great place to work
A lot of training provided to the employee
Employee is very clear on his job scope
Provide career development for every employee",,,Equipment engineering,Current Employee,Melaka,"November 29, 2021"
5.0,"It's a nice place to work . For me ,there was no stress at all, working on my own phase, nice invironment and very nice people around me.","Excellent company I've ever work with. Good inviroment. ,good salary , good benefits, was working on my own phase, and meet beautiful nice people who are so very respectful and friendly.",,,Reliability operator,Former Employee,"Temecula, CA","November 17, 2021"
4.0,productive,"As a operation specialist i was been learned a lot of things specially in work place,respect other,communication and understand the situation.As a leader in one department area is a good experience,to motivate and teach other people in order to have a good result.",,,Operation specialist,Former Employee,Kedah,"November 12, 2021"
3.0,great place to work,"if i get a chance to work there for second time, i will try my best because i really enjoy to work there. In infineon we work in team work and the working area is very comfortable.",,,process engineer,Former Employee,Melacca,"November 7, 2021"
4.0,"Good workplace with great benefits, not very ambitious though",Team and workplace is good but job can be dull at times due to overly procedural and restrictive way of working. Still feels very Siemens like culture in that it is a bit of rigid work environment.,,,Project Manager,Current Employee,Munich,"October 22, 2021"
5.0,Fun and flexible working hours,"Flexible break time, u have to manage your time but tally with regulations, each employee helpful and hardwork. Here you can learn new things from everyone.",,,METROLOGY (MIG) TECHNICIAN (FGDP),Current Employee,Kulim,"October 15, 2021"
3.0,Decent job stability and benefits,Working here is decent and the people are alright. The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,"March 11, 2022"
5.0,"Good environment, typical large company","I feel comfortable to see Asian women in their posters. My boss and colleagues are nice, it’s a very international team. Most managers are German men.",,,Working Student,Former Employee,"Munich, ND","October 4, 2021"
3.0,"Customer Logistics Management (CLM) - Dublin, Ireland","High staff rotation and you end up with quite a big portfolio of customers to look after. Tasks are quite repetitive and you have absolutely no influence whatsoever to solve issues - you simply depend on management to take decisions, but you are the one having to face customers and having to listen to their rants 24/7.
For the last year it has been one escalation after the other, customers complaining about delivery delays, business has grown so much that the company should employ double the amount of the staff that they have at the moment.
Benefits are OK, but there is no flexibility and you end up doing overtime pretty much every day because the demand coming from customer is just too high and it's impossible to fulfill properly.
You are supposed to be some sort of supply chain specialist, but you simply work in a glorified call center.","Travel ticket, health insurance, pension scheme, central location in Dublin city","Very stressful environment, high turnover, repetitive tasks, no career opportunities",Customer Logistics Management (CLM),Former Employee,"Dublin, County Dublin","September 29, 2021"
5.0,It is fun and productive to work in Infineon,Working in Infineon where collaboration with various colleagues across different function and sites makes the work more challenging and fun. It builds more confidence and promote an open culture to everyone. Management are very supportive in achieving the goal of the team and enabling open communication.,,,"Senior Manager, Finance",Current Employee,Muntinlupa,"September 20, 2021"
4.0,Considerate company with both the bottom line and it’s people as top priorities,"I do believe the European leadership of this company care about both their employees well being and the profitability of the company itself which is rare. The work load is high, hours are long, organizational complexity abound and decision-making is often slow because of it. But all the individual players support and encourage one another for the most part, and there is a generally positive company culture.",,,Sr. Business Manager,Current Employee,California,"September 14, 2021"
4.0,"Not a bad company, it all depends on who your supervisor and line managers are.",The top management dictates a lot of things without consensus from the employees. So you need to be careful about that. The bonus is great. The culture varies among department to department.,,,Engineer,Current Employee,Kulim MY,"August 21, 2021"
1.0,Bias Management,"Need to change management especially in Austin Texas, they don't care about their employees. Pay not enough. Management keeps promoting employees that are not even qualified to do their tasks. Training SUCKS!!!! Need new management in ALL department..",,,Operator,Former Employee,"Austin, TX","July 11, 2021"
3.0,"Wonderful work/life balance, terrible management.","Twelve hour shifts means lots more time off. It also means that if you’re used to a lot of physical activity, this place will make you think twice on your fourth day of work in a row. My hips won’t ever recover, I think.

Even that wasn’t a big deal. Lots of time off means I’ll gladly work through the pain to get there. No, what irks me most is the management that doesn’t seem to care about the amount of pain their employees are in and instead care about production metrics because the size of their bonuses. I was routinely complained at by my manager for sitting to rest for two minutes. Never mind the fact that my bay was in ship shape and all the tools were loaded and working fine. No, that only meant I should find something else to do after having just literally walked two miles in an hour, back and forth from the stocker to the machines in the bay.

The job is easy. The managers pushing you to do more, never mind your health, are evil. Sound like a familiar company sharing a name with a rainforest?

Insurance is fine. Pay could always be better. Cool that there’s a cafe and convenience store on site, not cool that everything is hilariously overpriced and the cafeteria is the only thing that doesn’t operate 24/7.

We were told we should care about production metrics. We were never given any incentive to do so. Raises are too infrequent and too small to be worth concerning yourself with.

People are not robots. Stop treating them like they are.",,,Wafer Fab Machine Operator,Current Employee,"Austin, TX","July 8, 2021"
2.0,Poorly Managed,Working here comes with a lot of unfulfilled promises and lack of appreciation. Compensation is poor and management does not value the effort of its employees.,,,Material Handler/Warehouse Associate,Former Employee,"Mesa, AZ","June 24, 2021"
2.0,Easy job but can be bad for your mental health.,"Very easy job once you get the hang of it and the work life balance is great but standing and working the 12 hours you’re there can feel like an eternity. No music or anything to distract you from your thoughts while you’re wearing a smok all day, it becomes mentally and physically exhausting. No growth as I’ve seen people there for years with barely any raises. Depressing and pay isn’t worth it.",,,Semiconductor Operator,Former Employee,"Austin, TX","June 23, 2021"
3.0,Okay Opportunity,"Working for a global company comes with it's challenges. The environment was very bland, and boring. I was a contracted employee so I didn't feel very included or invested in, but I did enjoy the work and the job served it's purpose for the time being.",,,HR People & Leadership Development Coordinator (Temporary Contract),Former Employee,"El Segundo, CA","June 11, 2021"
5.0,arrangements working,"Working in this company very okay but arrangements in production not okay, arrangements working step and instructions not consistent.basic in this company ver low not suitable with education/wokring background.",,,Senior operations,Former Employee,Kedah,"May 24, 2021"
5.0,Great Place to continue to learn.,This was a great place to work for but unfortunately the company has decided to move its facilities outside the US. This site was progressing rapidly but costs more to operate than other locations.,,,Engineering Lab Technician,Former Employee,"Temecula, CA","May 24, 2021"
4.0,Productive work place great place to e,Great place to work lots of good people.the department I was employed was probe.i didn’t think that the payed enough for the kind work I was involved in.,,,Operator Inspector,Former Employee,"Temecula, CA","May 14, 2021"
5.0,"Great workplace with helpful, supportive Team members.",The team I work with is supportive and understanding. Nice working environment as well. The onboarding was smooth given the Pandemic. And the social distancing was well managed with the flexibility of working in the office to remote working.,,,Work-Student,Current Employee,München,"May 6, 2021"
3.0,Great work/life balance but Management needs to listen,At infineon the work/life balance is great. They allow you to take when needed for personal or medical issues. The problem is that Non exempt employees are treated as a lower class than the exempt employees in terms of time off Disability and equal pay. They low ball salaries and rarely listen,,,employee,Current Employee,USA,"April 12, 2021"
4.0,Interview,"The interview was so stress free and fun they asked me questions related to coding but it was like I was talking to a big brother and explaining to them.
Have never thought that interview process could be so amazing.",,,Internship Trainee,Current Employee,"Bengal, IN","April 11, 2021"
3.0,Nice place to work at,"Good place to work, especially for freshers, its hard to distinguish technical knowledge of the managers, keep taking challenges through their innovation challenges.",,,Validation Engineer,Former Employee,bangalore,"April 8, 2021"
5.0,A competency culture,"My division was spun off but I was able to work there for 6 yrs. I was both in the USA and Germany, promoted purely on competence and ability to support the customer and company my career was blindingly fast tracked. I loved it, I miss it, and I encourage anyone to seek a company like this or Siemens from where Infineon was rooted. In 6 years I had processes, tools, training and management responsibility like no place since. Thank you for the great experience - diversity, age, gender, and experience - not an impedence for those that were capable anyone could rise to the top. Never saw anyone hired for diversity and never saw anyone held back either...yet they attracted top talent and great performance from everywhere with great benefits and excellent retention.",,,2- Senior Process /Manufacturing Engineer,Former Employee,"Sandston, VA","April 3, 2021"
5.0,Work Hard Play Hard,"Infineon is a great place to work.
I was never micromanaged. The company isvery flexible and they don't give you a hassle about working remote however you are expected to get your work done. They have a lot of fun activities for team building.its a great company.",,,Accountant,Former Employee,"Livonia, MI","March 28, 2021"
4.0,A very diversified company with different cultures. This is both an advantage and disadvantage of this company,A good company to work for with very good benefits. However work/ personal life balance is a big concern for some employees. Career growth is sometimes dependent on locations/ region .,,,Senior Manager,Current Employee,"Temecula, CA","March 26, 2021"
3.0,Decent job stability and benefits,Working here is decent and the people are alright. The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,"March 11, 2022"
1.0,Process oriented and micromanagement,Everything is process oriented. Lots of politics and micromanagement. Lots of managers. Flexible timing. Lots of work pressure. They say appraisal depends on individual's performance but in reality appraisals are already fixed long before.,Free lunch,Worst managers,Staff Engineer,Current Employee,Bangalore,"March 19, 2021"
4.0,Great Place to Work at Infineon and many benefits for salary,"1) Great place to work
2) Production must always green and meet target for OEE
3) Communication is very important
4) increasing overtime
5) high salary",Meal allowance for public holiday,Short breaktime,Process Technician,Current Employee,Melacca,"March 18, 2021"
4.0,I recommend it,"Well paid positions, organized company, nice facilities in a nice location, flexibility about working hours
In my team there was not the guidance and the help a master student need.",,,Internship,Former Employee,Villach,"February 2, 2021"
5.0,what you learned,Teamwork is excellent. Want to learn to continues growing. Focus on the company and your individual experience while employed there. workplace culture,,,Test Operator,Current Employee,"Leominster, MA","January 11, 2021"
4.0,Great company and culture. Very employee oriented.,Great company and culture. Very employee oriented. Solid management and staff and very proactive. Great corporate executive team also. Very down to earth.,,,HR,Current Employee,California,"December 27, 2020"
5.0,Great environment,Happy and great place to work. Good organisation of management which can guide new employees very well and trained well. Environmental place to work.,,,QC Inspector,Former Employee,Singapore,"December 8, 2020"
4.0,It's got a good work environment. Low pay low raise good benefits I suppose,"I like the work I was doing as a Probe Machine Operator just because I do not like working in a customer service field.
You mostly interact with tools instead of people which is a big plus for me.",,,Probe Machine Operator,Former Employee,"Temecula, CA","November 6, 2020"
3.0,"Good job, no job security.","Work-life balance
Work-life balance at Infineon Technologies is pretty balanced. Usually you would volunteer if you wanted overtime. But they have regular shifts.

Pay & benefits
My pay and benefits at Infineon Technologies are pay is a little bit low for a tech job in the Silicon Valley, but I guess it matches the work level and skill level as well.

Job security and advancement
In terms of job security at Infineon Technologies, there is no job security there. 80% of their work is based on mostly government contract work. If work goes bad or gets slow, there goes your job!

Management
In general, managers at Infineon Technologies are for the most part fair.

Culture
Collaboration with my colleagues at Infineon Technologies is staff can be rude sometimes. And not very team friendly.

Overall
My experience working at Infineon Technologies started good, but ended bad. Management started making mistakes causing problems with employees. Shift managers at times were negligent, allowing employees to misbehave.",,,Die Attach Technician,Former Employee,"Morgan Hill, CA","October 17, 2020"
