,Rating,Title,Pro,Con,Job Title,Status,Region,Date
13,4.0,Good work life balance,- good work - life balance - Plenty of things to learn - Coworkers are enjoyable - Supported by management - Good benefits,- Can be slow during down periods - Sometimes management won’t communicate expectations - there is a lot of self learning or figuring out how things work in the beginning.,Quality Engineering Analyst,Current Employee,"San Antonio, TX","Mar 21, 2023"
14,3.0,"Supportive, people-first environment but significantly less pay","This company has a great culture, supportive people-first management with tons of resources for career advancement, certification, and growth. If you are not happy with your current office you can apply internally to other jobs all over the US and overseas. If you're ""let go"" from your current office they'll place you ""on the bench"" with pay until you can find another office to take you.","Accenture knows it has a great culture and employee support so it can pay you significantly less than the competition. Since the type of work it conducts is mostly B2B and gov't contracts, it is constantly looking to cut costs to win bids. When asking for a raise it can be an immense struggle, almost like shopping for a car at a dealership.",Analyst,Current Employe,"Austin, TX","Mar 6, 2023"
15,4.0,Disappointing Practices,For the most recent years the company has boasted about their focus on their people and how well they treat them. This has been true.,"When other big name, multi national corporations were transparent when they let a lot of people go...Accenture did it small waves but essentially let a very large portion of the US workforce go, keeping it out of the news.",Program Manager,Former Employee,"Chicago, IL","Mar 19, 2023"
16,5.0,Supportive managers and challenging projects,"-great managers who will support and make sure that you reach that next level in your career -peers and managers who want to see you grow in your projects as well as internally at Accenture -everyone I have worked with are amazing individuals who are willing to help each other out; they do not hesitate to answer your questions or provide guidance if you have questions or concerns -leadership team takes in feedback well and strive to continually improve the business group -overall, I feel like I am always supported by my seniors as well as my peers, which is something that is so beautiful to experience at such a large company!","-not that I can think of as of now. So far, my time at Accenture has been extremely amazing. no complaints",Business and Integration Arch Senior Analyst,Current Employee,"San Francisco, CA","Mar 10, 2023"
17,4.0,Great place to challenge yourself,"Accenture is a great place to challenge yourself and grow, whether you are an experienced hire or someone who is just starting their career. I have been a fresh-out-of-college analyst, a consultant, a rehire and a senior manager at this company and my experience is overall positive and I generally recommend it.","This is less a con, and more just the nature of things. In the Consulting arm of the business the career progression can be cutthroat, sometimes opaque, and experiences at the firm can be very different from person to person. It is not for everyone, but it is great for certain people at certain times in their lives. I recommend talking to someone who works at Accenture candidly if you can.",Senior Manager,Former Employee,"Houston, TX","Mar 7, 2023"
18,4.0,So far so good,I’ve been at Accenture since September 2022 and so far I have enjoyed my experience. I am apart of their first strategy and consulting apprenticeship so there has definitely been a lot of changes made since the beginning.,Project work is hard to come by and after the apprenticeship ends you will be expected to find your own project work if offered a full time position.,Consulting Development Analyst,Current Employee,"Chicago, IL","Mar 22, 2023"
19,3.0,If you must,Nice offices. Up-to-date systems that work. Smart people. Their company name looks good on a resume.,"Don't get too used to working with one account manager, as they only seem to last one or two years before leaving or getting promoted. Company talks a lot about work-life balance but when a client wants your team to work 24/7 on a hot project, they will not say no.",Marketing Specialist,Former Employee,"Dallas, TX","Mar 20, 2023"
20,5.0,Very calm and flexible environment,- Very flexible with work flow - Tasks that are easy to understand - A great place to start in the tech industry - Salary is decent for the amount of work,- Somewhat repetitive. - You have to do a lot of tests that require studying certain material or watching very long videos.,Platform Experience Associate,Former Employee,"San Jose, CA","Mar 22, 2023"
21,1.0,No deployment ownership and you are at the risk of firing.,Salary is lucrative however you must read the cons,"1. When you join you land as part of huge bench pool, and you will be asked to find the job yourself with networking. No support system will support you. 2. You will join for a salary but will end at firing risk (specially in USA) 3. Please go for a Indian pure play with few dollars' salary cut but never join Accenture. Highly unsecure environment.",Senior Solutions Architect II,Former Employee,"Dallas, TX","Mar 10, 2023"
22,3.0,DIGITAL INSIDE SALES,"Accenture just acquired N3 and they offer a lot of training, There are several clients to work for internally so if you don't love your current assignment you can eventually change","The leaders don't do well with managing client's expectations, which causes the contracts to end early",Inside Sales Opportunity Manager - Senior Analyst,Current Employee,"Atlanta, GA","Mar 13, 2023"
23,2.0,"Good place to start, but beware of limited opportunities","Accenture is a large company a vast amount of resources, which can be taken advantage of further your career path and interests. There is a culture of collaboration, and people are generally happy to assist and combine efforts with regard to project work. Opportunity for travel and benefits.","High rate of turnover of associates. Some people have left and returned several times. Leads to apathetic responses at some points, and can make it hard to build and maintain a strong network. Some projects require more time and effort than others, which may result in working late nights and weekends.",Management Consultant,Former Employee,"Washington, DC","Feb 23, 2023"
24,5.0,Love the challenges and opportunities,You have access to so many tools and resources to make your programs and projects successful - it's amazing.,"Lots of travel, but that can also be a pro ;)",Senior Manager,Former Employee,"Pittsburgh, PA","Mar 23, 2023"
25,2.0,Work-Life Balance,"Remote work, no crazy over time.","Pay is too low (lower than 80% of peers), growing very difficult.  Constant company re-orgs make it nearly impossible to get promote or grow past your level because you keep getting moved laterally.

Full of management that are non-technical and don't know about what they are doing.  This leads to making uninformed and incoherent decisions.  They are not receptive to constructive criticism and suggestions on how to do things.  It's only their way.  Ideas have to come from them exclusively.

Company is invasive with your data.  For example, they require that you use your personal phone for work and they must manage it by installing a profile instead of providing you a company issued device.",Software Engineering Sr. Analyst,Current Employee,"Arlington, VA","Feb 21, 2023"
26,4.0,N/A,Good working environment. Provided opportunity to work in office location in other countries,"overall, the company is good and employees are professional",Associate Manager,Former Employe,"Chicago, IL","Mar 24, 2023"
27,3.0,Agile Environment Requires Excessive Hours,"You are currently permitted to work remotely from anywhere in the US. The benefits are standard for a large corporation (6% matching 401K, ESPP of 10% of your salary, standard health care benefits and vacation hours - to be used for sick days as necessary).",Never ending pressure to work on evenings and weekends. Agile environment is a technique used to justify never ending pressure / over scheduled committments.,Senior Anayst,Current Employee,"Austin, TX","Feb 24, 2023"
28,5.0,Great company,"Good company, great benefits and great pay","Very less growth opportunities , leadership is poor and negligent",Human Resources Assistant,Former Employe,"Houston, TX","Mar 24, 2023"
29,5.0,Great place to work,"Flexible, decent starting pay, room for growth",None that I can think of,Customer Success Manager,Current Employee,"Charlotte, NC","Mar 24, 2023"
30,5.0,Great place to work!,"The Culture, People, and Flexibility in work schedule.","Accenture is a great place to work; the only downside, which is unavoidable, is you have to travel sometimes.",Managing Director,Current Employee,"Cleveland, OH","Mar 19, 2023"
31,5.0,good company,good company to start career,too long hours to work,Software Develpper,Current Employe,"New York, NY","Mar 22, 2023"
32,5.0,"""Unlock Your Potential with Accenture: Achieving Success Through Professional Services""","1. Competitive salary and benefits: Accenture offers competitive salaries and benefits packages to its employees. This includes health insurance, retirement plans, and other perks. 2. Flexible work hours: Accenture offers flexible work hours, allowing employees to work when it is most convenient for them. 3. Professional development: Accenture provides employees with the opportunity to develop their skills and knowledge through training and development programs. 4. Global presence: Accenture has offices in more than 120 countries, giving employees the opportunity to work in different countries and gain international experience.","1. Long Hours: Accenture is known for its long hours, which can be difficult to manage if you have a family or other commitments outside of work. 2. High Stress: Accenture is a fast-paced environment and can be quite stressful at times. 3. Limited Career Progression: Accenture is a large company and it can be difficult to move up the ranks quickly. 4. Low Pay: Accenture is known for paying lower salaries than other consulting firms.",Applications Developer,Former Employee,"Seattle, WA","Jan 6, 2023"
33,5.0,Good place to work,"Company resource is easy to aquire, help service is online and quick with live chat, the culture makes colleagues treat each other well.",Consultant life style and work style is not for most people,Associate Manager,Current Employee,"Chicago, IL","Mar 17, 2023"
34,5.0,"Great Pay, Great Benefits","The clients are great for bragging rights, the pay was amazing, and the attitude of everyone was really friendly. Lots of opportunity.","Kind of a ""boys club"" atmosphere. You have to be able to really get involved outside of regular work to get a good network. Being shy really held me back because I was unsure of what the right questions to ask were and had trouble understanding the vast variety of avenues. I ended up being siloed for most of my time there",Consulting Senior Analyst,Former Employee,"San Diego, CA","Feb 9, 2023"
35,5.0,Thank you,"The staff was great. The receptionists were very helpful and answered all our questions. The room was clean and bright, and the room service was always on time. Will be coming back",got a pair of boots from store X and I’m very satisfied. They are high-quality and worth the money. The store also offered free shipping at that price so that’s a plus!,Research Assistant,Former Employee,"Los Angeles, CA","Mar 9, 2023"
36,4.0,So far so good,I’ve been at Accenture since September 2022 and so far I have enjoyed my experience. I am apart of their first strategy and consulting apprenticeship so there has definitely been a lot of changes made since the beginning.,Project work is hard to come by and after the apprenticeship ends you will be expected to find your own project work if offered a full time position.,Consulting Development Analyst,Current Employee,"Chicago, IL","Mar 22, 2023"
37,3.0,If you must,Nice offices. Up-to-date systems that work. Smart people. Their company name looks good on a resume.,"Don't get too used to working with one account manager, as they only seem to last one or two years before leaving or getting promoted. Company talks a lot about work-life balance but when a client wants your team to work 24/7 on a hot project, they will not say no.",Marketing Specialist,Former Employee,"Dallas, TX","Mar 20, 2023"
38,5.0,Meaningful work with great work life balance,Feel excited about my projects and can walk away from the computer at the end of the work day without having to check emails or catch up on assignments.,"Large companies tend to lose visibility into individual performance, so alot of it is relying on word of mouth. Getting people to praise you can be tough when everyone is looking out for themselves!",Management Consulting Manager,Current Employee,"Columbus, OH","Mar 7, 2023"
39,5.0,Great company overall!,The benefits are great. The culture (US) is also great on my team.,Several team members have left for higher salaries. The backfilling of those positions aren't quick and sometimes non-existent.,Sr. Sourcing Analyst,Current Employe,"Atlanta, GA","Mar 13, 2023"
40,5.0,Great firm,Great projects and good teams,Lots of travel and several projects,Consultant,Current Employe,"Los Angeles, CA","Mar 21, 2023"
41,5.0,Great experience,"Remote work, commitment to work-life balance,","understaffed teams, pay is lower in comparison to other firms",Strategy Analyst,Current Employe,"Washington, DC","Mar 20, 2023"
42,5.0,great,so good would recommend to all,big company networking is hard,Consultant,Current Employe,"DC Ranch, AZ","Mar 21, 2023"
43,5.0,"Looking for PMO Lead, Analyst and any kind of related role",To explore new areas in PMO and develop good rapport with Peers,Work Alcoholics by nature and punctuality,PMO Lead,Former Employee,"India, TN","Mar 17, 2023"
44,5.0,Great place to grow,"Growth, Promotions, Mentorship, Certifications, Events",None that I can think of,Test Engineer,Former Employee,"San Antonio, TX","Mar 20, 2023"
45,5.0,Great place to work,"Friendly colleagues, many training resources, network sessions, and various project opportunities","Long work hours sometimes, no free food",Data Science Senior Analyst,Current Employee,"Seattle, WA","Mar 17, 2023"
46,5.0,Best Work Environment,"- Good work pace, diverse clients, new and exciting projects every year. - They push communication a lot, so communicating with your direct lead/managers, your fellow coworkers, and anyone else. A lot of managing directors have and 'open door' policy and it's super nice to know that there is support from where ever you might need it. -Projects can be really fast pace and in some cases really intense, but as long as you stay in open communication about your limitations the attitude is not to overwhelm you so a lot of Delivery Leads understand if you need help. - As of right now, a lot of people are still working from home which is really nice, but you also have the option of going into the office if you need too. It's definitely not mandatory though.","It does feel like you are stranded on an island, especially if you are on the bench (in between roles) But if you stay communicating with people and doing trainings it all balances out. The longest I was on the bench was 2 months and it was a good way to get in additional training that I was not able to do while on an active role. There will be times where you are working more than 40 hours a week, but it does even out and is not consistent. You just have to learn to adjust and be flexible with your schedule.",Business &amp; Integration Arch Analyst,Current Employee,"Detroit, MI","Nov 2, 2022"
47,5.0,Great Company,Amazing Company to work for. Great work-life balance. Company Benefits are great.,None. Overall wonderful company with great pay,Program Analyst,Former Employee,"San Antonio, TX","Mar 17, 2023"
48,5.0,Stability,If your locking for stability and benefits this is the place to be.,You come in as a contractor to then be full time employee,Special Handling Representative,Current Employee,"Austin, TX","Mar 10, 2023"
49,5.0,Great Place to Work,"Accenture walks the walk in terms of inclusion and diversity. Unlimited opportunity, lots of variety, industry best benefits.",Expect to work long hours,Operations Manager,Current Employee,"Chicago, IL","Mar 15, 2023"
50,5.0,Great place to work,"Talented people, good benefits and work life balance. Industry leader.",Large organization and bureaucracy. Could also be good as more opportunities for network and movement,Manager,Former Employee,"Dallas, TX","Mar 20, 2023"
51,5.0,fun job,loved the people and time there,long hours and hot in the building,Employee,Former Employe,"Houston, TX","Mar 22, 2023"
52,4.0,Good first job,Flexible projects and cool clients,Lots of extracurricular work and budget cuts,Senior Analyst,Current Employe,"Houston, TX","Mar 22, 2023"
53,5.0,Let There Be Change,"Highly collaborative teams, excellent benefits (except vision) and strong leadership",Such a large organization means lots of decision makers need to be involved and sometimes not as nimble as they could be,Data Analyst,Current Employee,"Chicago, IL","Mar 18, 2023"
54,5.0,Great place to work!,"The Culture, People, and Flexibility in work schedule.","Accenture is a great place to work; the only downside, which is unavoidable, is you have to travel sometimes.",Managing Director,Current Employee,"Cleveland, OH","Mar 19, 2023"
55,5.0,good company,good company to start career,too long hours to work,Software Develpper,Current Employe,"New York, NY","Mar 22, 2023"
56,5.0,"""Unlock Your Potential with Accenture: Achieving Success Through Professional Services""","1. Competitive salary and benefits: Accenture offers competitive salaries and benefits packages to its employees. This includes health insurance, retirement plans, and other perks. 2. Flexible work hours: Accenture offers flexible work hours, allowing employees to work when it is most convenient for them. 3. Professional development: Accenture provides employees with the opportunity to develop their skills and knowledge through training and development programs. 4. Global presence: Accenture has offices in more than 120 countries, giving employees the opportunity to work in different countries and gain international experience.","1. Long Hours: Accenture is known for its long hours, which can be difficult to manage if you have a family or other commitments outside of work. 2. High Stress: Accenture is a fast-paced environment and can be quite stressful at times. 3. Limited Career Progression: Accenture is a large company and it can be difficult to move up the ranks quickly. 4. Low Pay: Accenture is known for paying lower salaries than other consulting firms.",Applications Developer,Former Employee,"Seattle, WA","Jan 6, 2023"
57,2.0,HIGH SCHOOL DRAMA!!!,Food trucks where onsite daily,"Promotions are based on who the management wants to hangout with outside of work. OT is treated as treated as almost mandatory and hound about it multiple times a day. Good work means nothing to the managers unless your in the in crowd. The Drama of management and employees felt like forcing yourself to go to high school everyday. Management isn't held accountable for any thing they say or do. A Manager sexually assaulted a male co-worker in-front of me and HR did nothing but have a meeting and threatened to fire me and co-worker for ""attendance"" issues. Managers talked about former employees and lie about why and how they left. DO NOT USE AS REFERENCE!!!",Data Processor,Former Employee,"Louisville, TN","Feb 8, 2023"
58,5.0,Good place to work,"Company resource is easy to aquire, help service is online and quick with live chat, the culture makes colleagues treat each other well.",Consultant life style and work style is not for most people,Associate Manager,Current Employee,"Chicago, IL","Mar 17, 2023"
59,5.0,"Great Pay, Great Benefits","The clients are great for bragging rights, the pay was amazing, and the attitude of everyone was really friendly. Lots of opportunity.","Kind of a ""boys club"" atmosphere. You have to be able to really get involved outside of regular work to get a good network. Being shy really held me back because I was unsure of what the right questions to ask were and had trouble understanding the vast variety of avenues. I ended up being siloed for most of my time there",Consulting Senior Analyst,Former Employee,"San Diego, CA","Feb 9, 2023"
60,5.0,THE BEST! Grass is never greener,I started my career with Accenture and worked for 14 years here and it raises eyebrows of potential employers all the time.,Lots of layers for approval,Sr. Manager,Former Employee,"Chicago, IL","Mar 11, 2023"
61,2.0,Work-Life Balance,"Remote work, no crazy over time.","Pay is too low (lower than 80% of peers), growing very difficult.  Constant company re-orgs make it nearly impossible to get promote or grow past your level because you keep getting moved laterally.

Full of management that are non-technical and don't know about what they are doing.  This leads to making uninformed and incoherent decisions.  They are not receptive to constructive criticism and suggestions on how to do things.  It's only their way.  Ideas have to come from them exclusively.

Company is invasive with your data.  For example, they require that you use your personal phone for work and they must manage it by installing a profile instead of providing you a company issued device.",Software Engineering Sr. Analyst,Current Employee,"Arlington, VA","Feb 21, 2023"
62,5.0,"Great ""settling"" company","Great Benefits, work life balance, stock options, lots of communication channels and standard procedures (easy transition as prior military)","You are pretty much ""on your own"". Meaning, you find your own roles and you have to sell yourself, and constantly upgrade your skillset. This works for some, but if you want the normal 9-5, not for you.",Applications Development Analyst,Current Employee,"Berwyn, PA","Feb 27, 2023"
63,5.0,info,opportunity to work across global teams,"at times, too much bureaucracy",Managing Director,Former Employe,"Chicago, IL","Mar 16, 2023"
64,4.0,N/A,Good working environment. Provided opportunity to work in office location in other countries,"overall, the company is good and employees are professional",Associate Manager,Former Employe,"Chicago, IL","Mar 24, 2023"
65,3.0,Agile Environment Requires Excessive Hours,"You are currently permitted to work remotely from anywhere in the US. The benefits are standard for a large corporation (6% matching 401K, ESPP of 10% of your salary, standard health care benefits and vacation hours - to be used for sick days as necessary).",Never ending pressure to work on evenings and weekends. Agile environment is a technique used to justify never ending pressure / over scheduled committments.,Senior Anayst,Current Employee,"Austin, TX","Feb 24, 2023"
66,5.0,Amazing Company,The perfect place to jumpstart your career journey,"No cons, Accenture is great!",Marketing Senior Analyst,Current Employe,"Washington, DC","Mar 14, 2023"
67,3.0,Work quality and leadership is diminishing along with reputation,PTO 401k Pay Leave Insurance,Work schedule Leadership Training Talent,Technology Delivery Lead Senior Manager,Current Employee,"Houston, TX","Mar 24, 2023"
68,5.0,h,insurence salary benfits dental allowence,hours management location h f,Consultant,Former Employe,"France, ID","Mar 15, 2023"
69,5.0,Accenture Apprenticeship Program,A good start in a career field of your choosing. Includes Training and Certifications.,Finding Projects to complete the Apprenticeship Program.,Apprentice,Current Employee,"Atlanta, GA","Mar 9, 2023"
70,5.0,Great company to work for,"A lot of exposure to very intelligent people , colleagues are very supportive of you and understanding",Nothing that I can think of,Business Integration Analyst,Current Employee,"Florham Park, NJ","Mar 9, 2023"
71,5.0,Tedious but mostly pleasant,- Consistent pay and raises - Considerate bosses/ teams - Good PTO policies,- Tedious - Self-absorbed clients - Work pushed onto high performers,Regulatory Submissions Coordinator,Former Employee,"Berwyn, PA","Mar 9, 2023"
72,4.0,Accenture,Work Life balance Opportunity to groom latest technology,Career growth is not base don what you perform. Its based on the queue where the seniors in project would be lined up without getting promotion and you will get promoted only after them if at all any slots are available. Also most of the accounts have resources who are there working the account for atleast 7-8 years and will play all politics they want by creating dependencies. There is no resource shuffling which is not good for new hires to the project.,Application Development Specialist,Former Employee,"Richardson, TX","Mar 8, 2023"
73,1.0,Not so BIG 5,Benefits 401K Salaries Wide Pool of Talent,"Bureaucratic Organization runs in its DNA. Acquisitions are the worst, There is no plan and no synergies People are let go when there are no projects, big layoff's without giving consideration to families and dependencies",Managing Director,Former Employee,"Arlington, VA","Mar 20, 2023"
74,5.0,Accenture,Salary and value for clients,na no cons to list,Sr. Manager IT,Current Employe,"Chicago, IL","Mar 13, 2023"
75,5.0,Great Company and Benefits,Salary is great once you make Manager. It's a struggle until then.,Not as much flexibility to bounce around to other projects as some folks would like.,Management Consulting Manager,Current Employee,"Raleigh, NC","Mar 7, 2023"
76,4.0,"great clients, but have to be assertive moving around the firm.","You'll get a great breadth of exposure and work here that will either launch your career in your industry of choice or prepare you to be a director within the firm. To get that experience though, you'll have to be the pilot of your own career. Don't be shy, speak out, and make sure you get recognized.","Long work hours might not be for most - if you want a work-life balance, mention hours worked on average during your interview.",Associate Manager,Current Employee,"Washington, DC","Mar 7, 2023"
77,3.0,Accenture Flex treated different,Lots of career opportunities within,Contractors treated different Upper management barely involved Felt like just a number,Senior Program Management Analyst,Former Employe,"Charlotte, NC","Mar 23, 2023"
78,4.0,Not for folks who don't want to travel or have young children,The benefits are great and the pay is slightly competitive,The travel with a young family (Early married/Just married with small children) is hard to do,Senior Applications Analyst,Former Employee,"Chicago, IL","Mar 20, 2023"
79,2.0,Quality Analyst,"Security, parking and surrounding restaurants","Low Pay, low moral, and lack of appreciation.",Quality Analyst,Former Employee,"San Antonio, TX","Mar 23, 2023"
80,4.0,Good entry level company,Flexible work life balance. Paid for trainings.,"Promotion process is based on who you know, not what you’ve done.",Consultant,Former Employee,"Durham, NC","Mar 17, 2023"
81,5.0,Great place to work,"Friendly colleagues, many training resources, network sessions, and various project opportunities","Long work hours sometimes, no free food",Data Science Senior Analyst,Current Employee,"Seattle, WA","Mar 17, 2023"
82,5.0,Best Work Environment,"- Good work pace, diverse clients, new and exciting projects every year. - They push communication a lot, so communicating with your direct lead/managers, your fellow coworkers, and anyone else. A lot of managing directors have and 'open door' policy and it's super nice to know that there is support from where ever you might need it. -Projects can be really fast pace and in some cases really intense, but as long as you stay in open communication about your limitations the attitude is not to overwhelm you so a lot of Delivery Leads understand if you need help. - As of right now, a lot of people are still working from home which is really nice, but you also have the option of going into the office if you need too. It's definitely not mandatory though.","It does feel like you are stranded on an island, especially if you are on the bench (in between roles) But if you stay communicating with people and doing trainings it all balances out. The longest I was on the bench was 2 months and it was a good way to get in additional training that I was not able to do while on an active role. There will be times where you are working more than 40 hours a week, but it does even out and is not consistent. You just have to learn to adjust and be flexible with your schedule.",Business &amp; Integration Arch Analyst,Current Employee,"Detroit, MI","Nov 2, 2022"
83,3.0,Decent employer who cares about employees,"The people, flexibility and new/challenging work","Typical client service industry - if client relationships and expectations are not managed closely and carefully, employees “in the middle” end up taking up the slack/stress/etc",Delivery Manager,Current Employee,"Baltimore, MD","Mar 6, 2023"
84,5.0,Great Company,Amazing Company to work for. Great work-life balance. Company Benefits are great.,None. Overall wonderful company with great pay,Program Analyst,Former Employee,"San Antonio, TX","Mar 17, 2023"
85,4.0,Good Company,Culture and pay I would say are the best about Accenture,Some of the work with clients can be really mundane or not interesting,Management Consultant,Current Employe,"Chicago, IL","Mar 16, 2023"
86,2.0,Get on a good project and stay there,"Schedule, pay depending on the project",Some of the projects are trash,Customer Service Representative,Former Employee,"Houston, TX","Mar 13, 2023"
87,4.0,Solid place to start your career,"Good training, overall good, smart people. Many opportunities to try out different industries/clients.",Your experience really depends on your project. Can be difficult to find a project when on the bench.,Digital Marketing Consultant,Current Employee,"San Francisco, CA","Mar 13, 2023"
