Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
5,Awesome environment,This was one of the best places Ive worked at with an amazing culture and fast growth I really enjoyed my time here and met some really smart people Everyone is focused on solving problems and moving fast,nan,nan,Ops Specialist,Former Employee,Hyderabad,11/9/2022
2,Its Something,Its good if you have nothing else Itll pay you decent however management needs work and fail to admit it Youll have a hard time if you arent ready to take a few punches before excelling Its definitely a corporate job even though theyll tell you otherwise If you want to build resume come here Youll gain some experience but youll mental health will be as drained as possible Its definitely a STEPPING STONE kind of company not a company youd want to spend 10 years at So overall Id give this company a 3 Great for experience but if you already got that run,nan,nan,Social Media Coordinator,Current Employee,Austin TX,8/9/2022
4,Okay company,Company overall gives cool stuff however sometimes management fail to understand the need for lower level employees Feels at time that all they care about is GM,nan,nan,Sales Representative,Current Employee,Los Angeles CA,30/08/2022
1,Workplace platforms set up,Sydney TL very supportive Great leader Upper Management Awful people with Botox facesthey shafted us at the end Wokists dominate everything EAP Fantastic,nan,nan,Product Support Analyst,Former Employee,Instagram,24/08/2022
4,Fun place to worl,This job pays well and is prestigious Most of the supervisors are helpful There are mentors The raises are a often I had a flexible schedule I was not salaried,nan,nan,Web DeveloperDesigner,Former Employee,Beverly Hills CA,10/8/2022
1,Amazing benefits worst work life balance,Great perks and benefits working there even for remote employees Lots of opportunities for training and to learn from the best in your field Extremely competitive environment Cut throat culture in my group Employees are driven by individual performance reviews PSC only and are lacking any true motivation and meaning in their work Employees are mostly interested in gaming the PSC system and no have no actual concern or care for customers which should be the 1 motivation for a UX researcher,nan,nan,UX Research Manager,Former Employee,Remote,10/8/2022
3,Productive and fun place good research and work ethic,When I had a good day at work when I talk and speak with customers about what is going on in the company I learned that its good to speak and allow communication to an open customer Management ia good fit for a job youre able to take good controllance over all things in my area and my good people My workplace culture is the best I can experience Im able to outline all details on positives living The hardest part is getting people to understand you cant keep picking with someone who is ready to move forward you cant stand tall in front of someone life when they have achievementsThe most enjoyable part of the job is when others get to tell others about whats going on in a field and they did not want that as expectations and they give you that face and fist fight thats very enjoyable in my life as a growth person I love it here,nan,nan,Facebook Challenge Specialist Remote,Former Employee,West Monroe LA,31/07/2022
2,Nice co workers too much chaos,Smart people trying to solve interesting problem Unfortunately politics empire building and leadership chaos makes the process of engineering solutions a miserable experience,nan,nan,Engineer,Former Employee,Seattle WA,23/07/2022
4,Solid among larger tech company,Generally found my coworkers to be interesting engaged and driven Experience varies highly depending on team Id recommend asking around before joining a team,nan,nan,Product Manager,Former Employee,Menlo Park CA,22/07/2022
5,productive,very bad place to work i dont think anyone should be working here in the first place they make you work day and night till you pass out or die if you die they bury you in the backyard,nan,nan,director,Former Employee,netherlan,21/07/2022
5,it alright,they have provided me with insight into what it is like to work for a forward thinking and balanced business with an amazing culture They show in many ways that they care for their team and want them to be compensated rewarded and praised for their efforts Their level of care extends beyond monetary they have an open leave policy implemented extra mandatory days off during COVID to help individuals manage stress or pressure and help improve work life balance They have a plethora of diversity groups and constantly address what is happening around the world to ensure everyone feels supported and accepted,nan,nan,cleaner,Former Employee,cleaner,18/07/2022
5,good place to work,I have had a great experience working for this company and was fortunate to travel the world and work with interesting and impressive people Would recommend working here,nan,nan,Culinary IS Manager,Current Employee,Menlo Park CA,20/06/2022
5,Lot of experience,Very well run you get a lot of experience and knowledge about various aspects of technology It isnt draconian or unfair generally pretty considerate,nan,nan,Data Analytics,Former Employee,Austin TX,14/06/2022
4,Collaborative culture Smart people Impact driven Empire building and less accountability to userscustomersresults,Collaborative culture Smart people Impact driven Great tools and benefits Company values employees Empire building and less accountability to userscustomersresults,nan,nan,Director,Current Employee,Seattle WA,11/6/2022
4,not bad it paid bills,You do your job get perks like free food etc and go home The company isnt the most ethical company to work with but you can make good money here,nan,nan,Physical Security,Current Employee,Menlo Park CA,27/05/2022
1,laid off,I was laid off before my first day started Then I was sent a computer and a phone weeks later that I had to return backZERO communication about the lay off,nan,nan,recriuter scheduler,Former Employee,Remote,24/05/2022
5,Great experience,Meta is going places The market may be confused by the move to metaverse operations but this will all make sense in the years to come Meta is full of the smartest engineers developers managers etc,nan,nan,Financial Analyst,Former Employee,San Francisco CA,18/05/2022
1,Underpaid,Contractors are extremely underpaid the 90 pay raise isn’t enough to actually live and feel secure outside of the job Micromanaged until the day you leave Benefits aren’t anything special bare minimum for employees who work on “data sensitive” content If my work is so important why underpay everyone who enters the building,nan,nan,Legal Protection Operations,Current Employee,Austin TX,8/5/2022
5,Good work environment and culture Teammates are supportive and the management is transparent,Good work environment and Culture Teammates are supportive and the Management is transparent There is a huge cafeteria and gaming arcade for chilling company policies are good appraisals are fair and they give good salary hike and bonus every year,nan,nan,Sales,Current Employee,Virginia,7/5/2022
3,good product good project,Great if youre looking for a big tech job less great if youre looking for something super scrappy and entrepreneurial Overall a solid opportunity,nan,nan,Software Engineer,Current Employee,San Francisco CA,3/5/2022
4,Fun place to work,Not a good company to join if you are a family person You might have to work over time all year around Every team has their own bar and managers dictate those bars You might see the same sister team people getting promoted early even without enough deliverablesachievements,nan,nan,Software Engineer,Current Employee,Hyderabad Telangana,1/5/2022
1,Terrible,Terrible management terrible company There are people in place that shouldn’t be on that level If you have an opinion or have anything to say you will be put on their black list,nan,nan,Recruiter,Former Employee,London Greater London,30/04/2022
5,Nice team to work with,I have started my IT Tech job here I am doing Imaging and backup laptops I love working at Facebook learned a lot on IT field If any one wants to step in IT field and grow up it is right place to start Also management team is very professional,nan,nan,Inventory Technician I,Current Employee,Newark CA,27/04/2022
5,Great,It’s everything I wanted in a job Great hours great people everything about it is great Wouldn’t want to do anything else but the job I have now,nan,nan,Service Advisor,Current Employee,Sherman TX,25/04/2022
5,Great Company Culture,Exceptional company culture Everyone is respectful and kind Team culture focused Excellent training and resources available for new employees Facebook has a No Jerk policy MZ does not tolerate abusive behavior in the workplace Developing and maintaining good relationships is central to the company vision,nan,nan,Executive Assistant,Former Employee,Menlo Park CA,25/04/2022
3,Becoming worse,I have joined the company since 2018 and enjoyed many benefits but since a couple a years there seems to be a trend where people are less and less reliable when you need to be accountable as if you failing makes them happy Dont share more than necessary and succeed,nan,nan,Software Engineer,Former Employee,California,24/04/2022
5,Standard bigtech job with the pros and cons that come with that,Great if youre looking for a big tech job less great if youre looking for something super scrappy and entrepreneurial Overall a solid opportunity,nan,nan,PM,Former Employee,Menlo Park CA,24/04/2022
5,Productive and fun environment,It is a great company to work for I had a pretty good worklife balance and interesting projects The team was supportive really smart people work there Unfortunately I started and finished during the pandemic so I dont have inperson experience with the team and never visited the office,nan,nan,Program Manager,Former Employee,Seattle WA,21/04/2022
4,Fun workplace and brilliant management,Great career progression work culture everyone is extremely friendly and the balance of work is ideal for any person I enjoyed my time at Facebook as a marketing manager truly enjoyed it learnt from great leaders and made some life time friends,nan,nan,Marketing Manager,Former Employee,Dublin,16/04/2022
5,Productive work,Good job with good pay the people are nice and there’s plenty opportunities to grow in the job The people don’t judge nor make your work hard on you there’s even nap time,nan,nan,Security Guard,Current Employee,Manhattan NY,10/4/2022
5,Love working at Meta,I’ve been at Meta previously Facebook for a few years overall love it My team is very close supportive I’ve been able to learn a ton and really grow into the role Meta is a high performance culture so I constantly feel pushed to be better which has been good for my growth but it can lead to some long weeks mentally tiring The compensation is very generous compared to my previous role outside of tech The only con is that the org can be very political as is true for most big companies which leads to frustration as we’ve grown benefits have started to shift Overall though the company puts a lot of investment in helping its employees feel fulfilled in their role if you focus on impact your work will be rewarded,nan,nan,Manager,Current Employee,Austin TX,7/4/2022
3,Innovative company but suffers from some chaos,I am in a nontech role at Meta It is exciting to be at the forefront of some exciting new innovations in the tech space but the companys structure or lack thereof leads to a bit of frustrating chaos that could benefit from a leader early on rather than the bottomup development thats common now Otherwise the people are great and the amenities and benefits are hard to beat I pay very little for health care and can have all three meals for free if I am in the office The atmosphere is also flexible with coming in versus working at home though this may be teamdependent The performance review system leaves a lot to be desired there is a lot of pressure to make measurable impact and some roles just dont function that way and are more reactive,Free meals flexibility,A lot of fire drills in nontech roles,Policy Manager,Current Employee,United States,2/4/2022
5,Great Experience,I learned a lot working at Meta now Facebook The team is full of incredibly talented hardworking people and I see big things ahead for the company,Good mentorship,None to note,Financial Analyst,Former Employee,San Francisco CA,22/03/2022
3,bad,FB expects a lot out of engineers and you cant slack off Of course you shouldnt slack off at any job but since FB is pretty fastpaced there is a risk that youll have trouble adjusting at first FB has a lot of custom infrastructure and tools and prehaps more impressively it works great It makes doing your job really great but on the other hand youll end up learning a lot of stuff that wont be applicable elsewhere FBs codebase is very good in some ways but in other ways its not as great as some of the existing engineers think it is I dont think this is that big of a deal but the important part is that as an engineer you need to quickly learn FBs values and practices and get with the program so to speak If you dont like some things then you just have to deal with it as its not likely youre going to change peoples minds at this point The nice thing is that things are at least very consistent,nan,nan,officer,Former Employee,space,18/03/2022
5,great place to work,love it here working on interesting things Lots of opportunities for advancement Culture is supportive and inclusive Transparent communication at all levels,nan,nan,Manager,Current Employee,San Francisco CA,18/03/2022
3,It was ik,If you are looking for a company to work Try this one I’d say my experience was ok So far so good That is all I want to say for now Good place if you are a newbie,nan,nan,Moderator,Current Employee,Manila,16/03/2022
5,Great Company,A typical day at work is checking email meetings correspondence management really cares about you and your worklife balance The company culture is what you would expect from a large tech company Great benefits lots of work,nan,nan,Administrative Assistant,Former Employee,Palo Alto CA,4/3/2022
4,Lasseizfaire position wonderful community competitive team environment,I have really taken a liking to this position after having worked as a Brand Influencer for 4 months My efforts do not go unnoticed during our frequent team meetings and although infrequent there are incentives that spice things up for us sales reps paired with an energetic and attentive manager there is a strong drive for many of us to be the absolute best and it shows in how fast product comes and goes at locations with vs without BIs Your participation at your location is on you to be accountable for so planning your day and meeting personal goals is my best way of keeping myself on track Also to note that there are extensive trainings required and optional for all employees to perform this job correctly and effectively Overall Ive found this to be the most rewarding position Ive ever worked and Id highly suggest it to anyone interested in media and marketing,nan,nan,Brand Representative,Current Employee,Albany NY,27/02/2022
5,Great people,Great people culture sense of purpose best people Ive ever worked with The hardest part of the job is meeting corporate goals set by the CEO as that could change daily,nan,nan,Data,Former Employee,Menlo Park CA,17/01/2022
1,Below expectations Poor employee experience,Cannot see the future team culture varies and Hong Kong office culture is very bad Was forced to peak mandarin within the team Manager is biased and bossy,nan,nan,Anonymous,Former Employee,Hong Kong,28/12/2021
5,Hr,Fine resume booster if you get in then you’re good Culture can be an issue for some Working from home is a major bonus that everyone seems to enjoy,nan,nan,nan,Current Employee,Remote,10/12/2021
4,Bootcamp for personal and professional growth,The job is absolutely soul crushing because standards are continuously raised and worklife balance nonexistent That being said you will work with the best people in the industry and you will get rewarded handsomely Pay is fantastic and LD opportunities plentiful Emotional intelligence is generally low in the entire organization but when they say theyll reach a goal theyll reach a goal no matter what,nan,nan,Policy Manager,Former Employee,Menlo Park CA,7/12/2021
1,Cool work environment lacking in employee appreciation,Once working the FB account one does not have a social life anymore god forbid you have a family emergency without having being wrote up and reassigned the minute you voice your feelings on any given situation Watch what you say around everyone as anyone will twist your words for self advancement,nan,nan,Security Officer,Current Employee,Austin TX,6/12/2021
5,Na,Standard 401K benefits I believe it was a 5050 match You could borrow against it and pay back It was through Principal They had a really good online portal where you could see everything,nan,nan,Engineer,Former Employee,Remote,24/11/2021
5,Fun tech job,Love educating customers in store wish we could give actual product demos of the oculus quest 2 Was easy to sell such a fun product Had to wait for access to the keys to unlock cabinet for customers but that wasnt a big problem because I moved so fast,nan,nan,Brand Influencer,Current Employee,Lakeland FL,5/11/2021
1,Toxic WorkLIfe Balance and Endless Internal Politics,Minuses Manager who micromanages work product while exhorting me to bring my own ideas Any change from previous work is punished Invisible internal politics and friction between product and research stalls projects Constant emphasis on rush that causes misaligned projects Pluses Pay is great Contingent Worker UX Research,nan,nan,Contingent Worker,Current Employee,Remote,27/10/2021
5,Great company great people,Overall a great experience for you to learn and grow People are supportive at best and become lifelong friends The negative media critic surrounding the company could be taxing at times but leadership team is awesome and they are the nicesthaving the best intention at heart,nan,nan,Sales Manager,Current Employee,Singapore,27/10/2021
5,Good place to work,What you would expect from a large company The people are nice and great facilities No complaints they were always keeping things interesting day to day,nan,nan,Graveyard manager promotion at 1 year,Current Employee,Eagle Mountain UT,18/10/2021
1,Not my cup of tea,Facebook will end the world We’re doomed I didn’t think moral corruption was possible at this level The leadership only cares about what puts money in their pockets,nan,nan,Consultant,Former Employee,Remote,5/10/2021
5,Facebook management,This app its so good to use And realy great opportunity guidelines I want to know more about this function to prove how much this work on Good process,nan,nan,Adds Publisher,Current Employee,Cebu City Phillipine,2/10/2021
5,Very strong job culture also had a relaxed schedule,Facebook was a great fit for me I simply wanted a better paying position I would love to work in a familiar job environment,nan,nan,Software Engineer,Current Employee,Houston TX,30/09/2021
5,Good pay,A lot of work Good pay Smart people so smart you feel pressured Supportive managers but they got their hands full What else to say Just a job,nan,nan,Data Scientist,Former Employee,Menlo Park CA,10/9/2021
3,Good place to work as a noob out of school,Do you believe in their mission and the direction they are going and actions corrective they have taken It started out as connecting people together and bringing the world together which is fine Now it seems they want you to be in their metaverse universe where you create a “twin” of yourself in the internet so you can live and also conduct commerce and be bombarded with ads No thanks,Free stuff every quarter,Authentic self is more said than expected,Manager,Former Employee,Fremont CA,4/9/2021
3,Fun place to work good pay,Fun place to work good pay contractors get treated very badly Management always cover themselves and don’t care about supporting the team 3 Free meals a day time off is hard to get,nan,nan,Administrative Assistant,Former Employee,New York State,16/08/2021
5,Great place to work,I love working here It has changed my life and given me many amazing professional and person life experiences to live by I left due to relocation but recommend anyone to work here,nan,nan,Receptionist,Current Employee,Menlo Park CA,2/8/2021
4,Good place to work,people work with are smart and helpful Job is challenging but with good support good pay and benefits easy internal transfer policy overall a good place to work for,nan,nan,Data Scientist,Current Employee,Menlo Park CA,27/07/2021
5,good company,very clear annd honest company it is vert easy to rise through your job tht is why it is one of the most important place to work go ahead you will not regret,nan,nan,Coder I,Former Employee,Boston MA,25/07/2021
2,So Phony,Facebook has incredible pay and benefits but is rotten to the core After working there I do not believe the company truly cares about the evil it causes around the world It sees threats everywhere and no one is allowed to question its mission or practices Internally the promotion system is shallow and a constant source of stress Its Lord of the Flies disguised as utopia If you want to work somewhere where you will literally be coached to keep a phony smile on your face and pretend all your work is solid gold no matter how worthless it is this is your company,nan,nan,Facebook Analyst,Former Employee,Menlo Park CA,15/07/2021
4,its okay,nothing to write home about benefits and such are average for this kind of industry and industry family other than that i would say it largely depends on where you work,nan,nan,Manager,Former Employee,San Francisco CA,6/7/2021
4,Management team players,Working at Facebook is like heaven on earth in the working world An environment potential driven full of whiteboards spunk and possibility of becoming anything you want to be You either immediately feel connected or immediately want to join this group of approachable kind brilliant team players You cant help but want to please the management here success thrives because they are high vibrational non judgemental The Security team is top notch,nan,nan,Security,Former Employee,New York NY,8/6/2021
4,Productive and a fun place to work at,Working at facebook is like being part of a community where everyone is always willing to help you grow I have gained most of my confidence in a work environment by working at Facebook,nan,nan,Administrative Assistant,Former Employee,Austin TX,6/6/2021
4,Great pay and global brand,Very supportive environment Transparent Well compensated staff Impactful products which many people use Very peoplefirst environment encourages worklife balance,nan,nan,Recruiter,Current Employee,San Francisco Bay Area CA,19/05/2021
5,All great,FB is a fantastic place to work The company is growing like crazy so theres always new projects or opportunities to be had Its very much a startup company in a big companys body So if youre an innovator and a selfstarter youll love it here,nan,nan,Learning Delivery Partner,Current Employee,Austin TX,4/5/2021
3,Great pay and perks hard to level up and showcase impact,Good pay and perks It is a Fastpaced environment There is alot to learn and to master The company has grown a lot therefore there is a lot of internal competition and the environment can feel cutthroat,nan,nan,Recruiting Specialist,Former Employee,Menlo Park CA,29/04/2021
5,Productive and fun workplace,Its a good place to work and is a fun place to work Ive learned from working here and the people I work with are really nice I love my manager and they listen to you,nan,nan,Language Technology Analyst,Current Employee,Mountain View CA,22/04/2021
3,Pretty average tech job,I havent worked anywhere else but so far no major complaints Pay is very good Performance evaluation process sucks there is a form of stack ranking,nan,nan,Software Engineer,Current Employee,New York NY,19/04/2021
4,Productive and fun place to be,I really enjoy the culture the mission and the work balance People are ready to help and support you accomplish your task Very dynamique and open culture,nan,nan,Manager,Former Employee,Dubai llc,17/04/2021
1,Terrible place with terrible ideals,The people at Facebook are not interested in anything but making money and putting you and your ideals down Rather than cultivating a place where its about providing a service all they care about is how much money they make with crooked dealings,nan,nan,Technical Support,Former Employee,California,12/4/2021
1,Counterproductive toxic,Run Depending on your work life balance requirements You’ll have work They don’t let you have a life The whole team works on call Monday through Sunday,nan,nan,Internal tools,Former Employee,Menlo Park CA,8/4/2021
5,Overall good community,Facebook has been a great employer you will meet great people and experience rewarding work The worklife balance is reasonable you just need to adapt quickly and learn how to manage your time,nan,nan,Marketing Intern,Former Employee,San Francisco CA,31/03/2021
3,Not be all end all,Toxic workplace if surrounded by the wrong team opportunity for growth limited to friends of management free food and beverages relaxed office environment,nan,nan,Product Manager,Former Employee,Austin TX,30/03/2021
5,fun work great pay and beneifts,I interned here great people fun work not AMAZING but not iwanttodieeverytimeigetreadyforwork amazing benefits and pay Overall highly recommend feels like a mini vacation,nan,nan,Software Engineering Intern,Former Employee,Menlo Park CA,30/03/2021
3,Good but you feel that you are nothing,Working at facebook is good for the resume but you dont have to forget that it is very huge company you cannot present your self no even progression,nan,nan,Software Engineer,Former Employee,Palo Alto CA,28/03/2021
4,Innovative and active atmosphere,Great place for engineers and researchers to explore new technologies Great compensation fastpaced workplace culture Its also a good place for learning from talented coworkers,nan,nan,Research Intern,Former Employee,Menlo Park CA,27/03/2021
4,Great people and company poor middle management,For nontech roles growth is slow or nonexistent Promotions are lagging and transfering is lateral Witnessed great people leave at level 56 because of bad managers and no growth Coworkers are amazing and people are smart and truly care about Facebooks mission,nan,nan,Content,Current Employee,Menlo Park CA,8/3/2021
1,Gikck,I really didn’t enjoy my time here The workload was so heavy and I wasn’t treated well at all I was basically just an errand boy for everyone else that was important and all the other interns got treated the same way,nan,nan,Intern,Former Employee,San Jose CA,3/3/2021
5,Great place to work in all terms,It was great working here Everyday there was something new to learn and new people to meet with Company has lot to give as perks for employees like Kitchen in office free refreshments hardware supports to fill your work style needs HomeWorkHome travel convenience and outstation tours,nan,nan,Visualiser,Former Employee,Gurgaon Haryana,8/2/2021
4,Great pay but very little work life balance,If you want to advance your career meet and work with really smart people and secure your financial future this is the place for you The culture is great if you are really into doing things fast and making an impact from very early on,nan,nan,Data Analyst,Former Employee,Menlo Park CA,5/2/2021
5,Overall good experience,My time here was really really well spent I had good managers and learned a lot The environment was good and productive and I had a good support system,nan,nan,Sales Associate,Former Employee,Silicon Valley CA,2/2/2021
5,Fun job,Fun place to work Everyone is super helpful and encouraging There’s possibility to grow and learn new skills The environment was positive and energetic,nan,nan,Event Staff,Former Employee,Menlo Park CA,30/01/2021
4,Okay fresh outta college work,Work was alright pretty repetitive everyday is pretty much the same As a contractor you dont get much voices out Pay was meh But the free food and drinks do make it up,nan,nan,Content Reviewer,Former Employee,Mountain View CA,28/01/2021
4,Great place to work,This is a wonderful organization Everyone treats each other with respect You get to learn a lot and their is free meals everyday I would recommend this place to anyone,nan,nan,Network Deployment Engineer,Former Employee,California,25/01/2021
5,Very free but professional environment endless opportunity,Best job I ever had I really enjoy working for this company the pay more than fair the environment was a productive friendly professional one it really is one of a kind I recommend this job to anyone it’s a job that if you want a chance to make money doing something that’s worth it,nan,nan,Security Officer Manager,Former Employee,Austin TX,17/01/2021
5,Productive and fun workplace,Productive and fun workplace Management is really hands on and help you to do better your job Associates are amazing a great diverse team but always cooperative Everybody treat others with respect and empathy,nan,nan,Employee,Former Employee,Los Angeles CA,11/1/2021
5,Good atmosphere at work place,Its better job Timings is too better and no extra time spending Good response from team leader and management No job pressure Better for the my suggestion,nan,nan,Data Analyst,Current Employee,Warangal Telangana,30/12/2020
5,I really enjoy working at Facebook,The teams I interact with are outstanding I am constantly doing work I enjoy and that drives me to do and learn more There are constantly projects that help me grow and perform at the highest level We are regularly recognized for our hard work and achievements,nan,nan,Critical Facilities Engineer,Current Employee,Prineville OR,11/12/2020
5,Facebook Review,Overall great company to work at especially if you are young as the company doesnt have great work life balance but huge opportunity to learn and push impact,nan,nan,Project Manager,Current Employee,Menlo Park CA,4/12/2020
2,Burned out at 3 months,Go and do your best but set your expectations very low of what youll actually be able to accomplish unless you have all the evenings and weekends in the world to spend on work Then enjoy Going remote has made it even more difficult to understand whats going on especially if youre new Unless you are obsessed with your job 247 you will have no idea what youre supposed to be doing until 115 years in thats how long most folks told me it took before things finally started to make sense Its much easier to be homegrown at Facebook and work your way up to digest the culture rather than coming in totally new Former interns or those who started at the bottom and transferred internally seem to do really well understanding and thriving in FB culture is key here Visibility and writing notes are everything,nan,nan,Anonymous,Current Employee,Menlo Park CA,2/12/2020
