Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
4,Competitive but good working environmet,Must be ready to face the competitive culture But overall the work culture is okay and the colleagues are nice they have regular department activities snacks corner and birthday celebrations,nan,nan,System Engineer,Former Employee,Singapore,21/09/2022
5,Nice colleagues and bosses,Supportive bosses and friendly colleagues Plenty of benefits There is in house cafeteria and clinic Plenty of trainings to upgrade yourself in every area,nan,nan,Specialist,Former Employee,Melaka,14/09/2022
5,Extraordinary company,Incredible growth opportunities lie here build a future and feel free to stay Youre more than welcome to stay with a vast and diverse team Infineon technologies are nothing like any company Ive worked for and I wont be leaving anytime soon,nan,nan,Wafer Fab Operator,Current Employee,Austin TX,09/09/2022
4,Good Management with Good salary,Everything is good the tasks is easy to do the colleagues are all friendly and nice Senior will guide and teach you if you are new hire The salary and benefits are also very good and interesting However even though the working hours is flexible the staff tend to work extra time due to meet the KPI etc less work life balance,nan,nan,Finance,Current Employee,Melaka City,09/09/2022
5,A little bit stress but interesting,The job not really much but was difficult and expected to learn things on your own Overall experience was good for development of new skills Good benefit even for intern,nan,nan,Intern,Former Employee,Malaysia,06/09/2022
3,focus only on Germany and less on other sites including US,its good if you are in Germany HQ Otherwise you will be treated as secondary and less important Work life balance is good with decent pay But almost no stocks for US,nan,nan,Finance accounting,Current Employee,San Francisco Bay Area CA,25/08/2022
5,A Company That Cares,I truly feel like Infineon cares about me my development my mental health and my family My manager is a great role model and always willing to help me learn and grow,nan,nan,HR Specialist,Current Employee,San Jose CA,24/08/2022
5,fun environment free parking,Depend on your boss in departmentIf fun will motivate you If notyou will still can adaptannual bonusesAnnual dinner yearly incrementCold workplace,nan,nan,Technician,Former Employee,Die bond,24/08/2022
3,Decent job stability and benefits,Working here is decent and the people are alright The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,11/03/2022
4,Stable company,Good work place environment and company culture Management cares about employees A bit processoriented sometimes too many meetings and internal conference calls,nan,nan,Application Engineer,Current Employee,San Jose CA,19/08/2022
5,Great place to work low increment,Very nice to work slowpaced you can work at your own pace flexible and 40 work from home available for ITsupporting function Good and supportive manager however promotion quite hard to come by due to all the dinosaur in the company,nan,nan,IT Engineer,Current Employee,Melaka,17/08/2022
3,No experiences needed,just an ok company to work for if you dont have experience I worked in production line Management said one thing and did another The culture and the work are tedious Depend on your personality this company did not work for me,nan,nan,film department,Former Employee,San Jose CA,17/08/2022
4,Productive and organized,As soon as you start you begin safety classes and working on tool sets you will be working on There is required testing to work on the different machines There not hard as long as you pay attention its pretty easy They are safety and goal oriented The shifts are long but the days off are worth it,nan,nan,Production Floor Lead,Former Employee,Temecula CA,08/08/2022
4,Great company with low ball salaries,The company culture is great but the compensation isnt as great as other semiconductor companies Also the work life balance is great at Infineon,nan,nan,Application Engineer,Current Employee,California,31/07/2022
4,Good work life balance but career progression is very slow,The company promotes good work life balance and a lot of alignment meetings needed before making any changes It offers free linkedin trainings so you can learn anything you are interested in On the other hand the pace is quite slow therefore career progression is also very slow as compared to competitors The salary is below industry average so if you want fast career progress or high salary better consider other companies,nan,nan,Project Manager,Current Employee,Singapore,07/07/2022
5,Productive and Great workplace work life balance is great,Management is not that supportive Workplace culture is awesome Self organized teams great learning at work everyday Internal processes and trainings are very good,nan,nan,Project Manager,Current Employee,Bangalore India,07/07/2022
5,Cool place to work,One of the fine companies and best infrastructure to work for Good learning and responsible managers Great for beginners and experienced Need to improve on perks and benefits,nan,nan,Senior Staff Engineer,Current Employee,Bangalore Karnataka,17/06/2022
1,Employees are just a number,Most of the jobs are based on routine tasks Its not really challenging Still the work environment is good and the company assures you have a good personalworklife balance,nan,nan,Analyst,Former Employee,Porto,13/06/2022
3,probably good if you work at Campeon,Being in the Americas at Infineon puts you at a distinct disadvantage You are bound by different rules and dont have the perks and benefits that they enjoy at HQ,nan,nan,Process Engineer,Current Employee,San Jose CA,06/06/2022
4,Good opportunity,Upper management is great will support at high level Middle management not so supportive Lack experience to lead staff pretty much messengers of the company Still good company,nan,nan,Machine Operator,Current Employee,Leominster MA,06/06/2022
4,great place to worked,great place to work herethis is my first company and really unbelievable i can stay here for 9 years until nowi missed the working environment here,nan,nan,Administration AssistantFunctional Assistant,Former Employee,Kulim,14/05/2022
4,Stable work schedule and hours,Great first job Hours are consistent and offers overtime when needs help moving products through the line Benefits were great as well however if youre not interested in semiconductor or willing to move up from an entry level operator position the job becomes lackluster,nan,nan,Clean Room Operator,Former Employee,Temecula CA,12/05/2022
5,They treat they people well I really think they care about their employees,Good company and recommended applying if an opportunity comes up There are good benefits and good people Management often gives all hands meetings to keep everyone informed They are very open to advancing within the company,nan,nan,Senior Specialist,Current Employee,Temecula CA,08/05/2022
4,Secure and worklife balance,I was able to grow within the company but after a while not being located at the headquarters it felt dificult to find new chalenges that really impacted the company,nan,nan,Specialist,Current Employee,Portugal,02/05/2022
4,Good colleagues and management,Good management Reasonable pay and benefits Comfortable place to work Fun and exciting events and team parties The best directors and managers youll ever met Leaving them only because for a career change,nan,nan,Assistant Technician,Former Employee,Cavite,28/04/2022
4,Decent culture and pay learning is encouraged,Decent culture with supportive colleagues Benefits and compensation are good as company is doing well recently Programmes in place to encourage employees to learn,nan,nan,Planner,Current Employee,Singapore,20/04/2022
5,productive and fun friendly and respecfully to others,respicted others focus on site friendly and one team cooperate to others slow to operate must be carefully no need to fast working time must on time to time,nan,nan,Machine Operator,Former Employee,POEA Malaysia,27/03/2022
4,A nice place to work,Learned a lot of things here Seniors are also willing to teach But work life is not really balance as we need to complete reports even on weekend to rush cycle time,nan,nan,FA engineer,Current Employee,Melaka,19/03/2022
5,Productive and fun,Amazing work life balance The schedule I had was 3 days working and every other week we worked 4 days Not to mention everyone was very friendly and welcoming,nan,nan,Wafer Fab Operator,Former Employee,Temecula CA,18/03/2022
3,Decent job stability and benefits,Working here is decent and the people are alright The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,11/03/2022
5,Great place to work,Very nice environment which maintain the green vibes and clean Systematic management whicl allows workers to communicate easily Fun activities to create good relationship and cooperation among workers,nan,nan,Quality control and inspections,Former Employee,Malacca,02/03/2022
5,Very nice depending on which position you work at,85 hour shift with two enforced breaks morning afternoon or night shift management can be very nice or not depending on the team depends on team meeting nice people and learning many new thinks,pay is fair even for entry level jobs and if you are in shift work you do not work more than 8 5 hours,could be stressfull to coordinate breaks in certain teams,Clean Room Operator,Former Employee,Austria,02/03/2022
1,very unprofessional work environment supervisors choose favorites among operators which are more catered to,unprofessional work environment unethical work treatment supervisors micromanage operators they expect you to also sit down and do nothing instead of training you on new tools,nan,nan,Wafer Fab Operator,Former Employee,Temecula CA,28/02/2022
4,Great place to gain knowledges and experiences,1 Supportive team 2 Collaborative management 3 Great working culture 4 Good benefits provided to employees 5 Incentives and bonuses are well paid,nan,nan,Senior EHS Engineer,Current Employee,Kulim,16/02/2022
3,Not a bad place to intern,Internship here is okay there are projects to do from time to time but depending on how fast you complete your work but you might run out of work fast,nan,nan,Process Engineering Intern,Current Employee,Leominster MA,02/02/2022
4,nice,It is a decent enough workplace process oriented which can sometimes be an issue in fast decision making Leaders in their domain decent work life balance,nan,nan,Senior Staff Engineer,Current Employee,Bangalore Karnataka,24/01/2022
5,Great place to work,Good reviews Enjoyed working there People expected good work and attitude Was treated with respect and valued your opinions Wages were well compensated,nan,nan,Technician V,Former Employee,Temecula CA,20/01/2022
4,Great place to work,Great place to work No complaints Pleasure working with coworkers Productive place to work If you get the right people it makes the days go by quick and easy,nan,nan,Facilities Technician,Current Employee,Temecula CA,12/01/2022
1,Stubborn and people stays in one place over 25 years,99 people works in this site more than 25 years and most people used to the way since 25 years ago and insist the way they are doing without problem Not open mind to learn whats going on outside and trying to get better and better because they think they are the best,nan,nan,Materials Manager,Current Employee,Austin TX,14/12/2021
4,Fun workplace,Vary career path managerial technical specialist and project management but due to big organization sometimes it takes too long to make decisions Management is transparent regarding KPI targets and results as well as the companys failures and successes every quarter so that employees know the condition of the company,nan,nan,Automation Manager,Former Employee,Singapore and Batam,08/12/2021
5,Productive and Fun place,I learned a lot at the company I was assigned small tasks since I was just an internOverall it was a great experience for a student like me to work in a big company like this one,nan,nan,Test Engineer Intern,Former Employee,Munich Germany,05/12/2021
4,Productive and Fun,Was a nice experience overall Supportive management and colleagues Accessible location with many eateries around Lots of training provided Fair management,nan,nan,Senior Systems Engineer,Current Employee,Central Singapore,02/12/2021
5,Learning new things and happy to work at workplace,Focus on the company and your individual experience while employed there Provide reasons for why you liked or disliked working at the company Ensure any facts you include in your review are true and accurate,nan,nan,Operator visual inspection,Former Employee,Batu Berendam Melaka,01/12/2021
2,Good temp job but no job security,Its a great temp job but there is no job security First shift supervisor is a hot mess I was to train for two weeks on first shift before going to third shift which I was hired for That turned into two months Then they fired half of the third shift and lied about the reason why,nan,nan,Testerfinisher,Former Employee,Leominster MA,30/11/2021
4,Work life balanced,People oriented company Good in promoting great place to work A lot of training provided to the employee Employee is very clear on his job scope Provide career development for every employee,nan,nan,Equipment engineering,Current Employee,Melaka,29/11/2021
5,Its a nice place to work For me there was no stress at all working on my own phase nice invironment and very nice people around me,Excellent company Ive ever work with Good inviroment good salary good benefits was working on my own phase and meet beautiful nice people who are so very respectful and friendly,nan,nan,Reliability operator,Former Employee,Temecula CA,17/11/2021
4,productive,As a operation specialist i was been learned a lot of things specially in work placerespect othercommunication and understand the situationAs a leader in one department area is a good experienceto motivate and teach other people in order to have a good result,nan,nan,Operation specialist,Former Employee,Kedah,12/11/2021
3,great place to work,if i get a chance to work there for second time i will try my best because i really enjoy to work there In infineon we work in team work and the working area is very comfortable,nan,nan,process engineer,Former Employee,Melacca,07/11/2021
4,Good workplace with great benefits not very ambitious though,Team and workplace is good but job can be dull at times due to overly procedural and restrictive way of working Still feels very Siemens like culture in that it is a bit of rigid work environment,nan,nan,Project Manager,Current Employee,Munich,22/10/2021
5,Fun and flexible working hours,Flexible break time u have to manage your time but tally with regulations each employee helpful and hardwork Here you can learn new things from everyone,nan,nan,METROLOGY MIG TECHNICIAN FGDP,Current Employee,Kulim,15/10/2021
3,Decent job stability and benefits,Working here is decent and the people are alright The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,11/03/2022
5,Good environment typical large company,I feel comfortable to see Asian women in their posters My boss and colleagues are nice it’s a very international team Most managers are German men,nan,nan,Working Student,Former Employee,Munich ND,04/10/2021
3,Customer Logistics Management CLM Dublin Ireland,High staff rotation and you end up with quite a big portfolio of customers to look after Tasks are quite repetitive and you have absolutely no influence whatsoever to solve issues you simply depend on management to take decisions but you are the one having to face customers and having to listen to their rants 247 For the last year it has been one escalation after the other customers complaining about delivery delays business has grown so much that the company should employ double the amount of the staff that they have at the moment Benefits are OK but there is no flexibility and you end up doing overtime pretty much every day because the demand coming from customer is just too high and its impossible to fulfill properly You are supposed to be some sort of supply chain specialist but you simply work in a glorified call center,Travel ticket health insurance pension scheme central location in Dublin city,Very stressful environment high turnover repetitive tasks no career opportunities,Customer Logistics Management CLM,Former Employee,Dublin County Dublin,29/09/2021
5,It is fun and productive to work in Infineon,Working in Infineon where collaboration with various colleagues across different function and sites makes the work more challenging and fun It builds more confidence and promote an open culture to everyone Management are very supportive in achieving the goal of the team and enabling open communication,nan,nan,Senior Manager Finance,Current Employee,Muntinlupa,20/09/2021
4,Considerate company with both the bottom line and it’s people as top priorities,I do believe the European leadership of this company care about both their employees well being and the profitability of the company itself which is rare The work load is high hours are long organizational complexity abound and decisionmaking is often slow because of it But all the individual players support and encourage one another for the most part and there is a generally positive company culture,nan,nan,Sr Business Manager,Current Employee,California,14/09/2021
4,Not a bad company it all depends on who your supervisor and line managers are,The top management dictates a lot of things without consensus from the employees So you need to be careful about that The bonus is great The culture varies among department to department,nan,nan,Engineer,Current Employee,Kulim MY,21/08/2021
1,Bias Management,Need to change management especially in Austin Texas they dont care about their employees Pay not enough Management keeps promoting employees that are not even qualified to do their tasks Training SUCKS Need new management in ALL department,nan,nan,Operator,Former Employee,Austin TX,11/07/2021
3,Wonderful worklife balance terrible management,Twelve hour shifts means lots more time off It also means that if you’re used to a lot of physical activity this place will make you think twice on your fourth day of work in a row My hips won’t ever recover I think Even that wasn’t a big deal Lots of time off means I’ll gladly work through the pain to get there No what irks me most is the management that doesn’t seem to care about the amount of pain their employees are in and instead care about production metrics because the size of their bonuses I was routinely complained at by my manager for sitting to rest for two minutes Never mind the fact that my bay was in ship shape and all the tools were loaded and working fine No that only meant I should find something else to do after having just literally walked two miles in an hour back and forth from the stocker to the machines in the bay The job is easy The managers pushing you to do more never mind your health are evil Sound like a familiar company sharing a name with a rainforest Insurance is fine Pay could always be better Cool that there’s a cafe and convenience store on site not cool that everything is hilariously overpriced and the cafeteria is the only thing that doesn’t operate 247 We were told we should care about production metrics We were never given any incentive to do so Raises are too infrequent and too small to be worth concerning yourself with People are not robots Stop treating them like they are,nan,nan,Wafer Fab Machine Operator,Current Employee,Austin TX,08/07/2021
2,Poorly Managed,Working here comes with a lot of unfulfilled promises and lack of appreciation Compensation is poor and management does not value the effort of its employees,nan,nan,Material HandlerWarehouse Associate,Former Employee,Mesa AZ,24/06/2021
2,Easy job but can be bad for your mental health,Very easy job once you get the hang of it and the work life balance is great but standing and working the 12 hours you’re there can feel like an eternity No music or anything to distract you from your thoughts while you’re wearing a smok all day it becomes mentally and physically exhausting No growth as I’ve seen people there for years with barely any raises Depressing and pay isn’t worth it,nan,nan,Semiconductor Operator,Former Employee,Austin TX,23/06/2021
3,Okay Opportunity,Working for a global company comes with its challenges The environment was very bland and boring I was a contracted employee so I didnt feel very included or invested in but I did enjoy the work and the job served its purpose for the time being,nan,nan,HR People Leadership Development Coordinator Temporary Contract,Former Employee,El Segundo CA,11/06/2021
5,arrangements working,Working in this company very okay but arrangements in production not okay arrangements working step and instructions not consistentbasic in this company ver low not suitable with educationwokring background,nan,nan,Senior operations,Former Employee,Kedah,24/05/2021
5,Great Place to continue to learn,This was a great place to work for but unfortunately the company has decided to move its facilities outside the US This site was progressing rapidly but costs more to operate than other locations,nan,nan,Engineering Lab Technician,Former Employee,Temecula CA,24/05/2021
4,Productive work place great place to e,Great place to work lots of good peoplethe department I was employed was probei didn’t think that the payed enough for the kind work I was involved in,nan,nan,Operator Inspector,Former Employee,Temecula CA,14/05/2021
5,Great workplace with helpful supportive Team members,The team I work with is supportive and understanding Nice working environment as well The onboarding was smooth given the Pandemic And the social distancing was well managed with the flexibility of working in the office to remote working,nan,nan,WorkStudent,Current Employee,München,06/05/2021
3,Great worklife balance but Management needs to listen,At infineon the worklife balance is great They allow you to take when needed for personal or medical issues The problem is that Non exempt employees are treated as a lower class than the exempt employees in terms of time off Disability and equal pay They low ball salaries and rarely listen,nan,nan,employee,Current Employee,USA,12/04/2021
4,Interview,The interview was so stress free and fun they asked me questions related to coding but it was like I was talking to a big brother and explaining to them Have never thought that interview process could be so amazing,nan,nan,Internship Trainee,Current Employee,Bengal IN,11/04/2021
3,Nice place to work at,Good place to work especially for freshers its hard to distinguish technical knowledge of the managers keep taking challenges through their innovation challenges,nan,nan,Validation Engineer,Former Employee,bangalore,08/04/2021
5,A competency culture,My division was spun off but I was able to work there for 6 yrs I was both in the USA and Germany promoted purely on competence and ability to support the customer and company my career was blindingly fast tracked I loved it I miss it and I encourage anyone to seek a company like this or Siemens from where Infineon was rooted In 6 years I had processes tools training and management responsibility like no place since Thank you for the great experience diversity age gender and experience not an impedence for those that were capable anyone could rise to the top Never saw anyone hired for diversity and never saw anyone held back eitheryet they attracted top talent and great performance from everywhere with great benefits and excellent retention,nan,nan,2 Senior Process Manufacturing Engineer,Former Employee,Sandston VA,03/04/2021
5,Work Hard Play Hard,Infineon is a great place to work I was never micromanaged The company isvery flexible and they dont give you a hassle about working remote however you are expected to get your work done They have a lot of fun activities for team buildingits a great company,nan,nan,Accountant,Former Employee,Livonia MI,28/03/2021
4,A very diversified company with different cultures This is both an advantage and disadvantage of this company,A good company to work for with very good benefits However work personal life balance is a big concern for some employees Career growth is sometimes dependent on locations region,nan,nan,Senior Manager,Current Employee,Temecula CA,26/03/2021
3,Decent job stability and benefits,Working here is decent and the people are alright The benefits and the hob stability are the things that make people stay at the company for a very long time,Variable bonuses,12 hour shifts,Line Technician,Former Employee,Kallang,11/03/2022
1,Process oriented and micromanagement,Everything is process oriented Lots of politics and micromanagement Lots of managers Flexible timing Lots of work pressure They say appraisal depends on individuals performance but in reality appraisals are already fixed long before,Free lunch,Worst managers,Staff Engineer,Current Employee,Bangalore,19/03/2021
4,Great Place to Work at Infineon and many benefits for salary,1 Great place to work 2 Production must always green and meet target for OEE 3 Communication is very important 4 increasing overtime 5 high salary,Meal allowance for public holiday,Short breaktime,Process Technician,Current Employee,Melacca,18/03/2021
4,I recommend it,Well paid positions organized company nice facilities in a nice location flexibility about working hours In my team there was not the guidance and the help a master student need,nan,nan,Internship,Former Employee,Villach,02/02/2021
5,what you learned,Teamwork is excellent Want to learn to continues growing Focus on the company and your individual experience while employed there workplace culture,nan,nan,Test Operator,Current Employee,Leominster MA,11/01/2021
4,Great company and culture Very employee oriented,Great company and culture Very employee oriented Solid management and staff and very proactive Great corporate executive team also Very down to earth,nan,nan,HR,Current Employee,California,27/12/2020
5,Great environment,Happy and great place to work Good organisation of management which can guide new employees very well and trained well Environmental place to work,nan,nan,QC Inspector,Former Employee,Singapore,08/12/2020
4,Its got a good work environment Low pay low raise good benefits I suppose,I like the work I was doing as a Probe Machine Operator just because I do not like working in a customer service field You mostly interact with tools instead of people which is a big plus for me,nan,nan,Probe Machine Operator,Former Employee,Temecula CA,06/11/2020
3,Good job no job security,Worklife balance Worklife balance at Infineon Technologies is pretty balanced Usually you would volunteer if you wanted overtime But they have regular shifts Pay benefits My pay and benefits at Infineon Technologies are pay is a little bit low for a tech job in the Silicon Valley but I guess it matches the work level and skill level as well Job security and advancement In terms of job security at Infineon Technologies there is no job security there 80 of their work is based on mostly government contract work If work goes bad or gets slow there goes your job Management In general managers at Infineon Technologies are for the most part fair Culture Collaboration with my colleagues at Infineon Technologies is staff can be rude sometimes And not very team friendly Overall My experience working at Infineon Technologies started good but ended bad Management started making mistakes causing problems with employees Shift managers at times were negligent allowing employees to misbehave,nan,nan,Die Attach Technician,Former Employee,Morgan Hill CA,17/10/2020
3,Mmmm I think this is a good site and that I would not be using the site to represent them in my locality,I wanted to have a chance to be in Boché and to work for the city I think I have adequate capacities and am very perfoment for your of all fate that it is in the field of manager I am sure that I assured,nan,nan,Marketing Executive,Former Employee,Bouaké,20/09/2020
4,Great place to work,The culture at Infineon is always uplifting and it wont take long for you to call them family The company is truly processoriented and I find that very pleasant Collaboration is key and everyone is willing to pitch in to help whenever is needed,nan,nan,Executive Administrative Assistant,Current Employee,Andover MA,06/09/2020
5,Love the environment,It is a nice place to work with I also enjoyed the people I worked with It was a friendly and fun atmosphere and I actually enjoyed going to work each morning I can establish my knowledge and gain my experience I have a wonderful team member which can able to collaborate in every problem solving,nan,nan,Internship Trainee,Former Employee,Kedah,02/09/2020
3,Fab operator,Good place to start in the semiconductor business but limited growth potential To much favoritism and not enough opportunities for growth or advancement,nan,nan,Fab Operator level lll,Current Employee,Temecula CA,31/08/2020
4,Productive and fun workplace to work,Basically it’s a nice place to work with I can establish my knowledge and gain my experience I have a wonderful team member which can able to collaborate in every problem solving,nan,nan,Desktop Engineer,Current Employee,Kulim,23/08/2020
5,great place to work,Has great team i learned a lot from trainer to produce good quality of the product Good work culture to work the hardest part of job is when you need to learn something new like operate the machine,nan,nan,Technician,Former Employee,Melacca,20/08/2020
4,Great solid nice workplace,A great company that have a nice systemize worktime break time healthcare high level of quality procedure good salaries allowanceand many benefits Overall Infineon is the best company that I ever work,nan,nan,Operator,Former Employee,MSP,18/08/2020
5,Great Place to work,Go place for career grow and would recommend to stay in this comoany for long termAlso good salary and benefitCompetitive and systematic culture,nan,nan,Project Engineer,Former Employee,Melaka,04/08/2020
