Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
3,Pros Cons of the Temecula site,nan,NAME,Lack of oversight from managers Lack of proper training so tools were not used to their full potential Too much work with too little amount of people Some unethical behavior observed,Anonymous Employee,Former Employee,Temecula CA,21/05/2022
5,Great place to work Good Work Life Balance Excellent Management,nan,Ive been here four years now and am 30 years in industry Its a pleasant surprise that management here is very competent and actually plans and thinks things through about how to get things done IMHO this and their ability to attract and retain talent is the key to our rapid growth Schedules are still reasonable benefits are very good 401k match is very good If you are the kind of person who wants to make great products that work well then this is the place for you,Some of the hangups every global company has sometimes it takes a while to get things done just because the company is so big,Staff Electrical Engineer,Current Employee,Andover MA,12/02/2022
4,Gives good opportunity to learn,nan,Company gives good opportunities to learn and is ready to put responsibilities on you,Pay comparatively less as compared to market price and there will be bit of a work pressure,Senior Test Engineer,Former Employee,Lynnwood WA,15/09/2022
4,Hectic schedule Amazing growth,nan,The schedulework life balance is really hectic But if we show our talent the path for growth is really well defined,No stock options for first 2 levels of employment Bad work schedules,Anonymous Employee,Former Employee,nan,12/09/2022
3,Good place to work at,nan,they have great business processes,things move slowly as compared to Cypress,Staff Specialist Operations,Former Employee,San Jose CA,27/09/2022
5,Great people demanding technical work,nan,The people are awesome As long as the engineers are good amiable people the work is rewarding,Very challenging technical work Requires heavy attention to detail and accuracy,FA Specialist,Former Employee,Temecula CA,17/05/2022
5,very fair and employee oriented company,nan,company has a true culture of supporting its employee workload is balanced,need to move quicker and recruit managers with high technical expertise,Anonymous Employee,Current Employee,nan,04/06/2022
5,Fantastic place to work,nan,Infineon is a great place to work people are very open and collaborative,Problems that most large company,Sales Operations Manager,Current Employee,Raleigh NC,10/06/2022
4,Good company good benefits,nan,Enjoyed my time here Emphasis on job accomplishment and keeping current Helpful coworkers,Metrics driven culture can lead to missing the big picture when the metrics are flawed,Global Planning Analyst,Former Employee,nan,10/08/2022
5,Awesome company,nan,Great benefit and professional training,Low compensation and too much report,Anonymous Employee,Current Employee,nan,13/06/2022
3,Pros Cons of the Temecula site,nan,NAME,Lack of oversight from managers Lack of proper training so tools were not used to their full potential Too much work with too little amount of people Some unethical behavior observed,Anonymous Employee,Former Employee,Temecula CA,21/05/2022
4,Great place,nan,benefits hours time off bonuses the team I work with,honestly I cannot think of any at this time,Anonymous Employee,Current Employee,nan,05/08/2022
4,Very successful company,nan,Lot of highly innovative technical products Very good benefits in US healthcare 401K … Very well structured with robust processes Lot of opportunities for growth through training and short or long term assignments worldwide Lot of autonomy and creativity encouraged welcomed,Work like crazy even weekends and vacations Expected to be always available and react promptly to all requests Little recognition of efforts and success from management Tendency to micromanaging Huge company with 50k employees so takes time to develop a network and get promoted,Senior Quality Manager,Current Employee,El Segundo CA,30/04/2022
4,growing company with opportunity,nan,opportunity with trainings and support,salary is not competitive enough,Anonymous Employee,Former Employee,nan,12/08/2022
2,meh,nan,Management for the most part genuinely cares about the people and employment there is more stable than at most American companies The 401k matching program is very good If you like tradition and wind up with a good manager this company might be a good fit for you,Change is slow and decision making happens in Germany If you are a gogetter this place will drive you nuts Salaries are low and there is no stock option program They grow by acquiring others companies and the mergers can be rough,Anonymous Employee,Former Employee,nan,27/04/2022
5,Best Semiconductor company to work for,nan,Infineon is as an organization really cares about its people their priorities and families I have never worked for a company that promotes great place to work theme this much Revenueprofitability growth bla bla bla comes later Hands down best place to grow if you are technical or business dev,There arent any which is why leaving Infineon was one of the hardest decision I had to make,Marketing Manager,Current Employee,Milpitas CA,25/01/2022
4,Good company culture,nan,Supportive team and very friendly environment,Sometimes new employees are underused,Anonymous Employee,Current Employee,nan,09/08/2022
4,Good company to work,nan,No pressure Easy milestones Good growth,Old technology compared to the competitors,Staff Engineer,Current Employee,nan,01/08/2022
5,Great Overall Company Technology Rich and People Friendly,nan,Great technology portfolio Many intelligent and collaborative people Sincere concern for the working environment and career development,can sometimes be slow to react,Sr Director Marketing,Current Employee,nan,20/04/2022
3,nan,nan,Good spectacular engaging diverse dynamic,Detailed long hours people culture time,Account Manager,Current Employee,nan,05/08/2022
4,Great people growth can be challenging,nan,High quality people Many are very smart Respect and integrity are the norms You can have work life balance,Can be a lack of growth opportunities and compensation can be low,Technical Marketing,Current Employee,nan,30/06/2022
5,Great Management,nan,Management cares about people Strong Stable,not a fast moving company head quarter out side of USA,Director Product Engineering,Current Employee,nan,30/04/2022
3,Analog design,nan,Smart people Helpful and friendly Good Work life balance EndEnd knowledge Learn about system perspective Good Collaboration with other groups,Bad Pay No RSUs No ESPP Benefits are really bad,Staff Design Engineer,Current Employee,Lynnwood WA,26/05/2022
5,Great company to work for,nan,Great spirit and good company to work for,Too many management levels complicated matrix,Procurement,Current Employee,Los Angeles CA,18/04/2022
5,very nice company and culture to work in,nan,good worklife balance A lot of opportunity to growth Good projects and good teams Awesome smart people around,not much to say maybe add office perks to stand out as a tech company rest and recharge area play area like in San Jose,Applications Engineer,Current Employee,nan,28/02/2022
5,Infineon is a good company,nan,Company benefits and culture are good,None Infineon is a good company,Project Manager,Current Employee,nan,25/04/2022
4,Short Review Senior Test Engineer,nan,Good work life balance Interesting work subjects for those in line with electrical engineering data science and computer programming as pertains to semiconductor technology,Lack of personal one to one trainings mostly self training program policy,Senior Test Engineer,Current Employee,San Jose CA,12/06/2022
3,Application Engineer,nan,company has good product lines,too much political and management issue,Engineering,Current Employee,nan,14/07/2022
4,Great company,nan,The values employees great benefits,can improve on giving regions autonomy,Staff Specialist,Current Employee,nan,14/07/2022
5,Great Place to work,nan,good company culture good location growth incentives,I cant think of anything to put as con,Applications Engineer,Current Employee,Warwick RI,04/04/2022
5,No Bad Things to Say,nan,Company places an emphasis on you being human first and an employee second,None really the company and my team are great,Staff Engineer Manufacturing,Current Employee,Temecula CA,16/03/2022
2,Pretty Meh,nan,Big company with decent growth Diversified products,Compensation is on the low side Senior leadership feels out of touch WorkLife balance challenging due to global team collaboration,Test Engineer,Current Employee,Austin TX,19/04/2022
5,Great Management,nan,Management cares about people Strong Stable,not a fast moving company head quarter out side of USA,Director Product Engineering,Current Employee,nan,30/04/2022
4,Great place to work,nan,Consistent work schedule and additional overtime pay,Monotonous management can ease on the micromanaging,Assembly Operator,Former Employee,Temecula CA,27/04/2022
5,Great company to work for,nan,Great spirit and good company to work for,Too many management levels complicated matrix,Procurement,Current Employee,Los Angeles CA,18/04/2022
5,very nice company and culture to work in,nan,good worklife balance A lot of opportunity to growth Good projects and good teams Awesome smart people around,not much to say maybe add office perks to stand out as a tech company rest and recharge area play area like in San Jose,Applications Engineer,Current Employee,nan,28/02/2022
5,Infineon is a good company,nan,Company benefits and culture are good,None Infineon is a good company,Project Manager,Current Employee,nan,25/04/2022
1,Poor management from top to bottom,nan,Old people ready to retire Everyone is dishonest and misleading,Irresponsible old people who don’t care Horrible work culture hiding behind or corporate Germany who are embarrassed when onsite,Project Manager,Current Employee,Austin TX,24/04/2022
5,Great Place to work,nan,good company culture good location growth incentives,I cant think of anything to put as con,Applications Engineer,Current Employee,Warwick RI,04/04/2022
4,good place to work infineon,nan,work life balanced unplug after work time,update slow low ball salary,Design Engineer,Former Employee,Los Angeles CA,20/04/2022
4,Good technology company,nan,Steady top level management with long term view,Some legacy products weighing down new development,Systems Architect,Current Employee,nan,11/04/2022
5,Good company,nan,Good benefits package and good management,Salary pay with no overtime pay,Software Engineer,Current Employee,El Segundo CA,14/02/2022
5,Infineon Technologies,nan,World wide company with 48k employees Good interdivision communication Excellent Benefits,Middle Management communication could be clearer and more aligned with espoused goals,Senior Equipment Engineer,Current Employee,San Diego CA,28/01/2022
2,Pretty Meh,nan,Big company with decent growth Diversified products,Compensation is on the low side Senior leadership feels out of touch WorkLife balance challenging due to global team collaboration,Test Engineer,Current Employee,Austin TX,19/04/2022
4,Great place to work,nan,Consistent work schedule and additional overtime pay,Monotonous management can ease on the micromanaging,Assembly Operator,Former Employee,Temecula CA,27/04/2022
5,Great Company,nan,Successful company to work for,Large organization can be slow at times,Anonymous Employee,Former Employee,nan,02/02/2022
1,Poor management from top to bottom,nan,Old people ready to retire Everyone is dishonest and misleading,Irresponsible old people who don’t care Horrible work culture hiding behind or corporate Germany who are embarrassed when onsite,Project Manager,Current Employee,Austin TX,24/04/2022
5,Great onboarding,nan,Best onboarding of any company I have ever worked for I was assigned a coachmentor and the company had thorough policy training,WAY TOO MANY PROCESSES to remember,Content Manager,Current Employee,Milpitas CA,08/12/2021
5,System Administrator,nan,System Administrator System Administrator System Administrator,der der der der der,Systems Administrator,Current Employee,Austin TX,16/01/2022
4,good place to work infineon,nan,work life balanced unplug after work time,update slow low ball salary,Design Engineer,Former Employee,Los Angeles CA,20/04/2022
5,Great place to grow your career,nan,1 Good work life balance 2 Opportunities to learn and grow in your career 3 Great team collaboration supportive coworkers 4 Competitive benefits 5 Awesome culture 6 Option for permanent remote work depending on role,Complex processes could be improved upon,Talent Attraction Manager,Current Employee,San Jose CA,04/11/2021
4,Good technology company,nan,Steady top level management with long term view,Some legacy products weighing down new development,Systems Architect,Current Employee,nan,11/04/2022
3,Review,nan,They are loyal to their employees,Looks good paper not once you enter the company Very unorganized and hard to make changes,Marketing Communications Specialist,Former Employee,nan,02/04/2022
4,Great company culture better compensation package needed for tech,nan,Great company culture Good opportunity for growth,Compensation package not as competitive as other tech companies,FPA Analyst,Current Employee,San Jose CA,29/03/2022
3,Disorganized,nan,Steady work stable hours good coworkers,Low pay for hours worked disorganized training program rarely communicated expectations extremely understaffed but unwilling to hire more people per module,Manufacturing Wafer Fab Operator,Former Employee,Austin TX,03/12/2021
1,So so,nan,Flexibility and many growth opportunities,Lack of coordination or management with the proper skill set,Anonymous Employee,Former Employee,nan,19/05/2022
3,Nice place to work for but not challenging enough,nan,Good WLB most of the time,Less growth over many years,Software Engineer,Former Employee,nan,18/03/2022
4,New Hire,nan,Infineon really cares about their employees,None at this time thank you,Staff Specialist,Current Employee,nan,23/03/2022
5,Top growing semiconductor company,nan,Competitive pay Good executive direction,European style company for those from US,Field Applications Engineer,Current Employee,Chicago IL,02/12/2021
2,Infineon,nan,Well organized Take care about people,Too well organized Low stock option,Principal Software Engineer,Current Employee,nan,22/03/2022
4,Good company,nan,Good company to start the career with Good investment on education or growth of an employee Great work life balance Great 401k,Pay is not good No ESPP and no performance based bonus,Engineer,Former Employee,nan,06/02/2022
5,Infineon Technologies,nan,World wide company with 48k employees Good interdivision communication Excellent Benefits,Middle Management communication could be clearer and more aligned with espoused goals,Senior Equipment Engineer,Current Employee,San Diego CA,28/01/2022
2,The call center Big no no,nan,Work from home is great,The manager has no clue how to be a people person He is stuck on being a yes man he backstage every person he steps on them on his way up Upper management is no better,Human Resources Specialist HR Specialist,Former Employee,Temecula CA,08/12/2021
4,Good start,nan,It’s a good learning experience,It is a big company,Intern,Current Employee,Boston MA,12/02/2022
5,Great Company,nan,Successful company to work for,Large organization can be slow at times,Anonymous Employee,Former Employee,nan,02/02/2022
4,Looking good,nan,Great four oh one k,I cant think of any,Anonymous Employee,Current Employee,nan,01/02/2022
3,Very relaxed yet aging office,nan,Very relaxed office nature Everyone is very knowledgeable because most of your coworkers in the office have all been there several years,A solid percentage of the office is on the verge of retirement People often too lazy to train correctly or they already retired mentally It all ends up being a you can figure it out based off of what information may be a mystery in and of itself Pay is not good compared to what you are doing This may not be true for an Infineon employee but the Legacy Cypress employees are severely underpaid Wearing multiple hats is good when all those hats are related,Anonymous Employee,Current Employee,Austin TX,08/08/2021
4,Great place to work,nan,Good work life balance Top class technologies at work,compensation increase should be considered better benefits,Device Engineer,Current Employee,Los Angeles CA,21/01/2022
4,Great Place to work if you seek work life balance,nan,Great worklife balance influenced by German culture Smart colleagues High 401k match rate,NAME,Senior Operations Analyst,Former Employee,San Jose CA,23/12/2021
5,Great onboarding,nan,Best onboarding of any company I have ever worked for I was assigned a coachmentor and the company had thorough policy training,WAY TOO MANY PROCESSES to remember,Content Manager,Current Employee,Milpitas CA,08/12/2021
5,System Administrator,nan,System Administrator System Administrator System Administrator,der der der der der,Systems Administrator,Current Employee,Austin TX,16/01/2022
4,Looking good,nan,Great four oh one k,I cant think of any,Anonymous Employee,Current Employee,nan,01/02/2022
3,Very relaxed yet aging office,nan,Very relaxed office nature Everyone is very knowledgeable because most of your coworkers in the office have all been there several years,A solid percentage of the office is on the verge of retirement People often too lazy to train correctly or they already retired mentally It all ends up being a you can figure it out based off of what information may be a mystery in and of itself Pay is not good compared to what you are doing This may not be true for an Infineon employee but the Legacy Cypress employees are severely underpaid Wearing multiple hats is good when all those hats are related,Anonymous Employee,Current Employee,Austin TX,08/08/2021
4,Great place to work,nan,Good work life balance Top class technologies at work,compensation increase should be considered better benefits,Device Engineer,Current Employee,Los Angeles CA,21/01/2022
4,Great Place to work if you seek work life balance,nan,Great worklife balance influenced by German culture Smart colleagues High 401k match rate,NAME,Senior Operations Analyst,Former Employee,San Jose CA,23/12/2021
5,Great Intern Experience,nan,Flexible hours beautiful office nice employees,Very micromanaged not a lot of work for interns to do,Intern,Current Employee,El Segundo CA,16/09/2021
5,FA engineer,nan,A very good Company to work and grow your career,No cons as of now,Failure Analysis Engineer,Current Employee,Livonia MI,18/09/2021
1,Avoid unless your 100 percent political or in germany,nan,None Some people say its good as steady paycheck if you dont mind working for people who dont really care about output or quality Sub par holiday and sick days for US employees and pay is average but german employees have nice pay vacation and opportunities,Very political if your leader is your friend your golden otherwise you will be sidelined regardless of your experience HR is nonexistent if you are in the US Males have preferred treatment regardless of PR hype,Marketing,Former Employee,nan,23/09/2021
5,5,nan,Its a good company to continue grow professionally,They dont pay enough in company,Data Technician,Current Employee,Leominster MA,13/09/2021
5,A good company,nan,Infineon technologies company pays employee very well,Job security is not so good keep closing sites,Anonymous Employee,Current Employee,Los Angeles CA,25/08/2021
5,Good pay and company,nan,Super company and good working culture Nice pay and work life balance,Worst management It need to improve management in tactical layering,Software Developer,Current Employee,nan,11/08/2021
4,Good software engineers but bad managers,nan,Im working the software team and many engineers are hardworking competitive and very friendly,Some highlevel managers of software team dont know much about software so their management doesnt make sense,Anonymous Employee,Current Employee,Portland OR,13/09/2021
4,Solid Company,nan,Coworkers are friendly and create a nice environment for work Upper management does a good job keeping things running and treats employees fairly Not too much micro managing,Not enough time off for US employees 15 days that must be accrued but they make you use 5 days worth of time around the December holidays when they have a company wide shut down so you really only get 10 days to use for the rest of the year Meanwhile our colleagues in Germany seem to get the whole month of august off,Field Sales Engineer,Current Employee,Milpitas CA,17/05/2021
3,Typical German Company,nan,You can work there until you retire,You will never get rich,Sales Director,Current Employee,Milford MI,03/11/2021
5,Good,nan,Good company with good people,There is no cons here,Anonymous Employee,Current Employee,nan,02/11/2021
2,Hr lied,nan,Deposited stock into my bank,Withdrew from my bank when I gave notice,Global Account Manager,Former Employee,Seattle WA,27/10/2021
3,Good products but need more diversity and inclusivety,nan,NAME,NAME,Senior Business Operations Analyst,Current Employee,nan,06/10/2021
4,Treated well,nan,Treat people well fair and equitable,Move slowly as decisions require building a consensus,Controller,Current Employee,Temecula CA,01/10/2021
5,Great Intern Experience,nan,Flexible hours beautiful office nice employees,Very micromanaged not a lot of work for interns to do,Intern,Current Employee,El Segundo CA,16/09/2021
5,FA engineer,nan,A very good Company to work and grow your career,No cons as of now,Failure Analysis Engineer,Current Employee,Livonia MI,18/09/2021
5,5,nan,Its a good company to continue grow professionally,They dont pay enough in company,Data Technician,Current Employee,Leominster MA,13/09/2021
3,Typical German Company,nan,You can work there until you retire,You will never get rich,Sales Director,Current Employee,Milford MI,03/11/2021
2,Hr lied,nan,Deposited stock into my bank,Withdrew from my bank when I gave notice,Global Account Manager,Former Employee,Seattle WA,27/10/2021
5,Great company to work for,nan,Infineon really cares about its employees,So far I do not have anything bad to say,Staff IT Specialist,Current Employee,Austin TX,09/06/2021
3,Good products but need more diversity and inclusivety,nan,NAME,NAME,Senior Business Operations Analyst,Current Employee,nan,06/10/2021
5,Very good,nan,Very good working here great,nothing every thing is good here,ASIC Design Verification Engineer,Current Employee,San Jose CA,20/06/2021
4,Treated well,nan,Treat people well fair and equitable,Move slowly as decisions require building a consensus,Controller,Current Employee,Temecula CA,01/10/2021
5,Review,nan,Open positive culture technology leader,onsite perks such as free food,Sales Manager,Current Employee,nan,19/05/2021
5,A compt that cares about their employees,nan,Cares about employees Great company culture from the top down Known for high performance high quality products Conservative specifications Flexible work hours Very good benefits 401k vacation package Fair company,Title and salary package doesn’t match incoming experience level Salary a bit lower than competitors,Senior Staff Field Applications Engineer,Current Employee,Chicago IL,14/02/2021
