Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
20,No work life balance,,Earn new friendship during stay,No worklife balance and kept on changing GOALS,Executive,Former Employee,Singapore,Mar 14 2023
50,Awesome,,Good and helpful people around,6 days per week instead of 5 days,NTUC JOB PACKER,Former Employee,nan,Mar 15 2023
50,Work life balance,,Work life balance Decent pay and benefit,Lack of communication When having project need to keep on tight timeline,Senior Executive,Current Employee,Singapore,Mar 12 2023
40,Good place to start,,Good starting pay Family culture Performance bonus Retention bonus,Have to work some weekends Unreasonable customers sometimes May have shift work depending on store,Pharmacist,Current Employee,nan,Mar 9 2023
40,Meaningful experience that made me respect the workers there,,Friendly older workers who are willing to guide and help you along 1 hour lunch break given Learn how the supermarket shelfing system works,6 days work weeks and work is tiring Pay was higher due to festive season but regular pay is really not much for the full or part timers Huge respect to all the workers there,Retail Assistant,Former Employee,nan,Feb 20 2023
40,Tired but fun,,Lucky to have good colleagues who made environment fun,Long hours and shift work,Team Leader,Former Employee,Singapore,Mar 12 2023
40,Good stable place to work,,You make a direct impact on the community and it is the most trusted brand in Singapore,Excessive stakeholder alignement management required that slows down decision making,Lead UX Researcher,Current Employee,Singapore,Mar 6 2023
30,Apply if u can handle it,,Good pay flexible hours can work whenever you want,1 Supervisors are rude and dismissive 2 Long standing hours,NTUC JOB PACKER,Former Employee,nan,Mar 8 2023
10,Retail,,Team is friendly Supported by direct bosses and nice colleagues,Minimal work life balance very long hours working on very lean manpower at belowmarket pay,Executive,Current Employee,Singapore,Mar 15 2023
40,Good place,,Work life balance is there,Growth options are less for employees,Data Engineering Manager,Former Employee,Singapore,Mar 9 2023
40,Not a bad employer,,Nice office and friendly colleagues,Lacks some flexibility and creativity,Marketing Executive,Former Employee,Singapore,Feb 28 2023
40,Retail Associate Cashier,,Friendly working environment and its easy to work not too taxing,Some of the customers can be very demanding,Retail AssociateCashier,Current Employee,Clementi New Town,Feb 20 2023
40,An okay job,,Competitive Pay Simple to get hang of,6 day work week standing job,Sales AssociateCashier,Former Employee,Bedok New Town,Feb 24 2023
40,Nice company to work,,Good la good and friendly colleagues,Nothing can think of at the moment,Cashier,Former Employee,Singapore,Feb 22 2023
20,No work life balance,,Earn new friendship during stay,No worklife balance and kept on changing GOALS,Executive,Former Employee,Singapore,Mar 14 2023
40,Part Time NTUC,,NAME,NAME,NTUC JOB PACKER,Current Employee,Singapore,Feb 17 2023
40,Good for short term job,,Application process was straightforward with helpful and kind full time staff to work with,Rigid work schedule unable to choose preferred days,Cashier,Former Employee,nan,Feb 9 2023
40,Good,,Quit good hahahahaha got good,Busy busy busy busy busy,Cashier,Former Employee,Ang Mo Kio New Town,Feb 16 2023
30,Apply if u can handle it,,Good pay flexible hours can work whenever you want,1 Supervisors are rude and dismissive 2 Long standing hours,NTUC JOB PACKER,Former Employee,nan,Mar 8 2023
10,Retail,,Team is friendly Supported by direct bosses and nice colleagues,Minimal work life balance very long hours working on very lean manpower at belowmarket pay,Executive,Current Employee,Singapore,Mar 15 2023
50,Good,,I like to work supermarket beacause i got experince online ecommarce before this at foodpanda online store in malaysia,Friendly enviroment can learn new things,WAREHOUSE STOREKEEPER,Current Employee,nan,Feb 3 2023
50,fabulous,,it has very flexible working hours,work environment was not very friendly,Anonymous Employee,Current Employee,nan,Feb 11 2023
10,HR does not even do the bare minimum,,People are friendly and chill Its a retirement home literally and figuratively,Team and scope changes without consulting employee business verticals get shut down and HR leaves people without roles and ignores junior employees If you are looking to join this place at your start of your career please do not,Executive,Current Employee,nan,Feb 28 2023
40,Nice place to work,,Nice vibes learned a lot from the superior,sometimes things go bit rigid,Administrative,Current Employee,nan,Feb 7 2023
30,Nil,,Good still not bad people,Stil ok salary low side,Anonymous Employee,Former Employee,Clementi New Town,Mar 8 2023
40,Relaxed but repetitive,,Not much skill needed was able to learn what I needed to do on the first day,Average or below average pay,Retail Assistant,Former Employee,nan,Jan 28 2023
20,Average,,NAME,NAME,Part Time Cashier,Former Employee,nan,Mar 5 2023
50,ntuc,,higher hourly wage than average,extremely hectic throughout the day,Sales AssociateCashier,Former Employee,Serangoon,Feb 3 2023
30,1,,a typical day at work what you learned,Standard working hours Might need to do overtime,Operation Assistant,Former Employee,nan,Mar 2 2023
50,Environment,,Friendly colleagues good working environment,not much need to project leave,Salesperson,Current Employee,nan,Feb 1 2023
50,fabulous,,it has very flexible working hours,work environment was not very friendly,Anonymous Employee,Current Employee,nan,Feb 11 2023
40,Nice place to work,,Nice vibes learned a lot from the superior,sometimes things go bit rigid,Administrative,Current Employee,nan,Feb 7 2023
10,Work at your own caution,,Pay was great during periods of holidays 3 allocated workshifts,Employer at the particular branch was extremely rude and demeaning not just to me but other packers and the fulltime staff were scared of him too,PickerPacker,Former Employee,Hougang New Town,Feb 3 2023
40,Relaxed but repetitive,,Not much skill needed was able to learn what I needed to do on the first day,Average or below average pay,Retail Assistant,Former Employee,nan,Jan 28 2023
30,help restock goods on shelves,,flexible hours and you can choose when is a convenient time to work,takes a toll on your back if you are not cautious with how you carry your items can be tiring during festive seasons,Grocery Stocker,Former Employee,Singapore,Jan 19 2023
50,ntuc,,higher hourly wage than average,extremely hectic throughout the day,Sales AssociateCashier,Former Employee,Serangoon,Feb 3 2023
50,Environment,,Friendly colleagues good working environment,not much need to project leave,Salesperson,Current Employee,nan,Feb 1 2023
50,Gud,,Friendly co workers and supervisor Aircon working space,Required to stand up for the whole shift,Retail Assistant,Former Employee,nan,Jan 28 2023
20,ok good exposure,,goood exposure learn alot of things,unfair treatment and bad culture,Team Leader,Current Employee,Bedok New Town,Jan 30 2023
30,happy,,happ to be part of a big team,too many people there yes,Clerk,Former Employee,nan,Jan 26 2023
50,Good Management and able to learn a lot,,Learnt a lot of different skills Made a lot of great interpersonal relationships,Working hours may get long,Part Time Administrative Assistant,Former Employee,nan,Jan 2 2023
50,Job,,Delightful Interesting Insightful Reassuring Descriptive,Disgusting Not knowledgable Sad Jose Lol,ServerWaiter,Current Employee,nan,Jan 12 2023
40,Was very tiring,,Very fun and tiring at same time,Got to know how filthy they keep the food food safety is horrific,Temp Staff,Current Employee,Singapore,Jan 2 2023
40,Exec,,Good work culture and team,Good environment but lower benefits,Executive,Current Employee,nan,Jan 8 2023
40,Cashier,,Fast pace when festive season,Mundane need strength for packing,Part Time,Former Employee,nan,Jan 5 2023
40,No complaints,,NAME,NAME,Senior Software Engineer,Current Employee,Singapore,Dec 30 2022
10,Work at your own caution,,Pay was great during periods of holidays 3 allocated workshifts,Employer at the particular branch was extremely rude and demeaning not just to me but other packers and the fulltime staff were scared of him too,PickerPacker,Former Employee,Hougang New Town,Feb 3 2023
30,help restock goods on shelves,,flexible hours and you can choose when is a convenient time to work,takes a toll on your back if you are not cautious with how you carry your items can be tiring during festive seasons,Grocery Stocker,Former Employee,Singapore,Jan 19 2023
40,Good for part times,,Work can be easily adapted and stressfree and managers are friendly if you have the right working attitude,Sometimes workload can be heavy always have to be on your feet persistence is the key,Service Crew,Current Employee,Yishun New Town,Dec 6 2022
40,Great work life balance but indecisive management,,Flexible great work life balance and team camaraderie,Management keeps changing goals Rapidly shifting goals is disorienting and wastes time,Business Development,Current Employee,nan,Dec 8 2022
30,NTUC Review,,worklife balance stable for tech,the management is not open to suggestions treat employee as resources instead of as assets,Data Analyst,Current Employee,Singapore,Dec 23 2022
40,Cashier,,Fast pace when festive season,Mundane need strength for packing,Part Time,Former Employee,nan,Jan 5 2023
40,No complaints,,NAME,NAME,Senior Software Engineer,Current Employee,Singapore,Dec 30 2022
40,Good for part times,,Work can be easily adapted and stressfree and managers are friendly if you have the right working attitude,Sometimes workload can be heavy always have to be on your feet persistence is the key,Service Crew,Current Employee,Yishun New Town,Dec 6 2022
20,Culture,,Good HR benefits and perks,Bad culture no team spirit selfcentered leaders superficial colleagues,Anonymous Employee,Former Employee,nan,Dec 5 2022
40,Great work life balance but indecisive management,,Flexible great work life balance and team camaraderie,Management keeps changing goals Rapidly shifting goals is disorienting and wastes time,Business Development,Current Employee,nan,Dec 8 2022
30,Sales,,Ok for customer experience so fat,Tiring work day shifting sched,Retail Sales Associate,Former Employee,nan,Dec 13 2022
50,very good,,The management is very good in handling their employees welfare,Working hours is quite long I work 12hrs everyday except on Sunday which is my time off,Outlet Executive,Former Employee,nan,Nov 27 2022
50,Good place to work,,Great place to work with great colleagues,Long working hours but still manageable Its all worth it though,Retail Assistant,Former Employee,nan,Dec 2 2022
40,QA,,NAME,NAME,Anonymous Employee,Current Employee,nan,Nov 26 2022
30,NTUC Review,,worklife balance stable for tech,the management is not open to suggestions treat employee as resources instead of as assets,Data Analyst,Current Employee,Singapore,Dec 23 2022
50,good experience,,straightforward and nice people around,tiring at times and rude customers,Grocery Replenishment Clerk,Former Employee,nan,Nov 16 2022
40,Environment,,Still exist number of friendly and grateful customers who shows their appreciation Direct supervisor can be flexible sometimes which is helpful to students who wants to work part time job while studying This may differ from outlet to outlet,Stressful environment with demanding customers Due to internal conflicts sometimes supervisors may not be as willing to help staff who are not directly under themor in their department,Cashier,Former Employee,nan,Aug 7 2022
50,Part Time Retail Assistant,,No prior experience is required,Fixed monthly schedule with 6 day work week,Part Time Retail Assistant,Current Employee,Singapore,Nov 11 2022
50,The good and bad,,nice other cashiers that help you once if youre confused,temp cashiers are kinda looked at less so,Temp Cashier,Former Employee,nan,Nov 3 2022
50,Good,,Good culture and nice place to work,Long hours at certain peak times,IT Manager,Current Employee,nan,Nov 10 2022
40,Executive,,Different campaigns to handle Friendly colleague,Pay is alright but could be higher,Executive Assistant,Current Employee,nan,Nov 2 2022
40,OK not too bad,,Areas for growth Benefits good,Management micromanaging Overworked at times,Executive Assistant,Former Employee,nan,Oct 18 2022
40,Got to earn quick cash,,Great for earning quick cash during school term breaks,May be a bit rigid but if you get a nice team lead things can be quite flexible,Anonymous Employee,Former Employee,nan,Oct 12 2022
40,So far so good,,Good bonuses ok working environment,Red tapes after red tapes,Category Manager,Current Employee,nan,Oct 26 2022
20,Culture,,Good HR benefits and perks,Bad culture no team spirit selfcentered leaders superficial colleagues,Anonymous Employee,Former Employee,nan,Dec 5 2022
50,Good place to work,,Family oriented Inclusive Nurturing Work life balance,Traditional Hard to climb Big organisation Lack communication,Executive,Current Employee,London England,Oct 17 2022
50,Very good,,Good company and nice working environment,Island wide distribution and long working hour,Anonymous Employee,Former Employee,nan,Oct 18 2022
30,Sales,,Ok for customer experience so fat,Tiring work day shifting sched,Retail Sales Associate,Former Employee,nan,Dec 13 2022
50,IT Specialist,,Work life balance Work From Home,Due to big organization your role is only limited to limited areas hence learning is slow,IT Specialist,Current Employee,nan,Oct 5 2022
30,Undesirable management behaviour,,1 Worthy corporate cause to moderate cost of essentials in Singapore 2 Good teamwork amongst team,1 Organisation is too large hence internal controls are weak 2 Silos exist in a large department 3 Chasing of targets which tires the ground staff out,Manager,Former Employee,nan,Jul 6 2022
30,Good,,Benefits and salary are decent for those who joined from other wellknown organizations Slowpaced,There are many employees who have worked many years with FP and they are not open to new ideas There are not many opportunities to develop yourself in terms of exposure and growth as everything is wellstructured,Ops Manager,Current Employee,Singapore,Nov 4 2022
40,Good working culture,,Excellent working culture and learning opportunities,Slow progression and slower pace in working environment,Executive,Current Employee,nan,Oct 5 2022
20,dont work part time thr,,nth good about it honestly,only gave 15mins break for 6 hr shift,Cashier,Former Employee,Jurong West New Town,Nov 24 2022
50,Worklife balance,,Friendly environment teamworkdriven colleagues and stressfree even though the work is hard,Low salary but feasible amount as i did not have prior experience in the field,Retail Assistant,Current Employee,Punggol,Sep 9 2022
40,Team Leader for NTUC online,,Worked with nice people and decent work benefits,The pay for working hours can be better 8hr shift work 6 days a week there is OT pay but sometimes you have to work full day which becomes a 1315hr work shift,Team Leader,Former Employee,nan,Aug 18 2022
30,Parttime cashier,,NAME,NAME,Cashier,Former Employee,Pioneer,Oct 28 2022
30,Long hours of standing,,people there are friendly and accommodating,not enough training was understaffed during the pandemic,Cashier,Former Employee,nan,Nov 15 2022
30,good part time job,,high salary compare to competitors and low work hours,6 days work week and language barrier,Retail Assistant,Former Employee,nan,Nov 12 2022
50,Friendly Staff,,Able to communicate with supervisors and manager easily,Some shifts might have too little staffseg closing shift,Retail Assistant,Former Employee,nan,Sep 11 2022
50,Company Culture,,Great team culture made some lasting friends during my time there Work is very teamoriented so everyone helps each other out,Nothing that I can think of now,Anonymous Employee,Former Employee,nan,Aug 23 2022
30,Cashier,,Its good to work as a part timer good colleagues,Nasty customer and manager wont side you,Part Time Cashier,Former Employee,nan,Nov 9 2022
40,Low pay,,Friendly people to work with,Have to work with little pay,Delivery Driver,Former Employee,nan,Sep 5 2022
40,Cashier,,Stable income and near to home,Crowd can spike and there may be last minute OT requests,Cashier,Former Employee,nan,Aug 30 2022
40,NTUC STOCKTAKER,,You wont be under constant supervision,Interacting with difficult customers daily,Grocery Stocker,Former Employee,nan,Sep 8 2022
40,Great working environment,,Able to work with friends and decide job scope between staff,Was made to stand for more than 4 hours at safe entry,Part Time Retail Assistant,Current Employee,Yishun New Town,Aug 21 2022
50,RA,,friendly people they are quite helpful,sometimes having to do other peoples job in a sense,Retail Assistant,Former Employee,nan,Aug 19 2022
30,Narcissistic Superior,,Good perks and allowances on top of basic salary,Typical Middle Aged Office Drama,Fruit Packer,Former Employee,Sengkang New Town,Oct 29 2022
40,nan,,Great company with good benefits,Working hours longer than other similar companies,Analyst,Current Employee,Tuas,Aug 27 2022
50,Associate,,Employee Benefits and shopping vouchers,Not really much downside to it,Anonymous Employee,Former Employee,nan,Aug 23 2022
50,Good culture growth industry,,Fast paced and aggressive growth,Conventional and traditional management style,Talent Acquisition Manager,Current Employee,nan,Aug 18 2022
50,Retail Associate,,Good and friendly Coworkers to work with,Reuqire lots of strength to take stock,Retail Associate,Former Employee,nan,Aug 14 2022
30,Nil,,Not bad good pay good colleagues,Nothing to share much on this,Area Manager,Current Employee,Singapore,Oct 22 2022
20,Good,,Ok to work with them,Expectation high Expect you as a full timer,Part Time Cashier,Former Employee,nan,Oct 11 2022
50,Permanent part timer at NTUC,,working environment is really great,rush hour is very busy,Retail Assistant,Current Employee,nan,Jul 29 2022
50,RA,,friendly people they are quite helpful,sometimes having to do other peoples job in a sense,Retail Assistant,Former Employee,nan,Aug 19 2022
20,Traditional Company with traditional benefits,,Environment is forgiving to mistakes and departments you work with are relatively supportive,Lack of learning opportunities Most people who are in the company are either there for very long which means they prefer to stick to old ways OR new people who have no experience in improving the business You will end up having no guidance or learning,Senior Marketing Executive,Current Employee,Singapore,Jan 31 2022
40,nan,,Great company with good benefits,Working hours longer than other similar companies,Analyst,Current Employee,Tuas,Aug 27 2022
50,Associate,,Employee Benefits and shopping vouchers,Not really much downside to it,Anonymous Employee,Former Employee,nan,Aug 23 2022
50,Good culture growth industry,,Fast paced and aggressive growth,Conventional and traditional management style,Talent Acquisition Manager,Current Employee,nan,Aug 18 2022
50,Retail Associate,,Good and friendly Coworkers to work with,Reuqire lots of strength to take stock,Retail Associate,Former Employee,nan,Aug 14 2022
30,Overall Work Environment Sup Par,,Provides AWSPBV bonuses which not many companies do nowadays No politics in work culture Freedom of remoteHybrid Other company benefits Yearly NTUC gift card company outings prices given during online townhalls Crash courses provided,Hierarchical bosses colleagues Micromanagers Extremely slow opportunities for growth Overall mental health support bad even with incompany counselling Workload does not match the salary given Salary is lower than market rate,Team Leader,Current Employee,nan,Jan 25 2022
50,Permanent part timer at NTUC,,working environment is really great,rush hour is very busy,Retail Assistant,Current Employee,nan,Jul 29 2022
30,There are better part time jobs out there,,Flexible Working Hours PTs get bonus too,Depending on management at outlets staff welfare may not be the best Standing for long hours,Retail Assistant,Current Employee,Singapore,Jul 13 2022
50,Environment,,Friendly and helpful colleagues and bosses,Can be improved salary package and yearly increment,Anonymous Employee,Former Employee,nan,Jul 27 2022
50,Na,,Free time can play gamea,Low pay and money and people,Cleaner,Current Employee,nan,Jul 7 2022
50,Good,,Comfortable environment structured work goals,Lack of progression repetitive work,Cashier,Former Employee,nan,Jun 29 2022
40,,,airconditioned and simple tasks to complete,quite tiring to stand for long hours,Cashier,Former Employee,Sengkang New Town,Jul 6 2022
10,Horrible Treatment,,I really wish I can have something to say about this,Too many I am being very serious about this matter I would like to share my parttime experience at Fairprice Ang Mo Kio Branch This is actually to elaborate on the mistreatment of part time staff behind closed doors So I actually was hired through a recruitment agency online The advertisement for the part time job states the timing to be 7am to 3pm 3pm to 10pm The job description was “Event Roadshow Helper” Prior to accepting the job I called up the agent to understand more I specifically mentioned that I will not want a cashiering job because I am not experienced and that I do not wish to make compensation for any cashiering mistakes The agent told me that the event helper will probably have some light cashiering on the roadshow area orand some stockup items on rack at the roadshow area With that I accepted the offer On the first day of work I was assigned to a fullon cashiering job at the main counter not that of the roadshow area The part timers were told that we are supposed to come at least 15 minutes earlier to count our float money and get briefing which will not be payable The shift starts from 9am to 5pm not as per the advertiment post with a break time of 45 minutes starting at 3pm We are all blamed rudely for not preparing our own pen for work despite there was no prior instruction I believe that if the stationery is needed for work it should be provided by the company I was assigned under a senior cashier We both went to one main counter and the queue never stopped None of us part timers were given any prior cashiering training So we are tagged to a senior cashier for the first day to learn as we work There are actually many promotional items that needed to be memorised and it is not automated inside the scanning system or printed in hardcopies for cashier to remember So any mistake made or shortage of cash beyond 5 will be payable by the cashier During my lunch break I was instructed to go into the office with the cashbox after logging off I was told to count my money and make necessary calculations to prepare for the float amount for tomorrow The float amount should total up to 600 but it has to consist very specifically how many numbers of 10 notes 5 notes 2 notes and so on coins included So it took around 10 minutes to count and we have to do it because 3pm is one of the timeslot to make exchanges with the chief cashiers We also have to queue up at the chief cashier counter to exchange our money at 3pm So if you can imagined every cashier who have a lunch break at 3pm will be waiting in queue to make necessary exchanges This will take up around 5 minutes We are told to be back 10 minutes earlier for our break Hence the real break time is around 20 minutes That is not quite sufficient to buy a proper meal and consume We are also instructed by the chief cashiers to not pack any food into the office There is no selfinitiative on my end that I can make this break time situation better The chief cashiers are extremely rude to parttimers and also the senior staff as well They are bullies They exercise their ranks to intimate those who report to them and they never teach us anything They held the seniors responsible for all the parttimers despite it is their manpower management issue to begin with The senior I was assigned to is a responsible hardworking staff who worked for many years But it is unreasonable to expect her to coach me efficiently if the queue is never stopping And I was only “coach” for one day and I was on my own the second day Every morning the chief cashiers will brief the cashiers in a rush They will show many promotional items over a small computer screen They will not be printing any hardcopies of these items for the cashiers They will warn every cashier that it is our responsibilities to memorise these items Specifically one chief cashier warned us not to ring the bell to ask her for help despite this is part of her job to assist the cashiers at the counter should it be necessary She warned us that we have to bear the consequences of any mistakes for these promotional items It is nearing Hari Raya and the items are easily more than 4050 products on different sales packages discounts promotional cards date duration of items There is no way a person can remember all these details in a short briefing of less than 5minutes The chief cashier also shouts rudely many times at parttimers and fulltimers exercising a bullying culture across the whole department For example on one cashier briefing the chief cashier asked if any cashier was not on duty yesterday and my senior was signalling to me that I need to tell her I was not on duty yesterday and the chief cashier shouted at my senior who is a good and responsible staff and has worked for over 7 years “KEEP QUIET” This is unacceptable and no human being should be treated in this manner Even if a person makes a mistake this is still not how a managing personnel should be dealing with it The chief cashiers are extremely rude to the staff They will shout and scold us for every little mistake or if they simply feel so For example I was serving a customer at the counter and when there is a specific music that plays at over the speaker at fixed timings it is actually a signal for counter cashiers to wipe the counter tops So the chief cashier was waiting impatiently for me to make that cleaning so she can snap a photo My senior whispered to me to clean the counter so I took the cloth and wipe for the chief casher to snap the photo The chief cashier immediately walked over and scolded me in front of the customer saying that I should serve him first I am very confused why I was scolded I simply followed the instructions Then right after I took the cloth and wipe but I need to know if she has snapped the photo So I looked up and she shouted again “WIPE Do not look up at me” On the second day I was on my own at a cashier counter I was barely trained The queue never stopped My agent told me I cannot get my salary if I did not serve my notice but I have still decided to go because there is a very high chance I would make a mistake with all the promotional items which will be bearable by my own pocket Despite voicing out to the manager that I wanted to change to a jobscope the request was rejected at the reason that NTUC can assign their parttimers however they deem fit although this is not inside the contract I signed This is absolutely unfair to me because this was not told by my recruitment agency I did explain the miscommunication but it is not accepted or discussed by the NTUC manager at all,Cashier,Former Employee,nan,Jul 7 2022
50,great place to work,,nice colleagues fulfilling work scope moderate work load,overfocus on specific KPI on some dept resulting in losing sight of big picture,Senior Marketing Executive,Current Employee,nan,Jun 11 2022
30,Festive season,,Cool Chill Fun Relax Free,Boring and heavy workload but ok,Packer,Former Employee,nan,Sep 14 2022
50,nic eplace,,much to learn in terms of retail,some leaders are not the best,Graduate Student,Former Employee,nan,Jun 27 2022
40,Not bad,,Easy job scope pretty fun,There is definitely some favouritism from the higher ups,Online PickerPacker,Former Employee,nan,Jun 16 2022
40,Good,,Friendly people over for work,Hard to progress actually for career,IT Specialist,Current Employee,nan,Jun 20 2022
40,Good culture,,Family culture Teamwork is strong,Promotion and staff development are to be improved,Anonymous Employee,Current Employee,nan,Jun 12 2022
50,Good,,Comfortable environment structured work goals,Lack of progression repetitive work,Cashier,Former Employee,nan,Jun 29 2022
40,,,airconditioned and simple tasks to complete,quite tiring to stand for long hours,Cashier,Former Employee,Sengkang New Town,Jul 6 2022
50,great place to work,,nice colleagues fulfilling work scope moderate work load,overfocus on specific KPI on some dept resulting in losing sight of big picture,Senior Marketing Executive,Current Employee,nan,Jun 11 2022
50,nic eplace,,much to learn in terms of retail,some leaders are not the best,Graduate Student,Former Employee,nan,Jun 27 2022
10,bad,,experience front line friendly co workers customer service,minimal wages bad management stand long hours,Cashier,Former Employee,nan,Aug 6 2022
40,Not bad,,Easy job scope pretty fun,There is definitely some favouritism from the higher ups,Online PickerPacker,Former Employee,nan,Jun 16 2022
10,Toxic work culture,,Rapport between work peers is generally good,Middle management will keep taking on more work and more projects to please upper management which means the team will struggle to cope Expectations to work on weekends without compensation Minimal training provided to new staff,Anonymous Employee,Former Employee,nan,Jun 20 2022
40,Good,,Friendly people over for work,Hard to progress actually for career,IT Specialist,Current Employee,nan,Jun 20 2022
40,Good culture,,Family culture Teamwork is strong,Promotion and staff development are to be improved,Anonymous Employee,Current Employee,nan,Jun 12 2022
40,What’s a headline,,Good benefit high bonus generally,Red tape and too general,Pharmacist,Current Employee,Singapore,Jun 17 2022
50,Nice experience working at NTUC,,Fun and interesting at the beginning able to do rotating shifts,Tiring supervisors may not be accomodating at times,PartTime Cashier,Former Employee,Singapore,May 4 2022
40,Not too bad,,family orientated depends on boss can be good,can be a bit too big too many things,Senior Executive,Former Employee,nan,May 14 2022
30,Overall Work Environment Sup Par,,Provides AWSPBV bonuses which not many companies do nowadays No politics in work culture Freedom of remoteHybrid Other company benefits Yearly NTUC gift card company outings prices given during online townhalls Crash courses provided,Hierarchical bosses colleagues Micromanagers Extremely slow opportunities for growth Overall mental health support bad even with incompany counselling Workload does not match the salary given Salary is lower than market rate,Team Leader,Current Employee,nan,Jan 25 2022
40,NTUC FairPrice review,,Good colleagues lateral movement possibilities and considerate bosses,Long working hours no one to cover during vacations,Business Development Manager,Current Employee,Pioneer,May 1 2022
40,Worked at NTUC for 2 years,,Nice colleagues and supervisor and customers,Low pay tiring work long standing hours,Cashier Temperature Screener,Former Employee,nan,May 9 2022
50,Decent working place,,standard hours expected for base salary pay,none to be specifically mentioned,Retail Sales Associate,Current Employee,Punggol,May 9 2022
30,There are better part time jobs out there,,Flexible Working Hours PTs get bonus too,Depending on management at outlets staff welfare may not be the best Standing for long hours,Retail Assistant,Current Employee,Singapore,Jul 13 2022
40,OK place,,Not a bad place for an IT professional supportive management,too much old legacy applications,Cloud Engineer,Former Employee,Singapore,May 5 2022
30,Work environment,,Good working environment not bad salary for part time,Working hours can be quite long,Retail Assistant,Former Employee,nan,Jul 27 2022
40,Okay,,Okay salary for part time,It is extremely busy for the location,Sales Promoter,Former Employee,Jurong West New Town,May 6 2022
50,Analytics,,Great leave benefits Understanding managers yet they challenge you to explore beyond,It can get stressful at times,Executive,Current Employee,nan,Apr 24 2022
40,its exactly what you envisioned it to be,,NAME,doing the same thing continuously for hours,Cashier,Former Employee,Singapore,Apr 17 2022
40,good experience,,nice warm friendly colleagues and exposure to FMCG industry,hectic work environment reporting to different teams and supervisors,Intern,Former Employee,nan,Apr 24 2022
50,Retail assistant,,Friendly working environment Friendly colleagues Alot of things to learn if you are keen in learning OTC Medicine and healthcare products,Not Applicable NA NIL,Pharmacy Retail Assistant,Former Employee,nan,Apr 12 2022
20,Really old school and biased,,There is a lot of work to do and lots of way to collaborate with other parts of Business,It is extremely messy and disjointed The direction for diff departments are in conflict with one another plus the system and marketing department as a whole is very biased,Senior Manager,Former Employee,nan,May 17 2022
20,Branch Manager,,Benefit is better than many company,Too many issue from top down Not convenient to share,Store Manager,Former Employee,Jurong East New Town,Jul 19 2022
40,Average,,Work life balance in the company,Career progression opportunities are hard to come by,Internal Auditor,Current Employee,nan,Apr 27 2022
50,Work life at ntuc,,friendly manager relatively stressfree work environment,unfriendly customers and can be physically straining sometimes,Anonymous Employee,Former Employee,nan,Apr 21 2022
40,Good place to learn,,Lots of changes ongoing can learn,Need to able to handle uncertainty and find your own way,Human Resource Employee,Current Employee,Singapore,Apr 4 2022
40,Not a bad place to be,,Good team members Good nonmonetary benefits Good place to grow,Compensation still below market rate Weak overall leadership Internal stakeholders may be easy or difficult to work with,Human Resources,Current Employee,nan,Mar 24 2022
20,,,Nice employees that were very helpful,Supervisors are very demanding and very hard labour work,NTUC,Former Employee,Woodlands New Town,May 24 2022
40,Not too bad,,family orientated depends on boss can be good,can be a bit too big too many things,Senior Executive,Former Employee,nan,May 14 2022
