Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
50,Infineon Technologies,,World wide company with 48k employees Good interdivision communication Excellent Benefits,Middle Management communication could be clearer and more aligned with espoused goals,Senior Equipment Engineer,Current Employee,San Diego CA,Jan 28 2022
20,Pretty Meh,,Big company with decent growth Diversified products,Compensation is on the low side Senior leadership feels out of touch WorkLife balance challenging due to global team collaboration,Test Engineer,Current Employee,Austin TX,Apr 19 2022
40,Great place to work,,Consistent work schedule and additional overtime pay,Monotonous management can ease on the micromanaging,Assembly Operator,Former Employee,Temecula CA,Apr 27 2022
50,Great Company,,Successful company to work for,Large organization can be slow at times,Anonymous Employee,Former Employee,nan,Feb 2 2022
10,Poor management from top to bottom,,Old people ready to retire Everyone is dishonest and misleading,Irresponsible old people who don’t care Horrible work culture hiding behind or corporate Germany who are embarrassed when onsite,Project Manager,Current Employee,Austin TX,Apr 24 2022
50,Great onboarding,,Best onboarding of any company I have ever worked for I was assigned a coachmentor and the company had thorough policy training,WAY TOO MANY PROCESSES to remember,Content Manager,Current Employee,Milpitas CA,Dec 8 2021
50,System Administrator,,System Administrator System Administrator System Administrator,der der der der der,Systems Administrator,Current Employee,Austin TX,Jan 16 2022
40,good place to work infineon,,work life balanced unplug after work time,update slow low ball salary,Design Engineer,Former Employee,Los Angeles CA,Apr 20 2022
50,Great place to grow your career,,1 Good work life balance 2 Opportunities to learn and grow in your career 3 Great team collaboration supportive coworkers 4 Competitive benefits 5 Awesome culture 6 Option for permanent remote work depending on role,Complex processes could be improved upon,Talent Attraction Manager,Current Employee,San Jose CA,Nov 4 2021
40,Good technology company,,Steady top level management with long term view,Some legacy products weighing down new development,Systems Architect,Current Employee,nan,Apr 11 2022
30,Review,,They are loyal to their employees,Looks good paper not once you enter the company Very unorganized and hard to make changes,Marketing Communications Specialist,Former Employee,nan,Apr 2 2022
40,Great company culture better compensation package needed for tech,,Great company culture Good opportunity for growth,Compensation package not as competitive as other tech companies,FPA Analyst,Current Employee,San Jose CA,Mar 29 2022
30,Disorganized,,Steady work stable hours good coworkers,Low pay for hours worked disorganized training program rarely communicated expectations extremely understaffed but unwilling to hire more people per module,Manufacturing Wafer Fab Operator,Former Employee,Austin TX,Dec 3 2021
10,So so,,Flexibility and many growth opportunities,Lack of coordination or management with the proper skill set,Anonymous Employee,Former Employee,nan,May 19 2022
30,Nice place to work for but not challenging enough,,Good WLB most of the time,Less growth over many years,Software Engineer,Former Employee,nan,Mar 18 2022
40,New Hire,,Infineon really cares about their employees,None at this time thank you,Staff Specialist,Current Employee,nan,Mar 23 2022
50,Top growing semiconductor company,,Competitive pay Good executive direction,European style company for those from US,Field Applications Engineer,Current Employee,Chicago IL,Dec 2 2021
20,Infineon,,Well organized Take care about people,Too well organized Low stock option,Principal Software Engineer,Current Employee,nan,Mar 22 2022
40,Good company,,Good company to start the career with Good investment on education or growth of an employee Great work life balance Great 401k,Pay is not good No ESPP and no performance based bonus,Engineer,Former Employee,nan,Feb 6 2022
50,Infineon Technologies,,World wide company with 48k employees Good interdivision communication Excellent Benefits,Middle Management communication could be clearer and more aligned with espoused goals,Senior Equipment Engineer,Current Employee,San Diego CA,Jan 28 2022
20,The call center Big no no,,Work from home is great,The manager has no clue how to be a people person He is stuck on being a yes man he backstage every person he steps on them on his way up Upper management is no better,Human Resources Specialist HR Specialist,Former Employee,Temecula CA,Dec 8 2021
40,Good start,,It’s a good learning experience,It is a big company,Intern,Current Employee,Boston MA,Feb 12 2022
50,Great Company,,Successful company to work for,Large organization can be slow at times,Anonymous Employee,Former Employee,nan,Feb 2 2022
40,Looking good,,Great four oh one k,I cant think of any,Anonymous Employee,Current Employee,nan,Feb 1 2022
30,Very relaxed yet aging office,,Very relaxed office nature Everyone is very knowledgeable because most of your coworkers in the office have all been there several years,A solid percentage of the office is on the verge of retirement People often too lazy to train correctly or they already retired mentally It all ends up being a you can figure it out based off of what information may be a mystery in and of itself Pay is not good compared to what you are doing This may not be true for an Infineon employee but the Legacy Cypress employees are severely underpaid Wearing multiple hats is good when all those hats are related,Anonymous Employee,Current Employee,Austin TX,Aug 8 2021
40,Great place to work,,Good work life balance Top class technologies at work,compensation increase should be considered better benefits,Device Engineer,Current Employee,Los Angeles CA,Jan 21 2022
40,Great Place to work if you seek work life balance,,Great worklife balance influenced by German culture Smart colleagues High 401k match rate,NAME,Senior Operations Analyst,Former Employee,San Jose CA,Dec 23 2021
50,Great onboarding,,Best onboarding of any company I have ever worked for I was assigned a coachmentor and the company had thorough policy training,WAY TOO MANY PROCESSES to remember,Content Manager,Current Employee,Milpitas CA,Dec 8 2021
50,System Administrator,,System Administrator System Administrator System Administrator,der der der der der,Systems Administrator,Current Employee,Austin TX,Jan 16 2022
40,Looking good,,Great four oh one k,I cant think of any,Anonymous Employee,Current Employee,nan,Feb 1 2022
30,Very relaxed yet aging office,,Very relaxed office nature Everyone is very knowledgeable because most of your coworkers in the office have all been there several years,A solid percentage of the office is on the verge of retirement People often too lazy to train correctly or they already retired mentally It all ends up being a you can figure it out based off of what information may be a mystery in and of itself Pay is not good compared to what you are doing This may not be true for an Infineon employee but the Legacy Cypress employees are severely underpaid Wearing multiple hats is good when all those hats are related,Anonymous Employee,Current Employee,Austin TX,Aug 8 2021
40,Great place to work,,Good work life balance Top class technologies at work,compensation increase should be considered better benefits,Device Engineer,Current Employee,Los Angeles CA,Jan 21 2022
40,Great Place to work if you seek work life balance,,Great worklife balance influenced by German culture Smart colleagues High 401k match rate,NAME,Senior Operations Analyst,Former Employee,San Jose CA,Dec 23 2021
50,Great Intern Experience,,Flexible hours beautiful office nice employees,Very micromanaged not a lot of work for interns to do,Intern,Current Employee,El Segundo CA,Sep 16 2021
50,FA engineer,,A very good Company to work and grow your career,No cons as of now,Failure Analysis Engineer,Current Employee,Livonia MI,Sep 18 2021
10,Avoid unless your 100 percent political or in germany,,None Some people say its good as steady paycheck if you dont mind working for people who dont really care about output or quality Sub par holiday and sick days for US employees and pay is average but german employees have nice pay vacation and opportunities,Very political if your leader is your friend your golden otherwise you will be sidelined regardless of your experience HR is nonexistent if you are in the US Males have preferred treatment regardless of PR hype,Marketing,Former Employee,nan,Sep 23 2021
50,5,,Its a good company to continue grow professionally,They dont pay enough in company,Data Technician,Current Employee,Leominster MA,Sep 13 2021
50,A good company,,Infineon technologies company pays employee very well,Job security is not so good keep closing sites,Anonymous Employee,Current Employee,Los Angeles CA,Aug 25 2021
50,Good pay and company,,Super company and good working culture Nice pay and work life balance,Worst management It need to improve management in tactical layering,Software Developer,Current Employee,nan,Aug 11 2021
40,Good software engineers but bad managers,,Im working the software team and many engineers are hardworking competitive and very friendly,Some highlevel managers of software team dont know much about software so their management doesnt make sense,Anonymous Employee,Current Employee,Portland OR,Sep 13 2021
40,Solid Company,,Coworkers are friendly and create a nice environment for work Upper management does a good job keeping things running and treats employees fairly Not too much micro managing,Not enough time off for US employees 15 days that must be accrued but they make you use 5 days worth of time around the December holidays when they have a company wide shut down so you really only get 10 days to use for the rest of the year Meanwhile our colleagues in Germany seem to get the whole month of august off,Field Sales Engineer,Current Employee,Milpitas CA,May 17 2021
30,Typical German Company,,You can work there until you retire,You will never get rich,Sales Director,Current Employee,Milford MI,Nov 3 2021
50,Good,,Good company with good people,There is no cons here,Anonymous Employee,Current Employee,nan,Nov 2 2021
20,Hr lied,,Deposited stock into my bank,Withdrew from my bank when I gave notice,Global Account Manager,Former Employee,Seattle WA,Oct 27 2021
30,Good products but need more diversity and inclusivety,,NAME,NAME,Senior Business Operations Analyst,Current Employee,nan,Oct 6 2021
40,Treated well,,Treat people well fair and equitable,Move slowly as decisions require building a consensus,Controller,Current Employee,Temecula CA,Oct 1 2021
50,Great Intern Experience,,Flexible hours beautiful office nice employees,Very micromanaged not a lot of work for interns to do,Intern,Current Employee,El Segundo CA,Sep 16 2021
50,FA engineer,,A very good Company to work and grow your career,No cons as of now,Failure Analysis Engineer,Current Employee,Livonia MI,Sep 18 2021
50,5,,Its a good company to continue grow professionally,They dont pay enough in company,Data Technician,Current Employee,Leominster MA,Sep 13 2021
30,Typical German Company,,You can work there until you retire,You will never get rich,Sales Director,Current Employee,Milford MI,Nov 3 2021
20,Hr lied,,Deposited stock into my bank,Withdrew from my bank when I gave notice,Global Account Manager,Former Employee,Seattle WA,Oct 27 2021
50,Great company to work for,,Infineon really cares about its employees,So far I do not have anything bad to say,Staff IT Specialist,Current Employee,Austin TX,Jun 9 2021
30,Good products but need more diversity and inclusivety,,NAME,NAME,Senior Business Operations Analyst,Current Employee,nan,Oct 6 2021
50,Very good,,Very good working here great,nothing every thing is good here,ASIC Design Verification Engineer,Current Employee,San Jose CA,Jun 20 2021
40,Treated well,,Treat people well fair and equitable,Move slowly as decisions require building a consensus,Controller,Current Employee,Temecula CA,Oct 1 2021
50,Review,,Open positive culture technology leader,onsite perks such as free food,Sales Manager,Current Employee,nan,May 19 2021
50,A compt that cares about their employees,,Cares about employees Great company culture from the top down Known for high performance high quality products Conservative specifications Flexible work hours Very good benefits 401k vacation package Fair company,Title and salary package doesn’t match incoming experience level Salary a bit lower than competitors,Senior Staff Field Applications Engineer,Current Employee,Chicago IL,Feb 14 2021
