Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
10,NEVER JOIN RISK PROFILE IN SEMBCORP INDIA,,Work life balance since there will be no work and all life,The cons are specific to the risk management profile in SEIL The company otherwise is doing amazing business in renewable business in India Talking of Risk Team there are several reason for not joining this team 1 Repetitive Tasks the task performed are already work done of either commercial or corporate finance team The team takes inputs from various teams put the information in a PPT and forward to the board there is no value addition of any sort except how to make lengthy ppts 2 No direct contribution to companys balance sheetPL hence dont except decent increments 3 Lethargy at the core of the team there are no deadlines no follow ups no discussions no accountability of any sorts I was not handed over the basic documents relating to the work till 5th month from joining 4 Unprofessional and Politics The team have people who are in the system for the past 1012 years who are highly unprofessional lacks knowledge of sector and they are very toxic Being in system for so long they have taken over the whatever work the team gets They will not share with some one new who joins hence no work no contribution and no recognition PLS DONT JOIN THIS TEAM IT WILL IMPACT YOUR CAREER IN LONG RUN I LEFT IN 6 MONTHS AFTER SUFFERING ALL OF THIS AFTER PUTTING RESIGNATION THE ENTIRE TEAM LITERALLY HAD A WITCHHUNT TRYING TO ACCUSE ME OF THINGS BECAUSE IN MY CONVERSATION WITH THE HR POST RESIGNATION I EXPLAINED HER MYREASON OF LEAVING IN A SHORT DURATION 6 MONTHS NO WORK ASSIGNED BY THE TEAM,Risk Management,Former Employee,Gurgaon Haryana,May 8 2022
20,Don’t do it,,Great team out in the field,Bonuses removed and replaced by an SDA payment which equates to less than previous years bonuses yet they expect 1 in 4 weekends to be worked on site and call out cover throughout the night Unrealistic demands for the compensation package on offer They’re going through a recruitment drive to try and boost FSE numbers to cover these extra shifts Be warned,Field Service Engineer,Current Employee,nan,May 4 2022
10,ME engineer,,There is work life balance but during peak period can be hectic,Learning curve and opportunities are very limited Favouritism in specific project,MampE Engineer,Former Employee,Changi Village,Sep 11 2022
40,Not bad,,Pay fairly People are generally nice,Bit heavy top Bit bureaucratic Old systems,Senior Manager,Current Employee,nan,May 22 2022
50,okay,,it is best having a family,average salary compared to other company,Senior Engineer,Current Employee,Woodlands New Town,Jun 3 2022
40,Ok,,relaxed and casual environment people are easy to work with,hierarchy sometimes gets in the way of getting work done,Financial Analyst,Current Employee,Singapore,May 18 2022
30,IT Dept,,A company with out of touch thinking HOD running the show,Taichi is common keeping mum when things happened Or maybe just blame the project manager,Anonymous Employee,Former Employee,nan,Jul 27 2022
40,Nice company,,Plenty of opportunities to grow,Management has not been able to motivate staff,AVPProject Manager,Current Employee,Singapore,Apr 29 2022
40,Review,,Quite good work life balance,Not much growth going on,Anonymous Employee,Former Employee,nan,May 20 2022
30,Good bonus,,Good benefit and salary package,Unclear direction from top managemebt,Senior Engineer,Current Employee,Jurong West New Town,Jul 30 2022
50,Review,,Regular working hours when I was there,Nothing to comment about now,Manager,Former Employee,nan,May 6 2022
40,Not bad,,Pay fairly People are generally nice,Bit heavy top Bit bureaucratic Old systems,Senior Manager,Current Employee,nan,May 22 2022
30,Poorly defined job scopes and progression pathways,,Very good worklife balance Starting pay is higher than average and bonuses are good,Poorly defined job scopes and career progression pathways Junior employees not guided well because management are not technically competent,Executive Engineer,Current Employee,Changi Village,Apr 29 2022
50,okay,,it is best having a family,average salary compared to other company,Senior Engineer,Current Employee,Woodlands New Town,Jun 3 2022
30,Good,,Good company and culture to work,Salary hike was not good,Assistant Manager,Current Employee,nan,Jun 4 2022
40,Ok,,relaxed and casual environment people are easy to work with,hierarchy sometimes gets in the way of getting work done,Financial Analyst,Current Employee,Singapore,May 18 2022
40,Nice company,,Plenty of opportunities to grow,Management has not been able to motivate staff,AVPProject Manager,Current Employee,Singapore,Apr 29 2022
20,Typical Singapore Local Listed Company,,Stable if you just want a job,Bureaucratic Too many meetings with no clear objective,Anonymous Employee,Former Employee,nan,May 17 2022
20,Career,,long term benefit if you looking for career prospects,Alot of foreign waiting to backstab you i was culture shock once I join them,Technician,Current Employee,Singapore,May 8 2022
10,Lack of Teamwork full of politicians in the site office department Vs another department best,,Normal standard What to expect more Pay rise,Lack of welfare at site office care budget the top priority Care ego lack of leadership judgement,Manager,Current Employee,Bedok New Town,Dec 24 2021
40,Review,,Quite good work life balance,Not much growth going on,Anonymous Employee,Former Employee,nan,May 20 2022
40,Best environment to learn and grow,,One of the best environment to learn nee things in your discipline and grow,Focus on your work there will be no issues,Instrumentation Engineer,Former Employee,Chennai,Mar 6 2022
30,Company culture,,Extensive training provided and industry exposure on relevant businesses,It doesnt seem to treasure long service staff and loyal employees,Assistant Vice President,Former Employee,nan,May 2 2022
30,Poorly defined job scopes and progression pathways,,Very good worklife balance Starting pay is higher than average and bonuses are good,Poorly defined job scopes and career progression pathways Junior employees not guided well because management are not technically competent,Executive Engineer,Current Employee,Changi Village,Apr 29 2022
30,Good,,Good company and culture to work,Salary hike was not good,Assistant Manager,Current Employee,nan,Jun 4 2022
20,Typical Singapore Local Listed Company,,Stable if you just want a job,Bureaucratic Too many meetings with no clear objective,Anonymous Employee,Former Employee,nan,May 17 2022
20,Career,,long term benefit if you looking for career prospects,Alot of foreign waiting to backstab you i was culture shock once I join them,Technician,Current Employee,Singapore,May 8 2022
50,,,Good working culture with supportive team,Pay not competitive as compared to competitors,Executive,Current Employee,nan,Feb 14 2022
10,Lack of Teamwork full of politicians in the site office department Vs another department best,,Normal standard What to expect more Pay rise,Lack of welfare at site office care budget the top priority Care ego lack of leadership judgement,Manager,Current Employee,Bedok New Town,Dec 24 2021
50,Good work life balance,,Work life balance and good to work,Limited work but enjoy the life,Anonymous Employee,Former Employee,nan,Feb 8 2022
50,SALARY FOR DIGITAL EXECUTIVE,,Sembcorp is a great company to work in,Depends on the boss the work life balance varies,Digital Executive,Current Employee,Singapore,Feb 1 2022
30,Inefficient decision making process,,Work life balance good atmosphere only inside my team,Mutli layered no one taking responsibility to make decisions,Senior Manager,Former Employee,nan,Mar 22 2022
40,Best environment to learn and grow,,One of the best environment to learn nee things in your discipline and grow,Focus on your work there will be no issues,Instrumentation Engineer,Former Employee,Chennai,Mar 6 2022
20,Drastic change in management and procedure,,Lots of business unit within the company,Change in work procerdure with no proper folllow up due to change of management Plan A been implemented with no closure and Plan B pop up Talk more less action,Maintenance,Current Employee,Singapore,Jan 25 2022
30,Review,,Good benefits eg Flexible benefits and family day leave Sustainable business as moving towards renewables,NAME,Anonymous Employee,Former Employee,nan,Feb 18 2022
30,OM,,No need for OT much during normal operating period management is reluctant to allow transfers but a chill environment overall,Low progression rate and minimal opportunity for lateral growth,Engineer,Current Employee,Jurong West New Town,Jan 20 2022
30,High work demand,,Good benefits Lots of OT with good earnings,Lack of role clarity and unreasonable time pressure,Warehousing,Current Employee,Western Islands,Feb 10 2022
20,Sembcorp In a Nut Shell Power plant,,Pros •If you are ok with paper work sembcorp wants you •OTs pay are good •Being in Operation team will be the best option to succeed in Sembcorp •Working in HQ will be a better option,Here’s are the cons In a Nut Shell •No proper training provided but expect a lot from you •No buddy system you are on your own No guide as everyone is basically being selfish No sharing of knowledge • Messy culture HR are useless as they are too busy catering events to HQ •Safety team are messy always have so many ridiculous implementation Do note you need to hold the railing while climbing the stairs •Micro Management getting from bad to worst •OTs are being controlled need permission to work on weekends Have 0 trust on us on managing our OTs •Way to many documentation to be done before a job can be carried out •Management have a academia but i have no idea what are they doing They have this pilot courses but is being taught by seniors managers who can’t teach and converse well in English Can’t afford to provide a proper training that involves the work here like understanding the system SAP etc,Anonymous Employee,Current Employee,nan,Nov 13 2020
50,,,Good working culture with supportive team,Pay not competitive as compared to competitors,Executive,Current Employee,nan,Feb 14 2022
50,Good work life balance,,Work life balance and good to work,Limited work but enjoy the life,Anonymous Employee,Former Employee,nan,Feb 8 2022
50,SALARY FOR DIGITAL EXECUTIVE,,Sembcorp is a great company to work in,Depends on the boss the work life balance varies,Digital Executive,Current Employee,Singapore,Feb 1 2022
30,Benefits,,Use to have good benefits compensation and employee wellfares,Frequent reorganization Always ask for justification,IT Consultant,Former Employee,nan,Feb 11 2022
30,The people make this business,,People Employee Benefits Flexitime System Salary Challenging plant Site Location,Poor management Lack of direction Workload Bureaucracy IT infrastructure,Engineer,Current Employee,Wilton England,Jan 30 2022
30,Good place for older people,,Not that I can think of,Lots of OT management doesn’t know how to manage people,Anonymous Employee,Former Employee,nan,Jan 24 2022
10,Avoid This place,,The pros are that There’s some great people at Sembcorp,One of the biggest downfalls with Sembcorp is there’s many middle management that clearly don’t know what they are doing They are unsafe and going to get someone hurt or worse,Engineer,Former Employee,Teesside County Borough England,Jan 3 2022
20,Getting from bad to worse,,Work life balance Lots of learning opportunities as we move from brown to green,no longer a happy workplace processes are a mess either no system investment or invest in expensive solutionssystems with small returns New hires get much better pay and position at the Group but not bringing in any value add expertise overstaffed in some depts but mgmt seems to turn a blind eye,Manager,Current Employee,nan,Sep 9 2021
40,Good,,COmpany is expand in india,Solar division is started in hyderabad,Senior Piping Designer,Current Employee,Hyderābād,Jan 28 2022
40,4 star company,,Professional setup scope of learning working with good governance practices,Too much emphasis sometimes on data driven decision making rather than business acumen based ones,Midsenior Level,Current Employee,Gurgaon Haryana,Dec 26 2021
40,Nice community hard work,,Nice people feel well looked after good benefits with healthcare plan regular bonuses,High pressure environment which might not be to peoples taste,Anonymous Employee,Current Employee,nan,Dec 30 2021
20,Plant maintenance engineer,,Good management Very good work culture,Extremely partisan work culture may or may not be throughout,Engineer,Former Employee,nan,Jan 12 2022
30,Stepping stone,,Good place to set as a stepping stone as there are alot of things to learn,Alot of pressure but if you are able to absorb you will be a better person than yesterday,Engineer,Former Employee,Singapore,Dec 12 2021
40,Work life balance,,Work life balance No micro manage,Career progression slow Salary lower than markwt,Piping Engineer,Current Employee,Tuas,Jan 12 2022
40,Asset Management,,Good worklife balance experienced oldtimers,frequent management change in recent years,Anonymous Employee,Current Employee,nan,Jan 17 2022
20,In transition,,1 In industries with strong tailwinds after shedding Marine business 2 Has strong Temasek backing,1 Undergoing change right now probably more changes coming up 2 The trend of recent top and senior management changes including CEO CFO CDO CHRO two business line heads and two market heads is a cause for concern This signals upcoming periods of instability as their replacements take the requisite time to learn the organization nuances and along the way make novice mistakes to change for the sake of changing and listen to onesided siloed guidance 3 Deeper issues include HR department is totally new As HR holds an essential role to bind the staff together to the central vision of the company through thick and thin particularly so during times of transition it is tough to do so if the team is totally new,Senior Management,Former Employee,nan,Feb 20 2021
10,Continually declining used to be good,,I have seen IT team building from just networks and legacy softwares to Digital and Technology with Data Sciences Al and up to date platforms Culture was great and diversity in culture was welcomed,Things changed drasticly employees are not trusted anymore Instead vendors are asked to complain about company staff All senior management removed in 40 days of new leadership People are frustrated and leaving IT department is running on 60 capacity high attrition as compare to month of May,Senior Software Engineer,Current Employee,Singapore,Sep 27 2021
50,Great,,Good environment and they hire a lot of parttimers,No proper seating arrangements for the parttimers,Customer Service Executive,Former Employee,Singapore,Dec 22 2021
30,Recommend to join,,HR policies are good for employees,Heavy work load and work life balance are difficult,Corporate Finance,Former Employee,Gurgaon Haryana,Dec 21 2021
30,Good,,Environmental very good for employees,Right platform for learning in this company,Electrical Engineer,Current Employee,Surendranagar,Dec 19 2021
50,Good,,Good company good knowledge good people,Bad paper work procedure and,Engineer,Current Employee,Jurong West New Town,Dec 7 2021
50,Learnings,,Beautiful environmental to execute a innovation thinking to the employees Very much committed to safety,No cons in the sembcorp work culture,Site QHSE,Former Employee,Thoothukkudi,Nov 28 2021
50,Very professional,,Good leadership talented team,People will get chance open up and share their thoughts,Security Officer,Current Employee,Sri Potti Sriramulu Nellore,Nov 29 2021
20,Getting from bad to worse,,Work life balance Lots of learning opportunities as we move from brown to green,no longer a happy workplace processes are a mess either no system investment or invest in expensive solutionssystems with small returns New hires get much better pay and position at the Group but not bringing in any value add expertise overstaffed in some depts but mgmt seems to turn a blind eye,Manager,Current Employee,nan,Sep 9 2021
50,Top Private IPP in India,,Good learning exposure Best Senior Management and leadership team Very flexible Employee oriented and best compensation provided in the market,Hierarchy in couple of functions are too big which results in loss of transparency Some departments needs to strengthen up to fill in the gap,Assistant Manager,Former Employee,Nellore,Aug 4 2021
20,Plant maintenance engineer,,Good management Very good work culture,Extremely partisan work culture may or may not be throughout,Engineer,Former Employee,nan,Jan 12 2022
30,Stepping stone,,Good place to set as a stepping stone as there are alot of things to learn,Alot of pressure but if you are able to absorb you will be a better person than yesterday,Engineer,Former Employee,Singapore,Dec 12 2021
50,Good company,,Great management and good platform to gain knowledge,Nothing to say all will be fine,Assistant Manager,Current Employee,Nellore,Sep 24 2021
40,Good company to work with,,A forward looking company who are adapting to the changes and challenges of the modern work,Still quite traditional in some departments and progression may be unclear Promotion may not be quick,Manager,Current Employee,Singapore,Aug 12 2021
20,In transition,,1 In industries with strong tailwinds after shedding Marine business 2 Has strong Temasek backing,1 Undergoing change right now probably more changes coming up 2 The trend of recent top and senior management changes including CEO CFO CDO CHRO two business line heads and two market heads is a cause for concern This signals upcoming periods of instability as their replacements take the requisite time to learn the organization nuances and along the way make novice mistakes to change for the sake of changing and listen to onesided siloed guidance 3 Deeper issues include HR department is totally new As HR holds an essential role to bind the staff together to the central vision of the company through thick and thin particularly so during times of transition it is tough to do so if the team is totally new,Senior Management,Former Employee,nan,Feb 20 2021
10,Continually declining used to be good,,I have seen IT team building from just networks and legacy softwares to Digital and Technology with Data Sciences Al and up to date platforms Culture was great and diversity in culture was welcomed,Things changed drasticly employees are not trusted anymore Instead vendors are asked to complain about company staff All senior management removed in 40 days of new leadership People are frustrated and leaving IT department is running on 60 capacity high attrition as compare to month of May,Senior Software Engineer,Current Employee,Singapore,Sep 27 2021
40,Good working environement and benefits,,Good benefits and 2 weekly off Great safety policy,Higher management lacking decision making,Assistant Manager,Current Employee,Nellore,Sep 11 2021
50,Good working atmosphere,,Good worklife balance lots of diverse knowledge to learn stable and friendly company,internal politics not proactive no pay raise not a place for super ambitious people,Business Development Manager,Current Employee,Singapore,Aug 9 2021
30,Recommend to join,,HR policies are good for employees,Heavy work load and work life balance are difficult,Corporate Finance,Former Employee,Gurgaon Haryana,Dec 21 2021
30,Good,,Environmental very good for employees,Right platform for learning in this company,Electrical Engineer,Current Employee,Surendranagar,Dec 19 2021
40,Great place,,Positive changes are coming with the new management in place,Management needs to communicate their changes to the employees better,Anonymous Employee,Current Employee,nan,Jul 29 2021
30,nan,,Good Improvement on the benefits,Too frequent constant management changes which causes more confusion on the directions transmitted to staffs Too many office politics from top to bottom ladders,HSSE Officer,Current Employee,Singapore,Oct 27 2021
50,Work life balance,,Higher pay than average diploma holders and plenty of off days,12 hours shift and your weekends might clash with your shifts,Technician,Current Employee,nan,Jun 28 2021
10,Technology Regression Hierarchal,,Diverse business and good learning curve for anyone coming from the tech space Hill St office location is great central and lots of good food around sad that this was one of the only other “pros” I could think of,Malecentric with focus on hierarchy Recent senior management changes in 2020 and 2021 have been disruptive to the attempted technology advancements of the company and seems to have regressed instead of progressed Appetite for change within the organisation is very low with inconsistent senior management support,Head of User Experience,Former Employee,Singapore,Aug 9 2021
10,Rather Shocked Not a great environment,,The company has a brilliant future ahead of them by the looks of it lots and lots of opportunities ahead with the right leaders,Leadership Management in the maintenance side was very inexperienced which meant they bullied the staff rather than led them The staff was extremely unhappy because of this,Technician,Current Employee,Teesside County Borough England,Aug 23 2021
40,Good Organization to work for,,Work Life balance is good Teams are also helpful and supportive And good salary perks,Could improvise on salary structure at lower grade levels,Anonymous Employee,Former Employee,nan,Jun 8 2021
40,Lots to learn,,There is a lot to learn as an engineer From Operations to Maintenance to Project to Audit to HSSE,Procedures need to be updated and standardized across,Engineer,Current Employee,Singapore,Jun 1 2021
10,Worst culture,,you could do nothing but just obey the rules,no staff care didnt care your ability,Anonymous Employee,Current Employee,nan,Dec 14 2021
30,Good starting job,,welcoming environment with supportive colleagues,systems are not as modern,Junior Executive,Current Employee,Singapore,Oct 25 2021
10,A mess,,Nothing noteworthy to be mentioned,Long working hours No additional compensation or off days for working outside office hours or during public holidays Recent reorganisation cut team capacity in half but still expected to deliver double the work Office politics is rampant Every man for himself collective goal and team spirit are nonexistent Insensitive remarks by colleagues,Senior Executive,Current Employee,nan,Sep 7 2021
10,Toxic culture,,Nicely renovated workspace and easily accessible,Toxic work culture and management uses unreasonable workload to drive staff to resign,Anonymous Employee,Former Employee,nan,Nov 24 2021
50,Good place to work,,Good place to work for power plant engineers,Nothing much more hr engagement is required,Engineer,Former Employee,nan,May 25 2021
30,Good balance but fast pace,,Always looking out for the peers,Fast pace dynamic work place,Project Manager,Current Employee,nan,Sep 29 2021
30,Good exposure,,Good exposure Good welfare package,Too much office politics Bad management,Executive,Former Employee,Changi Village,Sep 30 2021
40,A place to work smart,,No need to have related qualifications and experience in the field and you can get up there by playing politics Management can be easily swayed by gossips without good judgement so work smart no need to work hard,Just work smart minimum effort to excel,Senior Manager,Current Employee,nan,Mar 10 2021
40,nan,,Company actively participate CSR activities,Not much prospect for career enhancement,Warehouse Manager,Current Employee,Jurong East New Town,May 18 2021
40,Fast,,People in the company are highly active,They pay you in a low salary,Posgrad Student,Current Employee,London England,May 10 2021
40,Wide range of experience,,Learn from everyone about anything and everything They encourage you to go for courses,You must have the initiative to learn on your own Wide range of things to learn however you end up not so specialised because there’s no focus Everything becomes touch and go Time set for courses is limited by the workload,Architect Assistant,Current Employee,Singapore,Feb 2 2021
30,Stable organisation,,Stable environment for those who wish to stay and perform within the company Semigovernment thus having the AWS and also variable bonus depend on performance To encourage and entise new joiners the annual leaves at 18 days,Management level still requires a change as they do not listen to new ideas,Health and Safety Officer,Current Employee,Changi Village,Jul 7 2021
50,Good,,High exposure with good management,Focused scope of work hence narrow,Senior Executive,Current Employee,Singapore,May 19 2021
10,Not a place for techies all technical work is outsourced,,Cant think of much Abit relaxed,No recognition and job satisfaction Too many unqualified people as managers with very less young generation at the bottom,Anonymous Employee,Current Employee,nan,Oct 2 2021
20,Poor Management,,Good Salary depending on bonus enables to sleep at home every night,lack of management unprofessional managers the poor practice of handover unpredictable income poor hs support and practices not promising any progression or promotion,Field Service Engineer,Former Employee,nan,Mar 6 2021
40,Company Stability,,Stable training opportunities tangible intangible benefits,a lot of senior staff,Anonymous Employee,Current Employee,nan,Apr 22 2021
30,Trying hard to change but still a company that works in silos,,Good flexibenefits but below average base pay,Some staff have been here for decades and are resistant to change or jaded but not willing to move,Manager,Current Employee,Singapore,Jun 25 2021
10,ok,,Said good for fresh folk but actually there are better opportunities outside rather than thinking your only career is here,A lot of elders who does not encourage inspiration and innovations in this place also lots of facilities are run down,Executive,Current Employee,Singapore,Aug 16 2021
